#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       
ID               W                                                                                                               
GPU 0           108.285           0.083        0.004        0.028        1480934275                  6013224951                  
GPU 1           111.692           0.079        0.004        0.028        1030390628                  2342855595                  
GPU 2           108.266           0.085        0.005        0.028        1354172260                  3895721876                  
GPU 3           107.864           0.081        0.004        0.027        1063608469                  2525394028                  
GPU 4           110.883           0.074        0.004        0.025        1210954416                  4638306092                  
GPU 5           112.121           0.076        0.004        0.025        941750818                   2425548039                  
GPU 6           110.449           0.080        0.005        0.027        1426813050                  5735865988                  
GPU 7           111.816           0.082        0.004        0.027        1088126877                  2938952245                  
GPU 0           97.341            0.000        0.000        0.000        661910                      446265                      
GPU 1           98.792            0.000        0.000        0.000        647927                      436252                      
GPU 2           99.068            0.000        0.000        0.000        684760                      476599                      
GPU 3           97.579            0.000        0.000        0.000        678029                      463501                      
GPU 4           98.465            0.000        0.000        0.000        531414                      334654                      
GPU 5           99.347            0.000        0.000        0.000        684223                      472948                      
GPU 6           99.653            0.000        0.000        0.000        672360                      460469                      
GPU 7           101.573           0.000        0.000        0.000        679900                      468742                      
GPU 0           97.341            0.000        0.000        0.000        237954                      446265                      
GPU 1           98.707            0.000        0.000        0.000        275903                      436252                      
GPU 2           99.068            0.000        0.000        0.000        207529                      476599                      
GPU 3           97.579            0.000        0.000        0.000        678029                      19917                       
GPU 4           98.465            0.000        0.000        0.000        531414                      56703                       
GPU 5           99.347            0.000        0.000        0.000        684223                      54321                       
GPU 6           99.653            0.000        0.000        0.000        207044                      460469                      
GPU 7           101.573           0.000        0.000        0.000        208088                      468742                      
GPU 0           97.248            0.000        0.000        0.000        481156                      275695                      
GPU 1           98.579            0.000        0.000        0.000        507851                      304011                      
GPU 2           98.966            0.000        0.000        0.000        515850                      310349                      
GPU 3           97.496            0.000        0.000        0.000        517333                      305053                      
GPU 4           98.129            0.000        0.000        0.000        487986                      277276                      
GPU 5           99.096            0.000        0.000        0.000        479092                      277286                      
GPU 6           99.595            0.000        0.000        0.000        526788                      317645                      
GPU 7           101.435           0.000        0.000        0.000        528359                      320789                      
GPU 0           97.172            0.000        0.000        0.000        728031                      538292                      
GPU 1           98.512            0.000        0.000        0.000        721251                      540938                      
GPU 2           99.017            0.000        0.000        0.000        728588                      547227                      
GPU 3           97.440            0.000        0.000        0.000        724893                      538297                      
GPU 4           98.131            0.000        0.000        0.000        722292                      538312                      
GPU 5           99.067            0.000        0.000        0.000        716530                      534645                      
GPU 6           99.518            0.000        0.000        0.000        722278                      537253                      
GPU 7           101.318           0.000        0.000        0.000        719043                      537186                      
GPU 0           97.098            0.000        0.000        0.000        515218                      308711                      
GPU 1           98.506            0.000        0.000        0.000        505294                      311353                      
GPU 2           98.902            0.000        0.000        0.000        509478                      308727                      
GPU 3           97.459            0.000        0.000        0.000        513133                      306098                      
GPU 4           98.026            0.000        0.000        0.000        503704                      298763                      
GPU 5           99.018            0.000        0.000        0.000        494811                      297725                      
GPU 6           99.509            0.000        0.000        0.000        501098                      298772                      
GPU 7           101.169           0.000        0.000        0.000        503709                      300863                      
GPU 0           97.051            0.000        0.000        0.000        458090                      249486                      
GPU 1           98.467            0.000        0.000        0.000        429822                      226442                      
GPU 2           98.900            0.000        0.000        0.000        447637                      239543                      
GPU 3           97.418            0.000        0.000        0.000        459153                      252115                      
GPU 4           98.031            0.000        0.000        0.000        498472                      296672                      
GPU 5           99.051            0.000        0.000        0.000        494278                      298768                      
GPU 6           99.592            0.000        0.000        0.000        443443                      246881                      
GPU 7           101.126           0.000        0.000        0.000        447091                      244249                      
GPU 0           96.961            0.000        0.000        0.000        265732                      71805                       
GPU 1           98.396            0.000        0.000        0.000        273093                      95399                       
GPU 2           98.785            0.000        0.000        0.000        291429                      83864                       
GPU 3           97.458            0.000        0.000        0.000        265740                      70235                       
GPU 4           98.001            0.000        0.000        0.000        206513                      18869                       
GPU 5           99.035            0.000        0.000        0.000        198661                      13104                       
GPU 6           99.488            0.000        0.000        0.000        258938                      64472                       
GPU 7           101.120           0.000        0.000        0.000        257364                      68665                       
GPU 0           97.010            0.000        0.000        0.000        530423                      331252                      
GPU 1           98.340            0.000        0.000        0.000        526779                      334937                      
GPU 2           98.815            0.000        0.000        0.000        529406                      333892                      
GPU 3           97.401            0.000        0.000        0.000        534633                      334932                      
GPU 4           98.048            0.000        0.000        0.000        544590                      342793                      
GPU 5           99.030            0.000        0.000        0.000        536225                      347524                      
GPU 6           99.459            0.000        0.000        0.000        547220                      350137                      
GPU 7           101.122           0.000        0.000        0.000        541455                      347517                      
GPU 0           96.863            0.000        0.000        0.000        509456                      303472                      
GPU 1           98.416            0.000        0.000        0.000        500583                      306116                      
GPU 2           98.654            0.000        0.000        0.000        514725                      312923                      
GPU 3           97.457            0.000        0.000        0.000        517336                      311345                      
GPU 4           97.973            0.000        0.000        0.000        528348                      324452                      
GPU 5           98.977            0.000        0.000        0.000        523106                      327072                      
GPU 6           99.383            0.000        0.000        0.000        516081                      316983                      
GPU 7           101.058           0.000        0.000        0.000        520480                      319731                      
GPU 0           96.901            0.000        0.000        0.000        500538                      296654                      
GPU 1           98.315            0.000        0.000        0.000        498480                      301394                      
GPU 2           98.613            0.000        0.000        0.000        510533                      310303                      
GPU 3           97.428            0.000        0.000        0.000        505278                      298764                      
GPU 4           98.000            0.000        0.000        0.000        513661                      310817                      
GPU 5           99.000            0.000        0.000        0.000        503727                      308736                      
GPU 6           99.352            0.000        0.000        0.000        512533                      311293                      
GPU 7           101.089           0.000        0.000        0.000        512098                      309251                      
GPU 0           96.912            0.000        0.000        0.000        446563                      235336                      
GPU 1           98.350            0.000        0.000        0.000        419296                      215413                      
GPU 2           98.599            0.000        0.000        0.000        504240                      298770                      
GPU 3           97.392            0.000        0.000        0.000        450770                      240585                      
GPU 4           97.967            0.000        0.000        0.000        511053                      307156                      
GPU 5           98.958            0.000        0.000        0.000        501092                      304534                      
GPU 6           99.263            0.000        0.000        0.000        456450                      254689                      
GPU 7           101.090           0.000        0.000        0.000        445001                      239011                      
GPU 0           96.926            0.000        0.000        0.000        264683                      73901                       
GPU 1           98.353            0.000        0.000        0.000        270473                      93827                       
GPU 2           98.582            0.000        0.000        0.000        206517                      13628                       
GPU 3           97.315            0.000        0.000        0.000        263118                      70759                       
GPU 4           98.005            0.000        0.000        0.000        203894                      13627                       
GPU 5           98.847            0.000        0.000        0.000        198136                      13104                       
GPU 6           99.135            0.000        0.000        0.000        257370                      69715                       
GPU 7           101.003           0.000        0.000        0.000        270463                      79147                       
GPU 0           99.810            0.009        0.001        0.002        851645180                   775907001                   
GPU 1           101.416           0.009        0.001        0.002        743228185                   903662315                   
GPU 2           101.028           0.009        0.001        0.002        848967355                   752964762                   
GPU 3           99.854            0.010        0.001        0.002        743734146                   904295509                   
GPU 4           101.104           0.009        0.001        0.002        848294921                   746826064                   
GPU 5           102.039           0.010        0.001        0.002        744019432                   905590023                   
GPU 6           102.132           0.010        0.001        0.002        851413186                   773332938                   
GPU 7           103.733           0.009        0.001        0.002        743567715                   904867145                   
