#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       
ID               W                                                                                                               
GPU 0           120.514           0.147        0.006        0.070        1176448853                  3237075757                  
GPU 1           125.570           0.144        0.006        0.068        1007765006                  2658964194                  
GPU 2           70.019            0.000        0.000        0.000        518848                      334368                      
GPU 3           70.129            0.000        0.000        0.000        536623                      339582                      
GPU 4           125.143           0.144        0.007        0.068        1156741099                  3173086094                  
GPU 5           123.551           0.134        0.008        0.066        1049472009                  3298653315                  
GPU 6           72.165            0.000        0.000        0.000        515165                      331215                      
GPU 7           71.758            0.000        0.000        0.000        521468                      334892                      
GPU 0           97.391            0.035        0.001        0.017        279012233                   776837171                   
GPU 1           99.311            0.040        0.002        0.020        279860084                   726468292                   
GPU 2           70.144            0.000        0.000        0.000        560177                      370417                      
GPU 3           70.092            0.000        0.000        0.000        565682                      365997                      
GPU 4           98.734            0.037        0.002        0.018        293500370                   808707824                   
GPU 5           100.011           0.033        0.002        0.017        255919016                   772444816                   
GPU 6           72.109            0.000        0.000        0.000        551640                      362152                      
GPU 7           71.739            0.000        0.000        0.000        552213                      361890                      
GPU 0           97.335            0.000        0.000        0.000        464395                      252115                      
GPU 1           99.188            0.000        0.000        0.000        241112                      57657                       
GPU 2           70.070            0.000        0.000        0.000        433934                      243695                      
GPU 3           70.089            0.000        0.000        0.000        457479                      260967                      
GPU 4           98.541            0.000        0.000        0.000        235870                      45601                       
GPU 5           99.975            0.000        0.000        0.000        432423                      226432                      
GPU 6           72.131            0.000        0.000        0.000        467474                      280379                      
GPU 7           71.746            0.000        0.000        0.000        444415                      254176                      
GPU 0           97.308            0.000        0.000        0.000        266788                      74952                       
GPU 1           99.017            0.000        0.000        0.000        475415                      269419                      
GPU 2           70.089            0.000        0.000        0.000        283533                      103770                      
GPU 3           70.087            0.000        0.000        0.000        275629                      80697                       
GPU 4           98.511            0.000        0.000        0.000        475409                      268367                      
GPU 5           99.994            0.000        0.000        0.000        267325                      88060                       
GPU 6           72.132            0.000        0.000        0.000        250515                      62890                       
GPU 7           71.764            0.000        0.000        0.000        270954                      86998                       
GPU 0           97.452            0.000        0.000        0.000        738525                      551404                      
GPU 1           98.942            0.000        0.000        0.000        728070                      546183                      
GPU 2           70.076            0.000        0.000        0.000        789797                      619469                      
GPU 3           70.112            0.000        0.000        0.000        792887                      613138                      
GPU 4           98.523            0.000        0.000        0.000        725443                      540937                      
GPU 5           99.803            0.000        0.000        0.000        726478                      540403                      
GPU 6           72.137            0.000        0.000        0.000        781911                      613161                      
GPU 7           71.755            0.000        0.000        0.000        784032                      615800                      
GPU 0           97.589            0.000        0.000        0.000        518905                      311343                      
GPU 1           98.862            0.000        0.000        0.000        515775                      313973                      
GPU 2           70.083            0.000        0.000        0.000        524078                      336982                      
GPU 3           70.096            0.000        0.000        0.000        524023                      329086                      
GPU 4           98.494            0.000        0.000        0.000        505293                      299821                      
GPU 5           99.710            0.000        0.000        0.000        504230                      301909                      
GPU 6           72.130            0.000        0.000        0.000        517269                      327551                      
GPU 7           71.760            0.000        0.000        0.000        517783                      329641                      
GPU 0           97.509            0.000        0.000        0.000        548774                      348552                      
GPU 1           98.865            0.000        0.000        0.000        510537                      312927                      
GPU 2           70.119            0.000        0.000        0.000        559721                      379436                      
GPU 3           70.097            0.000        0.000        0.000        572256                      383600                      
GPU 4           98.469            0.000        0.000        0.000        518385                      315539                      
GPU 5           99.608            0.000        0.000        0.000        552453                      355373                      
GPU 6           72.122            0.000        0.000        0.000        566532                      387820                      
GPU 7           71.749            0.000        0.000        0.000        567583                      388346                      
GPU 0           97.462            0.000        0.000        0.000        516811                      309248                      
GPU 1           98.806            0.000        0.000        0.000        540415                      349618                      
GPU 2           70.100            0.000        0.000        0.000        517789                      333314                      
GPU 3           70.090            0.000        0.000        0.000        535565                      337479                      
GPU 4           98.516            0.000        0.000        0.000        552469                      356955                      
GPU 5           99.617            0.000        0.000        0.000        519430                      321302                      
GPU 6           72.125            0.000        0.000        0.000        519883                      334884                      
GPU 7           71.743            0.000        0.000        0.000        523511                      339050                      
GPU 0           97.296            0.000        0.000        0.000        514183                      307671                      
GPU 1           98.799            0.000        0.000        0.000        438203                      230109                      
