#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       
ID               W                                                                                                               
GPU 0           101.829           0.001        0.000        0.001        4523574                     22180185                    
GPU 1           104.329           0.006        0.001        0.003        9447636                     78539551                    
GPU 2           103.652           0.000        0.000        0.000        2696497                     2182230                     
GPU 3           102.157           0.009        0.001        0.004        69975159                    124856163                   
GPU 4           101.577           0.000        0.000        0.000        2652974                     2127537                     
GPU 5           105.956           0.004        0.000        0.002        7363709                     55359804                    
GPU 6           106.448           0.004        0.000        0.002        7604269                     59078870                    
GPU 7           106.781           0.000        0.000        0.000        2624722                     2098729                     
GPU 0           101.770           0.000        0.000        0.000        508953                      290381                      
GPU 1           104.221           0.000        0.000        0.000        504758                      292476                      
GPU 2           103.518           0.000        0.000        0.000        507903                      292476                      
GPU 3           102.097           0.000        0.000        0.000        2506735                     2029106                     
GPU 4           101.486           0.000        0.000        0.000        2173130                     1729698                     
GPU 5           105.863           0.000        0.000        0.000        1582878                     1228565                     
GPU 6           106.238           0.000        0.000        0.000        2054636                     1643709                     
GPU 7           106.758           0.000        0.000        0.000        2008049                     1607068                     
GPU 0           101.718           0.000        0.000        0.000        4473439                     3649509                     
GPU 1           104.027           0.000        0.000        0.000        4353656                     3572230                     
GPU 2           103.511           0.000        0.000        0.000        4413213                     3613908                     
GPU 3           102.066           0.000        0.000        0.000        4193745                     3415476                     
GPU 4           101.452           0.000        0.000        0.000        4029314                     3344755                     
GPU 5           105.761           0.000        0.000        0.000        4072566                     3383846                     
GPU 6           106.213           0.000        0.000        0.000        4026156                     3351636                     
GPU 7           106.730           0.000        0.000        0.000        3964759                     3292259                     
GPU 0           101.718           0.000        0.000        0.000        4473439                     3649509                     
GPU 1           104.027           0.000        0.000        0.000        1969611                     3572230                     
GPU 2           103.511           0.000        0.000        0.000        4413213                     3613908                     
GPU 3           102.066           0.000        0.000        0.000        4193745                     273081                      
GPU 4           101.452           0.000        0.000        0.000        4029314                     3344755                     
GPU 5           105.761           0.000        0.000        0.000        4072566                     3383846                     
GPU 6           106.213           0.000        0.000        0.000        4026156                     3351636                     
GPU 7           106.730           0.000        0.000        0.000        3964759                     3292259                     
GPU 0           101.522           0.000        0.000        0.000        4462934                     3627065                     
GPU 1           103.987           0.000        0.000        0.000        8240534                     1517628                     
GPU 2           103.341           0.000        0.000        0.000        4384942                     3572783                     
GPU 3           101.835           0.000        0.000        0.000        7395908                     6119420                     
GPU 4           101.363           0.000        0.000        0.000        3164821                     2583781                     
GPU 5           105.502           0.000        0.000        0.000        3190208                     2600992                     
GPU 6           106.071           0.000        0.000        0.000        6983330                     1181011                     
GPU 7           106.675           0.000        0.000        0.000        2844866                     2303092                     
GPU 0           101.414           0.000        0.000        0.000        7292074                     6039820                     
GPU 1           103.863           0.000        0.000        0.000        6633420                     5514612                     
GPU 2           103.210           0.000        0.000        0.000        6575793                     5464170                     
GPU 3           101.905           0.000        0.000        0.000        4824582                     3970292                     
GPU 4           101.329           0.000        0.000        0.000        5670745                     4782134                     
GPU 5           105.449           0.000        0.000        0.000        5948857                     5015102                     
GPU 6           105.977           0.000        0.000        0.000        6449043                     5915825                     
GPU 7           106.386           0.000        0.000        0.000        7134213                     6086490                     
GPU 0           101.409           0.000        0.000        0.000        8595844                     7139425                     
GPU 1           103.851           0.000        0.000        0.000        8130349                     6794420                     
GPU 2           103.137           0.000        0.000        0.000        7381839                     6141130                     
GPU 3           101.889           0.000        0.000        0.000        7878031                     6572569                     
GPU 4           101.247           0.000        0.000        0.000        7182046                     6078032                     
GPU 5           105.344           0.000        0.000        0.000        6749816                     5716221                     
GPU 6           105.911           0.000        0.000        0.000        6427925                     5458935                     
GPU 7           106.276           0.000        0.000        0.000        5748350                     4841744                     
GPU 0           101.278           0.000        0.000        0.000        1189795                     880553                      
GPU 1           103.674           0.000        0.000        0.000        517866                      303486                      
GPU 2           103.063           0.000        0.000        0.000        519427                      306624                      
GPU 3           101.672           0.000        0.000        0.000        2213977                     1745394                     
GPU 4           101.140           0.000        0.000        0.000        2136955                     1706629                     
GPU 5           105.299           0.000        0.000        0.000        2857113                     2329484                     
GPU 6           105.692           0.000        0.000        0.000        2071947                     5424852                     
GPU 7           106.235           0.000        0.000        0.000        5791218                     4886686                     
GPU 0           101.309           0.000        0.000        0.000        3573183                     2924206                     
GPU 1           103.609           0.000        0.000        0.000        4132975                     3446854                     
GPU 2           103.124           0.000        0.000        0.000        4099501                     3422278                     
GPU 3           101.644           0.000        0.000        0.000        4106623                     3427340                     
GPU 4           101.075           0.000        0.000        0.000        4170574                     3507014                     
GPU 5           105.168           0.000        0.000        0.000        4035193                     3377948                     
GPU 6           105.689           0.000        0.000        0.000        4112484                     1649485                     
GPU 7           106.204           0.000        0.000        0.000        1127404                     819107                      
