#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       
ID               W                                                                                                               
GPU 0           98.138            N/A          N/A          N/A          N/A                         N/A                         
GPU 1           99.487            N/A          N/A          N/A          N/A                         N/A                         
GPU 2           100.113           N/A          N/A          N/A          N/A                         N/A                         
GPU 3           98.571            N/A          N/A          N/A          N/A                         N/A                         
GPU 4           97.630            N/A          N/A          N/A          N/A                         N/A                         
GPU 5           100.151           N/A          N/A          N/A          N/A                         N/A                         
GPU 6           101.466           N/A          N/A          N/A          N/A                         N/A                         
GPU 7           102.751           N/A          N/A          N/A          N/A                         N/A                         
GPU 0           98.151            0.000        0.000        0.000        4120349                     3426897                     
GPU 1           99.575            0.000        0.000        0.000        4090065                     3403932                     
GPU 2           100.164           0.000        0.000        0.000        4076902                     3385013                     
GPU 3           98.538            0.000        0.000        0.000        4053260                     3364002                     
GPU 4           97.632            0.000        0.000        0.000        4383214                     3599131                     
GPU 5           100.136           0.000        0.000        0.000        4291602                     3536418                     
GPU 6           101.471           0.000        0.000        0.000        4226175                     3474028                     
GPU 7           102.697           0.000        0.000        0.000        4373563                     3582086                     
GPU 0           98.151            0.000        0.000        0.000        2987627                     3426897                     
GPU 1           99.507            0.000        0.000        0.000        2967222                     3403932                     
GPU 2           100.164           0.000        0.000        0.000        4076902                     3385013                     
GPU 3           98.538            0.000        0.000        0.000        4053260                     727941                      
GPU 4           97.632            0.000        0.000        0.000        4383214                     1273714                     
GPU 5           100.136           0.000        0.000        0.000        4291602                     1435004                     
GPU 6           101.471           0.000        0.000        0.000        1795028                     3474028                     
GPU 7           102.697           0.000        0.000        0.000        1917117                     3582086                     
GPU 0           98.247            0.000        0.000        0.000        4350829                     3537525                     
GPU 1           99.464            0.000        0.000        0.000        524749                      5973599                     
GPU 2           100.236           0.000        0.000        0.000        4142628                     3395450                     
GPU 3           98.608            0.000        0.000        0.000        4819851                     3089450                     
GPU 4           97.676            0.000        0.000        0.000        4207121                     3463130                     
GPU 5           100.164           0.000        0.000        0.000        1866433                     3174302                     
GPU 6           101.490           0.000        0.000        0.000        2195307                     1737987                     
GPU 7           102.736           0.000        0.000        0.000        2316012                     1483296                     
GPU 0           98.247            0.000        0.000        0.000        6849598                     3537525                     
GPU 1           99.632            0.000        0.000        0.000        7161934                     5973599                     
GPU 2           100.236           0.000        0.000        0.000        5029538                     3395450                     
GPU 3           98.532            0.000        0.000        0.000        4819851                     3969574                     
GPU 4           97.665            0.000        0.000        0.000        4207121                     4485969                     
GPU 5           100.164           0.000        0.000        0.000        3859709                     4682787                     
GPU 6           101.538           0.000        0.000        0.000        6583240                     4661100                     
GPU 7           102.736           0.000        0.000        0.000        7394127                     1837160                     
GPU 0           98.037            0.000        0.000        0.000        4817290                     5670239                     
GPU 1           99.585            0.000        0.000        0.000        6609885                     5491103                     
GPU 2           100.185           0.000        0.000        0.000        7997098                     4136731                     
GPU 3           98.532            0.000        0.000        0.000        5851700                     4855825                     
GPU 4           97.733            0.000        0.000        0.000        5344288                     6292502                     
GPU 5           100.183           0.000        0.000        0.000        5587198                     5097151                     
GPU 6           101.525           0.000        0.000        0.000        5555133                     4661100                     
GPU 7           102.709           0.000        0.000        0.000        5476472                     4592555                     
GPU 0           98.102            0.000        0.000        0.000        523627                      306628                      
GPU 1           99.493            0.000        0.000        0.000        515784                      310833                      
GPU 2           100.102           0.000        0.000        0.000        4384483                     3648057                     
GPU 3           98.527            0.000        0.000        0.000        613270                      385550                      
GPU 4           97.611            0.000        0.000        0.000        4757163                     3940826                     
GPU 5           100.131           0.000        0.000        0.000        7592225                     6371505                     
GPU 6           101.492           0.000        0.000        0.000        3444298                     2827539                     
GPU 7           102.752           0.000        0.000        0.000        7339619                     1261727                     
GPU 0           98.185            0.000        0.000        0.000        4068436                     3384423                     
GPU 1           99.556            0.000        0.000        0.000        4014055                     3338406                     
GPU 2           100.091           0.000        0.000        0.000        1123594                     811961                      
GPU 3           98.560            0.000        0.000        0.000        3793804                     3125512                     
GPU 4           97.639            0.000        0.000        0.000        2000382                     1554009                     
GPU 5           100.152           0.000        0.000        0.000        293533                      100116                      
GPU 6           101.603           0.000        0.000        0.000        2464015                     1956117                     
GPU 7           102.725           0.000        0.000        0.000        1634951                     3577894                     
GPU 0           98.185            0.000        0.000        0.000        4068436                     3384423                     
GPU 1           99.556            0.000        0.000        0.000        4014055                     3338406                     
GPU 2           100.091           0.000        0.000        0.000        3382540                     811961                      
GPU 3           98.560            0.000        0.000        0.000        3793804                     3125512                     
GPU 4           97.639            0.000        0.000        0.000        2000382                     1886986                     
GPU 5           100.152           0.000        0.000        0.000        293533                      3527949                     
GPU 6           101.603           0.000        0.000        0.000        2464015                     1956117                     
GPU 7           102.725           0.000        0.000        0.000        4369371                     3577894                     
GPU 0           98.242            0.000        0.000        0.000        2831879                     2285271                     
GPU 1           99.550            0.000        0.000        0.000        3016633                     3993027                     
GPU 2           100.119           0.000        0.000        0.000        3750875                     3087291                     
GPU 3           98.549            0.000        0.000        0.000        428061                      213157                      
GPU 4           97.637            0.000        0.000        0.000        4069512                     3321024                     
GPU 5           100.123           0.000        0.000        0.000        2443244                     1935290                     
GPU 6           101.489           0.000        0.000        0.000        1841338                     3336911                     
GPU 7           102.740           0.000        0.000        0.000        1806075                     1372901                     
