#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       
ID               W                                                                                                               
GPU 0           96.972            N/A          N/A          N/A          N/A                         N/A                         
GPU 1           98.226            N/A          N/A          N/A          N/A                         N/A                         
GPU 2           99.096            N/A          N/A          N/A          N/A                         N/A                         
GPU 3           97.467            N/A          N/A          N/A          N/A                         N/A                         
GPU 4           98.319            N/A          N/A          N/A          N/A                         N/A                         
GPU 5           98.581            N/A          N/A          N/A          N/A                         N/A                         
GPU 6           99.553            N/A          N/A          N/A          N/A                         N/A                         
GPU 7           101.564           N/A          N/A          N/A          N/A                         N/A                         
GPU 0           96.972            N/A          0.000        N/A          238490                      N/A                         
GPU 1           98.321            0.000        N/A          N/A          236920                      N/A                         
GPU 2           99.096            0.000        N/A          0.000        206515                      N/A                         
GPU 3           97.467            0.000        0.000        N/A          N/A                         44550                       
GPU 4           98.319            N/A          N/A          0.000        N/A                         47698                       
GPU 5           98.581            N/A          N/A          N/A          N/A                         60791                       
GPU 6           99.553            N/A          N/A          0.000        244721                      N/A                         
GPU 7           101.564           0.000        N/A          N/A          205990                      N/A                         
GPU 0           97.011            0.000        0.000        0.000        459141                      243722                      
GPU 1           98.313            0.000        0.000        0.000        445548                      234306                      
GPU 2           99.089            0.000        0.000        0.000        493748                      279895                      
GPU 3           97.430            0.000        0.000        0.000        451325                      239553                      
GPU 4           98.368            0.000        0.000        0.000        464408                      248977                      
GPU 5           98.623            0.000        0.000        0.000        447118                      233256                      
GPU 6           99.592            0.000        0.000        0.000        452991                      231214                      
GPU 7           101.600           0.000        0.000        0.000        486410                      268888                      
GPU 0           97.022            0.000        0.000        0.000        494273                      277275                      
GPU 1           98.301            0.000        0.000        0.000        483804                      278855                      
GPU 2           99.149            0.000        0.000        0.000        504247                      277807                      
GPU 3           97.467            0.000        0.000        0.000        494793                      278845                      
GPU 4           98.395            0.000        0.000        0.000        483789                      269936                      
GPU 5           98.607            0.000        0.000        0.000        473325                      267850                      
GPU 6           99.572            0.000        0.000        0.000        481704                      269418                      
GPU 7           101.548           0.000        0.000        0.000        485368                      270464                      
GPU 0           97.110            0.000        0.000        0.000        712336                      514727                      
GPU 1           98.330            0.000        0.000        0.000        702389                      515260                      
GPU 2           99.013            0.000        0.000        0.000        710234                      512626                      
GPU 3           97.410            0.000        0.000        0.000        716524                      517344                      
GPU 4           98.412            0.000        0.000        0.000        702379                      510535                      
GPU 5           98.628            0.000        0.000        0.000        693989                      506339                      
GPU 6           99.570            0.000        0.000        0.000        700700                      507313                      
GPU 7           101.598           0.000        0.000        0.000        707090                      513151                      
GPU 0           97.110            0.000        0.000        0.000        496369                      279371                      
GPU 1           98.322            0.000        0.000        0.000        488004                      284101                      
GPU 2           99.074            0.000        0.000        0.000        494263                      280938                      
GPU 3           97.451            0.000        0.000        0.000        496365                      280417                      
GPU 4           98.411            0.000        0.000        0.000        483276                      272563                      
GPU 5           98.590            0.000        0.000        0.000        475945                      268898                      
GPU 6           99.599            0.000        0.000        0.000        482231                      270992                      
GPU 7           101.547           0.000        0.000        0.000        485357                      273078                      
GPU 0           97.068            0.000        0.000        0.000        377393                      165633                      
GPU 1           98.244            0.000        0.000        0.000        438201                      229059                      
GPU 2           99.085            0.000        0.000        0.000        446055                      234297                      
GPU 3           97.408            0.000        0.000        0.000        248975                      57657                       
GPU 4           98.314            0.000        0.000        0.000        243732                      56084                       
GPU 5           98.568            0.000        0.000        0.000        365869                      169306                      
GPU 6           99.531            0.000        0.000        0.000        442393                      233252                      
GPU 7           101.581           0.000        0.000        0.000        243206                      56084                       
GPU 0           97.032            0.000        0.000        0.000        335982                      134707                      
GPU 1           98.307            0.000        0.000        0.000        256322                      72860                       
GPU 2           99.031            0.000        0.000        0.000        262075                      70236                       
GPU 3           97.476            0.000        0.000        0.000        473305                      252115                      
GPU 4           98.392            0.000        0.000        0.000        462304                      243207                      
GPU 5           98.590            0.000        0.000        0.000        320267                      125800                      
GPU 6           99.593            0.000        0.000        0.000        258935                      64471                       
GPU 7           101.597           0.000        0.000        0.000        454438                      240061                      
GPU 0           96.963            0.000        0.000        0.000        525728                      316590                      
GPU 1           98.288            0.000        0.000        0.000        515256                      317121                      
GPU 2           99.041            0.000        0.000        0.000        518920                      313972                      
GPU 3           97.413            0.000        0.000        0.000        524675                      315014                      
GPU 4           98.351            0.000        0.000        0.000        517341                      309251                      
GPU 5           98.585            0.000        0.000        0.000        507918                      307162                      
GPU 6           99.593            0.000        0.000        0.000        512112                      307162                      
GPU 7           101.607           0.000        0.000        0.000        515768                      310299                      
GPU 0           96.963            0.000        0.000        0.000        504211                      290367                      
GPU 1           98.330            0.000        0.000        0.000        495342                      289867                      
GPU 2           99.068            0.000        0.000        0.000        503725                      294058                      
GPU 3           97.478            0.000        0.000        0.000        506856                      292477                      
GPU 4           98.356            0.000        0.000        0.000        497947                      284092                      
GPU 5           98.614            0.000        0.000        0.000        490096                      284622                      
GPU 6           99.577            0.000        0.000        0.000        498471                      286712                      
GPU 7           101.561           0.000        0.000        0.000        498470                      288808                      
GPU 0           97.071            0.000        0.000        0.000        499987                      286156                      
GPU 1           98.299            0.000        0.000        0.000        494821                      290393                      
GPU 2           99.061            0.000        0.000        0.000        502137                      290904                      
GPU 3           97.408            0.000        0.000        0.000        511041                      295093                      
GPU 4           98.393            0.000        0.000        0.000        499526                      287240                      
GPU 5           98.582            0.000        0.000        0.000        494806                      285667                      
GPU 6           99.576            0.000        0.000        0.000        501099                      287241                      
GPU 7           101.600           0.000        0.000        0.000        499512                      288805                      
GPU 0           97.145            0.000        0.000        0.000        438719                      226960                      
GPU 1           98.317            0.000        0.000        0.000        478038                      271517                      
