#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       
ID               W                                                                                                               
GPU 0           126.640           0.150        0.011        0.070        2515149953                  9498431909                  
GPU 1           142.228           0.149        0.011        0.069        1927449985                  4586773985                  
GPU 2           125.426           0.137        0.010        0.064        2317920574                  8596851609                  
GPU 3           127.750           0.146        0.011        0.068        1842602635                  4384480382                  
GPU 4           140.580           0.134        0.010        0.063        2282303954                  8852859031                  
GPU 5           141.683           0.139        0.011        0.066        1751733442                  4385762770                  
GPU 6           141.207           0.145        0.011        0.068        2491378826                  9589494416                  
GPU 7           141.735           0.146        0.011        0.068        1824345479                  4178639005                  
GPU 0           126.640           0.150        0.000        0.070        451817                      9498431909                  
GPU 1           99.128            0.001        0.011        0.069        7904322                     4586773985                  
GPU 2           125.426           0.000        0.010        0.064        2317920574                  8596851609                  
GPU 3           127.750           0.000        0.011        0.068        1842602635                  221190                      
GPU 4           140.580           0.134        0.010        0.063        2282303954                  232874                      
GPU 5           141.683           0.139        0.011        0.066        1751733442                  244956                      
GPU 6           141.207           0.145        0.011        0.000        425251                      9589494416                  
GPU 7           141.735           0.000        0.011        0.068        421412                      4178639005                  
GPU 0           96.779            0.000        0.000        0.000        474876                      256307                      
GPU 1           98.983            0.000        0.000        0.000        496393                      291441                      
GPU 2           98.502            0.000        0.000        0.000        504765                      291432                      
GPU 3           96.821            0.000        0.000        0.000        507891                      283559                      
GPU 4           97.278            0.000        0.000        0.000        496368                      275702                      
GPU 5           99.525            0.000        0.000        0.000        479905                      260337                      
GPU 6           99.991            0.000        0.000        0.000        501077                      279890                      
GPU 7           101.092           0.000        0.000        0.000        496381                      278329                      
GPU 0           96.689            0.000        0.000        0.000        499233                      282357                      
GPU 1           98.836            0.000        0.000        0.000        491659                      281996                      
GPU 2           98.439            0.000        0.000        0.000        491665                      281475                      
GPU 3           96.596            0.000        0.000        0.000        498463                      281466                      
GPU 4           97.162            0.000        0.000        0.000        487469                      273611                      
GPU 5           99.484            0.000        0.000        0.000        479079                      273609                      
GPU 6           99.840            0.000        0.000        0.000        487452                      275698                      
GPU 7           101.029           0.000        0.000        0.000        489043                      276233                      
GPU 0           96.673            0.000        0.000        0.000        728036                      530433                      
GPU 1           98.833            0.000        0.000        0.000        719159                      532031                      
GPU 2           98.299            0.000        0.000        0.000        731730                      536218                      
GPU 3           96.518            0.000        0.000        0.000        734331                      534106                      
GPU 4           97.096            0.000        0.000        0.000        721700                      530924                      
GPU 5           99.357            0.000        0.000        0.000        717990                      529321                      
GPU 6           99.790            0.000        0.000        0.000        727512                      532006                      
GPU 7           101.035           0.000        0.000        0.000        727000                      532539                      
GPU 0           96.693            0.000        0.000        0.000        495320                      280943                      
GPU 1           98.835            0.000        0.000        0.000        487471                      281999                      
GPU 2           98.230            0.000        0.000        0.000        491143                      280428                      
GPU 3           96.655            0.000        0.000        0.000        499512                      283039                      
GPU 4           97.009            0.000        0.000        0.000        482747                      271512                      
GPU 5           99.186            0.000        0.000        0.000        480654                      271514                      
GPU 6           99.630            0.000        0.000        0.000        482754                      271516                      
GPU 7           100.960           0.000        0.000        0.000        486415                      273608                      
GPU 0           96.486            0.000        0.000        0.000        439764                      225386                      
GPU 1           98.836            0.000        0.000        0.000        229584                      49271                       
GPU 2           98.142            0.000        0.000        0.000        359053                      160918                      
GPU 3           96.625            0.000        0.000        0.000        439232                      222761                      
GPU 4           97.040            0.000        0.000        0.000        404122                      193412                      
GPU 5           99.092            0.000        0.000        0.000        409316                      211567                      
GPU 6           99.562            0.000        0.000        0.000        244252                      60276                       
GPU 7           100.924           0.000        0.000        0.000        244256                      60277                       
GPU 0           96.479            0.000        0.000        0.000        277270                      84386                       
GPU 1           98.832            0.000        0.000        0.000        468610                      261562                      
GPU 2           98.065            0.000        0.000        0.000        341751                      142047                      
GPU 3           96.510            0.000        0.000        0.000        274644                      85957                       
GPU 4           97.344            0.000        0.000        0.000        297196                      112169                      
GPU 5           99.079            0.000        0.000        0.000        261499                      72218                       
GPU 6           99.578            0.000        0.000        0.000        457587                      245828                      
GPU 7           100.816           0.000        0.000        0.000        459685                      247925                      
GPU 0           96.580            0.000        0.000        0.000        525199                      314490                      
GPU 1           98.828            0.000        0.000        0.000        516300                      318166                      
GPU 2           98.074            0.000        0.000        0.000        521542                      315546                      
GPU 3           96.470            0.000        0.000        0.000        525185                      312385                      
GPU 4           97.351            0.000        0.000        0.000        514200                      305061                      
GPU 5           99.048            0.000        0.000        0.000        514190                      313965                      
GPU 6           99.567            0.000        0.000        0.000        517868                      308729                      
GPU 7           100.749           0.000        0.000        0.000        516821                      307157                      
GPU 0           96.566            0.000        0.000        0.000        497410                      283036                      
GPU 1           98.782            0.000        0.000        0.000        493764                      287243                      
GPU 2           98.081            0.000        0.000        0.000        507379                      295621                      
GPU 3           96.594            0.000        0.000        0.000        503689                      287747                      
GPU 4           97.364            0.000        0.000        0.000        490614                      279377                      
GPU 5           99.075            0.000        0.000        0.000        489570                      284097                      
GPU 6           99.527            0.000        0.000        0.000        499509                      286182                      
GPU 7           100.625           0.000        0.000        0.000        501086                      287757                      
GPU 0           96.683            0.000        0.000        0.000        495846                      278848                      
GPU 1           98.838            0.000        0.000        0.000        487997                      282525                      
GPU 2           98.029            0.000        0.000        0.000        482746                      277801                      
GPU 3           96.452            0.000        0.000        0.000        494768                      279355                      
GPU 4           97.273            0.000        0.000        0.000        483268                      271511                      
GPU 5           99.066            0.000        0.000        0.000        480137                      275187                      
GPU 6           99.471            0.000        0.000        0.000        486410                      272557                      
GPU 7           100.617           0.000        0.000        0.000        486944                      273611                      
GPU 0           96.464            0.000        0.000        0.000        441334                      230626                      
GPU 1           98.796            0.000        0.000        0.000        430868                      225917                      
GPU 2           97.999            0.000        0.000        0.000        438718                      228531                      
GPU 3           96.568            0.000        0.000        0.000        442372                      229572                      
GPU 4           97.246            0.000        0.000        0.000        436623                      231153                      
GPU 5           99.037            0.000        0.000        0.000        426661                      221716                      
GPU 6           99.583            0.000        0.000        0.000        439238                      231674                      
GPU 7           100.649           0.000        0.000        0.000        434912                      225840                      
GPU 0           96.257            0.000        0.000        0.000        266790                      64994                       
GPU 1           98.726            0.000        0.000        0.000        253175                      67618                       
GPU 2           98.020            0.000        0.000        0.000        263129                      65520                       
GPU 3           96.472            0.000        0.000        0.000        264683                      63943                       
GPU 4           97.232            0.000        0.000        0.000        250545                      53463                       
GPU 5           99.082            0.000        0.000        0.000        250029                      62900                       
GPU 6           99.496            0.000        0.000        0.000        250019                      53463                       
GPU 7           100.582           0.000        0.000        0.000        258934                      61326                       
GPU 0           101.128           0.002        0.001        0.001        175575704                   151077561                   
GPU 1           98.656            0.000        0.000        0.000        485372                      280425                      
GPU 2           102.409           0.000        0.000        0.000        499507                      287230                      
GPU 3           104.274           0.002        0.001        0.001        154956939                   187937796                   
GPU 4           102.423           0.004        0.001        0.001        238765497                   208234165                   
GPU 5           108.242           0.000        0.000        0.000        477501                      272558                      
GPU 6           108.447           0.004        0.001        0.001        208118834                   179053533                   
GPU 7           107.113           0.002        0.001        0.001        172586926                   208941844                   
GPU 0           172.286           0.190        0.039        0.070        5480752018                  7699586084                  
GPU 1           175.687           0.174        0.038        0.062        4697134876                  7084683008                  
GPU 2           168.385           0.186        0.039        0.067        5546400135                  7436267738                  
GPU 3           167.132           0.190        0.038        0.070        4727353546                  7351603668                  
GPU 4           172.346           0.190        0.038        0.070        5437212733                  7691223262                  
GPU 5           176.256           0.186        0.039        0.068        4882461226                  8126258468                  
GPU 6           177.085           0.188        0.038        0.069        5459747111                  7937074352                  
GPU 7           176.742           0.191        0.039        0.071        4784426382                  8282106892                  
#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       
ID               W                                                                                                               
GPU 0           187.892           0.241        0.018        0.116        3103683891                  7900495134                  
GPU 1           190.935           0.236        0.017        0.113        2662546600                  6271392163                  
GPU 2           181.119           0.240        0.017        0.116        3140273672                  8299469955                  
GPU 3           180.388           0.239        0.017        0.115        2678354207                  6373424625                  
GPU 4           187.330           0.238        0.017        0.114        3124600168                  8120092947                  
GPU 5           189.464           0.238        0.017        0.115        2743167939                  7271327728                  
GPU 6           189.264           0.236        0.017        0.113        3159820494                  8608240995                  
GPU 7           185.456           0.239        0.017        0.116        2720286167                  6938196624                  
GPU 0           185.695           0.240        0.018        0.116        3079448898                  8053315018                  
GPU 1           193.158           0.237        0.017        0.115        2623360724                  6150369450                  
GPU 2           182.177           0.241        0.018        0.117        3132421612                  8541062275                  
GPU 3           180.813           0.240        0.018        0.117        2642973946                  6369175359                  
GPU 4           187.248           0.239        0.018        0.116        3071119217                  7979745293                  
GPU 5           190.363           0.240        0.018        0.117        2697598710                  7055500342                  
GPU 6           188.253           0.237        0.017        0.115        3117752880                  8612687917                  
GPU 7           185.360           0.240        0.018        0.117        2699993196                  7099120178                  
GPU 0           172.181           0.188        0.037        0.070        4529427330                  6863199742                  
GPU 1           177.441           0.195        0.036        0.076        3594130493                  6413709426                  
GPU 2           169.887           0.191        0.036        0.073        4387014076                  6839883261                  
GPU 3           164.622           0.186        0.036        0.071        3947070368                  6768983999                  
GPU 4           173.538           0.187        0.037        0.070        4589679936                  6916975611                  
GPU 5           174.419           0.192        0.037        0.073        3817864248                  6679249014                  
GPU 6           174.742           0.187        0.037        0.070        4547931143                  6848103191                  
GPU 7           171.339           0.188        0.037        0.071        3935364947                  6671344210                  
GPU 0           145.669           0.117        0.035        0.030        8376377170                  7186390313                  
GPU 1           154.287           0.115        0.034        0.030        7191217384                  8917974810                  
GPU 2           145.877           0.121        0.037        0.030        8343877665                  7203025561                  
GPU 3           145.587           0.118        0.035        0.031        7170376973                  8868420753                  
GPU 4           149.630           0.117        0.035        0.030        8433784227                  7227177035                  
GPU 5           152.331           0.119        0.036        0.031        7204882381                  8970432931                  
GPU 6           150.239           0.116        0.034        0.030        8375449232                  7205968860                  
GPU 7           149.897           0.119        0.036        0.032        7203067935                  8934259422                  
GPU 0           145.643           0.114        0.035        0.028        8351318290                  7178506600                  
GPU 1           152.807           0.112        0.034        0.029        7152357424                  8882040389                  
GPU 2           145.688           0.113        0.035        0.028        8352172656                  7236598251                  
GPU 3           143.432           0.110        0.033        0.029        7169278135                  8877372467                  
GPU 4           146.418           0.113        0.035        0.028        8360146460                  7192905231                  
GPU 5           150.263           0.111        0.034        0.029        7166709599                  8918803718                  
GPU 6           147.540           0.111        0.034        0.028        8330038558                  7187645120                  
GPU 7           150.229           0.112        0.034        0.030        7179342650                  8929709831                  
GPU 0           148.301           0.117        0.035        0.030        8297235998                  7118119466                  
GPU 1           152.943           0.114        0.033        0.030        7118501100                  8815915610                  
GPU 2           146.840           0.119        0.036        0.030        8289797745                  7148671880                  
GPU 3           145.901           0.117        0.035        0.030        7121554456                  8820262793                  
GPU 4           149.143           0.118        0.035        0.030        8328953546                  7134900478                  
GPU 5           152.173           0.119        0.036        0.031        7118473316                  8867192607                  
GPU 6           149.838           0.117        0.035        0.030        8284787820                  7123955942                  
GPU 7           149.638           0.117        0.035        0.031        7135419603                  8867603848                  
GPU 0           145.643           0.110        0.034        0.028        8351650860                  7791064377                  
GPU 1           151.934           0.112        0.034        0.029        7133237446                  9146522762                  
GPU 2           143.390           0.112        0.034        0.028        8330740925                  7531097092                  
GPU 3           142.525           0.112        0.034        0.029        7146737974                  9165199132                  
GPU 4           144.881           0.112        0.034        0.028        8353458209                  7913729297                  
GPU 5           150.646           0.113        0.034        0.029        7132969659                  9201195146                  
GPU 6           148.041           0.113        0.034        0.029        8328708993                  8057543637                  
