#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       
ID               W                                                                                                               
GPU 0           97.149            N/A          N/A          N/A          N/A                         N/A                         
GPU 1           98.351            N/A          N/A          N/A          N/A                         N/A                         
GPU 2           99.146            N/A          N/A          N/A          N/A                         N/A                         
GPU 3           97.020            N/A          N/A          N/A          N/A                         N/A                         
GPU 4           97.578            N/A          N/A          N/A          N/A                         N/A                         
GPU 5           99.074            N/A          N/A          N/A          N/A                         N/A                         
GPU 6           100.162           N/A          N/A          N/A          N/A                         N/A                         
GPU 7           101.619           N/A          N/A          N/A          N/A                         N/A                         
GPU 0           97.164            0.000        0.000        0.000        497416                      280419                      
GPU 1           98.346            0.000        0.000        0.000        457078                      250554                      
GPU 2           99.144            0.000        0.000        0.000        491668                      280428                      
GPU 3           96.955            0.000        0.000        0.000        495835                      279365                      
GPU 4           97.625            0.000        0.000        0.000        483791                      272034                      
GPU 5           99.081            0.000        0.000        0.000        437690                      226969                      
GPU 6           100.194           0.000        0.000        0.000        475238                      252179                      
GPU 7           101.614           0.000        0.000        0.000        485373                      271515                      
GPU 0           97.198            0.000        0.000        0.000        496900                      280423                      
GPU 1           98.347            0.000        0.000        0.000        488000                      283050                      
GPU 2           99.079            0.000        0.000        0.000        495325                      281994                      
GPU 3           96.991            0.000        0.000        0.000        494799                      279896                      
GPU 4           97.552            0.000        0.000        0.000        486941                      273085                      
GPU 5           99.035            0.000        0.000        0.000        474899                      269948                      
GPU 6           100.179           0.000        0.000        0.000        485365                      273083                      
GPU 7           101.566           0.000        0.000        0.000        487468                      274659                      
GPU 0           97.162            0.000        0.000        0.000        501090                      285663                      
GPU 1           98.347            0.000        0.000        0.000        493718                      289836                      
GPU 2           99.064            0.000        0.000        0.000        507386                      295626                      
GPU 3           97.007            0.000        0.000        0.000        507892                      291946                      
GPU 4           97.600            0.000        0.000        0.000        496382                      284620                      
GPU 5           99.055            0.000        0.000        0.000        487484                      282531                      
GPU 6           100.185           0.000        0.000        0.000        498978                      285130                      
GPU 7           101.617           0.000        0.000        0.000        499521                      287238                      
GPU 0           97.308            0.000        0.000        0.000        722824                      523117                      
GPU 1           98.345            0.000        0.000        0.000        711291                      523640                      
GPU 2           99.037            0.000        0.000        0.000        723863                      530972                      
GPU 3           97.068            0.000        0.000        0.000        734856                      536728                      
GPU 4           97.634            0.000        0.000        0.000        716468                      525689                      
GPU 5           99.045            0.000        0.000        0.000        713925                      526271                      
GPU 6           100.160           0.000        0.000        0.000        727525                      533588                      
GPU 7           101.618           0.000        0.000        0.000        723351                      529933                      
GPU 0           97.129            0.000        0.000        0.000        443963                      227485                      
GPU 1           98.347            0.000        0.000        0.000        437682                      234304                      
GPU 2           98.932            0.000        0.000        0.000        247398                      58180                       
GPU 3           96.999            0.000        0.000        0.000        249494                      60277                       
GPU 4           97.624            0.000        0.000        0.000        243730                      59229                       
GPU 5           99.040            0.000        0.000        0.000        441354                      240071                      
GPU 6           100.159           0.000        0.000        0.000        243206                      59229                       
GPU 7           101.615           0.000        0.000        0.000        242685                      58181                       
GPU 0           97.196            0.000        0.000        0.000        272033                      74429                       
GPU 1           98.345            0.000        0.000        0.000        256845                      70239                       
GPU 2           99.065            0.000        0.000        0.000        467027                      248976                      
GPU 3           97.008            0.000        0.000        0.000        473295                      250013                      
GPU 4           97.587            0.000        0.000        0.000        458634                      238489                      
GPU 5           99.061            0.000        0.000        0.000        244264                      55038                       
GPU 6           100.143           0.000        0.000        0.000        462304                      243208                      
GPU 7           101.582           0.000        0.000        0.000        461779                      240586                      
GPU 0           97.176            0.000        0.000        0.000        503717                      287239                      
GPU 1           98.355            0.000        0.000        0.000        497957                      293008                      
GPU 2           98.938            0.000        0.000        0.000        505286                      294051                      
GPU 3           96.964            0.000        0.000        0.000        509998                      294572                      
GPU 4           97.637            0.000        0.000        0.000        495863                      284623                      
GPU 5           99.064            0.000        0.000        0.000        484847                      280425                      
GPU 6           100.186           0.000        0.000        0.000        498470                      287236                      
GPU 7           101.608           0.000        0.000        0.000        497959                      288292                      
GPU 0           97.087            0.000        0.000        0.000        525722                      315538                      
GPU 1           98.346            0.000        0.000        0.000        516311                      318173                      
GPU 2           98.926            0.000        0.000        0.000        525199                      318684                      
GPU 3           96.997            0.000        0.000        0.000        524664                      315008                      
GPU 4           97.549            0.000        0.000        0.000        514717                      308725                      
GPU 5           99.050            0.000        0.000        0.000        501118                      302453                      
GPU 6           100.148           0.000        0.000        0.000        511564                      305575                      
GPU 7           101.571           0.000        0.000        0.000        511056                      306109                      
GPU 0           97.178            0.000        0.000        0.000        495329                      278852                      
GPU 1           98.345            0.000        0.000        0.000        486428                      281478                      
GPU 2           99.044            0.000        0.000        0.000        496376                      280423                      
GPU 3           96.959            0.000        0.000        0.000        493198                      278308                      
GPU 4           97.630            0.000        0.000        0.000        487460                      274655                      
GPU 5           99.038            0.000        0.000        0.000        475427                      270998                      
GPU 6           100.223           0.000        0.000        0.000        483793                      272559                      
GPU 7           101.632           0.000        0.000        0.000        484844                      272036                      
GPU 0           97.164            0.000        0.000        0.000        450252                      239016                      
GPU 1           98.348            0.000        0.000        0.000        483807                      279906                      
GPU 2           99.015            0.000        0.000        0.000        436616                      230101                      
GPU 3           96.999            0.000        0.000        0.000        449191                      239009                      
GPU 4           97.612            0.000        0.000        0.000        484324                      270991                      
GPU 5           99.047            0.000        0.000        0.000        476997                      271521                      
GPU 6           100.172           0.000        0.000        0.000        484839                      273082                      
GPU 7           101.587           0.000        0.000        0.000        486416                      270988                      
GPU 0           97.212            0.000        0.000        0.000        257357                      55035                       
GPU 1           98.346            0.000        0.000        0.000        198662                      12580                       
GPU 2           99.149            0.000        0.000        0.000        259461                      63948                       
GPU 3           96.948            0.000        0.000        0.000        256304                      53986                       
GPU 4           97.622            0.000        0.000        0.000        205469                      14152                       
GPU 5           99.002            0.000        0.000        0.000        230111                      46651                       
GPU 6           100.106           0.000        0.000        0.000        204416                      15200                       
GPU 7           101.583           0.000        0.000        0.000        208612                      16248                       
GPU 0           97.169            0.000        0.000        0.000        481700                      265747                      
GPU 1           98.345            0.000        0.000        0.000        475420                      270994                      
GPU 2           99.006            0.000        0.000        0.000        484330                      272567                      
GPU 3           96.998            0.000        0.000        0.000        491128                      276751                      
GPU 4           97.630            0.000        0.000        0.000        493753                      280947                      
GPU 5           99.059            0.000        0.000        0.000        457078                      246885                      
GPU 6           100.180           0.000        0.000        0.000        494271                      281467                      
GPU 7           101.575           0.000        0.000        0.000        492182                      278850                      
GPU 0           101.735           0.001        0.000        0.000        30854237                    263482472                   
GPU 1           103.326           0.005        0.001        0.002        138934028                   684488808                   
GPU 2           101.246           0.000        0.000        0.000        492145                      279878                      
GPU 3           100.555           0.001        0.000        0.000        18181967                    152993211                   
GPU 4           101.996           0.002        0.000        0.001        67111841                    450968911                   
GPU 5           105.252           0.013        0.002        0.005        356458452                   1644532738                  
GPU 6           106.610           0.001        0.000        0.000        26961470                    110103326                   
GPU 7           106.417           0.001        0.000        0.000        23425155                    104544972                   
GPU 0           100.146           0.016        0.002        0.006        538875687                   2818261685                  
GPU 1           102.129           0.012        0.002        0.004        269686532                   1056693529                  
GPU 2           103.597           0.017        0.002        0.006        502391540                   2231935585                  
GPU 3           100.378           0.016        0.002        0.006        384088297                   1455942845                  
GPU 4           99.713            0.014        0.002        0.005        490504906                   2523452359                  
GPU 5           99.734            0.004        0.000        0.001        56070179                    182253505                   
GPU 6           100.906           0.016        0.002        0.006        490885690                   2331763241                  
GPU 7           103.140           0.016        0.002        0.006        381427974                   1557192985                  
#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       
ID               W                                                                                                               
GPU 0           98.885            0.005        0.000        0.002        97785493                    566917168                   
GPU 1           100.308           0.005        0.000        0.002        63888903                    178683043                   
GPU 2           100.670           0.005        0.000        0.002        84329699                    375204634                   
GPU 3           99.447            0.007        0.000        0.002        133730359                   1701056755                  
GPU 4           99.481            0.005        0.000        0.002        100097086                   614758104                   
GPU 5           102.765           0.006        0.000        0.002        94231596                    776488981                   
GPU 6           105.181           0.008        0.000        0.002        380982337                   4695421789                  
GPU 7           103.295           0.005        0.000        0.002        68249226                    275425747                   
GPU 0           183.037           0.218        0.016        0.105        2751240231                  5624331213                  
