#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID               W                                                                                                                                                                       
GPU 0           126.087           N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1           128.353           N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 2           127.118           N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3           125.986           N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 4           72.002            N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 5           73.905            N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 6           73.919            N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 7           73.198            N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0           97.814            0.000        0.000        0.000        513672                      300865                      0                           0                           
GPU 1           99.932            0.000        0.000        0.000        518866                      327275                      0                           0                           
GPU 2           99.010            0.000        0.000        0.000        506861                      299294                      0                           0                           
GPU 3           98.228            0.000        0.000        0.000        2855482                     2337733                     0                           0                           
GPU 4           72.011            0.000        0.000        0.000        508358                      318116                      0                           0                           
GPU 5           73.951            0.000        0.000        0.000        510454                      318641                      0                           0                           
GPU 6           73.966            0.000        0.000        0.000        2206323                     1816941                     0                           0                           
GPU 7           73.221            0.000        0.000        0.000        2177558                     1797075                     0                           0                           
GPU 0           97.814            0.000        0.000        0.000        513672                      300865                      0                           0                           
GPU 1           99.932            0.000        0.000        0.000        6731513                     327275                      0                           0                           
GPU 2           99.010            0.000        0.000        0.000        506861                      299294                      0                           0                           
GPU 3           98.228            0.000        0.000        0.000        2855482                     2990214                     0                           0                           
GPU 4           72.011            0.000        0.000        0.000        508358                      318116                      0                           0                           
GPU 5           73.951            0.000        0.000        0.000        510454                      318641                      0                           0                           
GPU 6           73.966            0.000        0.000        0.000        2206323                     1816941                     0                           0                           
GPU 7           73.221            0.000        0.000        0.000        2177558                     1797075                     0                           0                           
GPU 0           97.719            0.000        0.000        0.000        6180620                     5379882                     0                           0                           
GPU 1           99.417            0.000        0.000        0.000        4730364                     5714662                     0                           0                           
GPU 2           99.228            0.000        0.000        0.000        6107806                     5267886                     0                           0                           
GPU 3           98.211            0.000        0.000        0.000        3624859                     6688362                     0                           0                           
GPU 4           72.009            0.000        0.000        0.000        6591903                     6311432                     0                           0                           
GPU 5           73.968            0.000        0.000        0.000        6809779                     5631995                     0                           0                           
GPU 6           73.999            0.000        0.000        0.000        7433997                     4122074                     0                           0                           
GPU 7           73.234            0.000        0.000        0.000        6854855                     4571653                     0                           0                           
GPU 0           97.687            0.000        0.000        0.000        8525020                     5252922                     0                           0                           
GPU 1           99.417            0.000        0.000        0.000        7057312                     3985457                     0                           0                           
GPU 2           99.188            0.000        0.000        0.000        6107806                     5201050                     0                           0                           
GPU 3           98.196            0.000        0.000        0.000        7823275                     4413771                     0                           0                           
GPU 4           72.026            0.000        0.000        0.000        7248714                     6468067                     0                           0                           
GPU 5           73.964            0.000        0.000        0.000        6470942                     6800151                     0                           0                           
GPU 6           74.005            0.000        0.000        0.000        7403646                     6494028                     0                           0                           
GPU 7           73.216            0.000        0.000        0.000        7206601                     5974061                     0                           0                           
GPU 0           97.536            0.000        0.000        0.000        527813                      320776                      0                           0                           
GPU 1           99.382            0.000        0.000        0.000        4584687                     3846198                     0                           0                           
GPU 2           98.861            0.000        0.000        0.000        558226                      346991                      0                           0                           
GPU 3           98.157            0.000        0.000        0.000        6475266                     5476249                     0                           0                           
GPU 4           72.012            0.000        0.000        0.000        598502                      396206                      0                           0                           
GPU 5           73.950            0.000        0.000        0.000        650511                      452672                      0                           0                           
GPU 6           73.959            0.000        0.000        0.000        5501676                     4729198                     0                           0                           
GPU 7           73.250            0.000        0.000        0.000        4697913                     4007403                     0                           0                           
GPU 0           97.521            0.000        0.000        0.000        3961524                     3294806                     0                           0                           
GPU 1           99.321            0.000        0.000        0.000        712803                      465037                      0                           0                           
GPU 2           99.138            0.000        0.000        0.000        4052648                     3389087                     0                           0                           
GPU 3           98.054            0.000        0.000        0.000        494448                      275470                      0                           0                           
GPU 4           72.038            0.000        0.000        0.000        4473172                     3829358                     0                           0                           
GPU 5           73.961            0.000        0.000        0.000        4143362                     3511848                     0                           0                           
GPU 6           74.037            0.000        0.000        0.000        1237285                     937135                      0                           0                           
GPU 7           73.218            0.000        0.000        0.000        1712754                     1355434                     0                           0                           
GPU 0           97.521            0.000        0.000        0.000        4247580                     3294806                     0                           0                           
GPU 1           99.323            0.000        0.000        0.000        7387024                     465037                      0                           0                           
GPU 2           99.138            0.000        0.000        0.000        4051569                     3389087                     0                           0                           
GPU 3           98.124            0.000        0.000        0.000        494448                      3546861                     0                           0                           
GPU 4           72.038            0.000        0.000        0.000        4646908                     3995415                     0                           0                           
GPU 5           73.961            0.000        0.000        0.000        4143362                     4035529                     0                           0                           
GPU 6           74.037            0.000        0.000        0.000        6165451                     5338116                     0                           0                           
GPU 7           73.218            0.000        0.000        0.000        6164234                     1355434                     0                           0                           
GPU 0           97.372            0.000        0.000        0.000        4261667                     3582400                     0                           0                           
GPU 1           99.320            0.000        0.000        0.000        489568                      293531                      0                           0                           
GPU 2           98.660            0.000        0.000        0.000        4048841                     3397136                     0                           0                           
GPU 3           98.135            0.000        0.000        0.000        500035                      293521                      0                           0                           
GPU 4           72.024            0.000        0.000        0.000        3432123                     2905958                     0                           0                           
GPU 5           73.970            0.000        0.000        0.000        4550430                     3909347                     0                           0                           
GPU 6           73.993            0.000        0.000        0.000        4761345                     4100371                     0                           0                           
GPU 7           73.205            0.000        0.000        0.000        5365420                     4631343                     0                           0                           
GPU 0           112.560           0.000        0.000        0.000        3634268                     3013388                     0                           0                           
GPU 1           99.190            0.000        0.001        0.011        5777583                     14974650                    203766889                   203767413                   
GPU 2           114.159           0.000        0.000        0.000        3568558                     2962918                     0                           0                           
GPU 3           113.749           0.000        0.001        0.011        5220777                     11736660                    200427330                   200426281                   
GPU 4           72.004            0.000        0.000        0.000        4259781                     3618901                     0                           0                           
GPU 5           73.957            0.000        0.000        0.000        3266816                     2733631                     0                           0                           
GPU 6           73.937            0.000        0.000        0.000        1658667                     1335318                     0                           0                           
GPU 7           73.251            0.000        0.000        0.000        494532                      300626                      0                           0                           
GPU 0           112.560           0.000        0.003        0.000        6228519                     3013388                     0                           0                           
GPU 1           122.797           0.029        0.001        0.011        5777583                     14974650                    203766889                   203767413                   
GPU 2           114.159           0.126        0.000        0.056        8894823                     2962918                     0                           0                           
GPU 3           113.749           0.020        0.007        0.011        5220777                     11736660                    200427330                   200426281                   
GPU 4           72.004            0.000        0.000        0.000        4259781                     314971                      0                           0                           
GPU 5           73.957            0.000        0.000        0.000        3266816                     444154                      0                           0                           
GPU 6           73.937            0.000        0.000        0.000        4512777                     1335318                     0                           0                           
GPU 7           73.251            0.000        0.000        0.000        4973271                     300626                      0                           0                           
GPU 0           173.723           0.160        0.006        0.077        13408008                    72664140                    1055276748                  1055277796                  
GPU 1           179.848           0.154        0.007        0.073        13102715                    74546109                    1024067854                  1024067451                  
GPU 2           171.910           0.168        0.006        0.081        14376487                    60542136                    885101513                   885102561                   
GPU 3           174.965           0.127        0.009        0.066        6924668                     53498604                    980348660                   980348660                   
GPU 4           71.961            0.000        0.000        0.000        508356                      3779415                     0                           0                           
GPU 5           73.933            0.000        0.000        0.000        635441                      3517047                     0                           0                           
GPU 6           73.858            0.000        0.000        0.000        699863                      3616320                     0                           0                           
