#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID               W                                                                                                                                                                       
GPU 0           163.611           N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1           72.833            N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 2           71.946            N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3           71.580            N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 4           71.987            N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 5           74.240            N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 6           74.101            N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 7           73.703            N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0           163.611           N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1           72.833            N/A          N/A          N/A          3317824                     N/A                         N/A                         N/A                         
GPU 2           71.946            N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3           71.580            N/A          N/A          N/A          N/A                         944695                      N/A                         N/A                         
GPU 4           71.987            N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 5           74.240            N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 6           74.101            N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 7           73.703            N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0           99.214            0.000        0.000        0.000        2672102                     2153895                     0                           0                           
GPU 1           72.847            0.000        0.000        0.000        583672                      2772848                     0                           0                           
GPU 2           71.872            0.000        0.000        0.000        2834574                     2349805                     0                           0                           
GPU 3           71.544            0.000        0.000        0.000        1254353                     3071617                     0                           0                           
GPU 4           71.982            0.000        0.000        0.000        2789167                     2294433                     0                           0                           
GPU 5           74.280            0.000        0.000        0.000        1769933                     1396784                     0                           0                           
GPU 6           74.126            0.000        0.000        0.000        2113597                     1401047                     0                           0                           
GPU 7           73.708            0.000        0.000        0.000        2005681                     1607409                     0                           0                           
GPU 0           98.972            0.000        0.000        0.000        4824704                     322053                      0                           0                           
GPU 1           72.835            0.000        0.000        0.000        3808785                     389769                      0                           0                           
GPU 2           71.838            0.000        0.000        0.000        5381850                     319164                      0                           0                           
GPU 3           71.546            0.000        0.000        0.000        3647509                     1770495                     0                           0                           
GPU 4           71.986            0.000        0.000        0.000        498916                      4610226                     0                           0                           
GPU 5           74.227            0.000        0.000        0.000        2166938                     3931807                     0                           0                           
GPU 6           74.104            0.000        0.000        0.000        3793091                     1722112                     0                           0                           
GPU 7           73.728            0.000        0.000        0.000        4044340                     1256854                     0                           0                           
