#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID               W                                                                                                                                                                       
GPU 0           162.913           0.500        0.052        0.313        2330663304                  2219376800                  1576924181                  1576923599                  
GPU 1           165.900           0.531        0.057        0.329        2958657752                  2801879081                  2035069649                  2035068484                  
GPU 2           71.362            0.000        0.000        0.000        450713                      256325                      0                           0                           
GPU 3           71.534            0.000        0.000        0.000        3896266                     3281743                     0                           0                           
GPU 4           71.582            0.000        0.000        0.000        1167380                     880448                      0                           0                           
GPU 5           73.750            0.000        0.000        0.000        2258643                     1827019                     0                           0                           
GPU 6           73.468            0.000        0.000        0.000        2091999                     1692816                     0                           0                           
GPU 7           73.194            0.000        0.000        0.000        2243044                     1857324                     0                           0                           
GPU 0           108.121           0.003        0.000        0.002        6597168                     6711556                     1956303                     1955995                     
GPU 1           108.744           0.061        0.005        0.040        162886421                   160094590                   107430589                   107431113                   
GPU 2           71.253            0.000        0.000        0.000        3101072                     2603909                     0                           0                           
GPU 3           71.457            0.000        0.000        0.000        517751                      312328                      0                           0                           
GPU 4           71.535            0.000        0.000        0.000        2829161                     2361419                     0                           0                           
GPU 5           73.788            0.000        0.000        0.000        2040000                     1653152                     0                           0                           
GPU 6           73.589            0.000        0.000        0.000        2176841                     1787483                     0                           0                           
GPU 7           73.220            0.000        0.000        0.000        2531889                     2093560                     0                           0                           
GPU 0           108.121           0.003        0.000        0.002        6597168                     6711556                     1956303                     1955995                     
GPU 1           108.744           0.061        0.005        0.040        5952070                     160094590                   107430589                   107431113                   
GPU 2           71.253            0.000        0.000        0.000        3101072                     2603909                     0                           0                           
GPU 3           71.457            0.000        0.000        0.000        517751                      4724058                     0                           0                           
GPU 4           71.535            0.000        0.000        0.000        2829161                     2361419                     0                           0                           
GPU 5           73.788            0.000        0.000        0.000        2040000                     1653152                     0                           0                           
GPU 6           73.589            0.000        0.000        0.000        2176841                     1787483                     0                           0                           
GPU 7           73.220            0.000        0.000        0.000        2531889                     2093560                     0                           0                           
GPU 0           107.625           0.000        0.000        0.000        5763386                     5043132                     0                           0                           
GPU 1           108.232           0.000        0.000        0.000        4771259                     5048213                     0                           0                           
GPU 2           71.296            0.000        0.000        0.000        6328692                     5673432                     0                           0                           
GPU 3           71.474            0.000        0.000        0.000        5510131                     6515985                     0                           0                           
GPU 4           71.557            0.000        0.000        0.000        6412931                     5571075                     0                           0                           
GPU 5           73.759            0.000        0.000        0.000        5670106                     5569803                     0                           0                           
GPU 6           73.580            0.000        0.000        0.000        6432754                     5588044                     0                           0                           
GPU 7           73.229            0.000        0.000        0.000        6726839                     4070797                     0                           0                           
GPU 0           107.103           0.000        0.000        0.000        7822581                     4885811                     0                           0                           
GPU 1           107.987           0.000        0.000        0.000        6500668                     4031777                     0                           0                           
GPU 2           71.241            0.000        0.000        0.000        6412396                     5485016                     0                           0                           
GPU 3           71.474            0.000        0.000        0.000        7495741                     4524234                     0                           0                           
GPU 4           71.519            0.000        0.000        0.000        6412931                     5014782                     0                           0                           
GPU 5           73.764            0.000        0.000        0.000        6415754                     5187821                     0                           0                           
GPU 6           73.580            0.000        0.000        0.000        6105307                     5588044                     0                           0                           
GPU 7           73.210            0.000        0.000        0.000        6533581                     5868409                     0                           0                           
GPU 0           106.321           0.000        0.000        0.000        560839                      353509                      0                           0                           
GPU 1           107.794           0.000        0.000        0.000        5239578                     4372102                     0                           0                           
GPU 2           71.127            0.000        0.000        0.000        546620                      354805                      0                           0                           
GPU 3           71.406            0.000        0.000        0.000        578018                      371021                      0                           0                           
GPU 4           71.523            0.000        0.000        0.000        2239852                     1846555                     0                           0                           
GPU 5           73.733            0.000        0.000        0.000        3022671                     2520154                     0                           0                           
GPU 6           73.567            0.000        0.000        0.000        6084592                     5241344                     0                           0                           
GPU 7           73.199            0.000        0.000        0.000        5342753                     4603924                     0                           0                           
GPU 0           106.321           0.000        0.000        0.000        3333542                     353509                      0                           0                           
GPU 1           107.514           0.000        0.000        0.000        280937                      4372102                     0                           0                           
GPU 2           71.127            0.000        0.000        0.000        4493932                     354805                      0                           0                           
GPU 3           71.406            0.000        0.000        0.000        578018                      371021                      0                           0                           
GPU 4           71.523            0.000        0.000        0.000        2239852                     3186257                     0                           0                           
GPU 5           73.733            0.000        0.000        0.000        3022671                     2117188                     0                           0                           
GPU 6           73.567            0.000        0.000        0.000        721309                      5241344                     0                           0                           
GPU 7           73.199            0.000        0.000        0.000        1510799                     4603924                     0                           0                           
GPU 0           105.961           0.000        0.000        0.000        4639846                     2742135                     0                           0                           
GPU 1           107.276           0.000        0.000        0.000        5693416                     4818830                     0                           0                           
GPU 2           71.179            0.000        0.000        0.000        4385450                     3842508                     0                           0                           
GPU 3           71.411            0.000        0.000        0.000        4567801                     3916969                     0                           0                           
GPU 4           71.528            0.000        0.000        0.000        3760534                     4207042                     0                           0                           
GPU 5           73.680            0.000        0.000        0.000        2585171                     5395303                     0                           0                           
GPU 6           73.554            0.000        0.000        0.000        5591064                     4820244                     0                           0                           
GPU 7           73.195            0.000        0.000        0.000        5590002                     4846493                     0                           0                           
GPU 0           105.723           0.000        0.000        0.000        3939952                     3901384                     0                           0                           
GPU 1           107.018           0.000        0.000        0.000        3877055                     3215068                     0                           0                           
GPU 2           71.182            0.000        0.000        0.000        4475650                     3758134                     0                           0                           
GPU 3           71.247            0.000        0.000        0.000        4476241                     3816121                     0                           0                           
GPU 4           71.515            0.000        0.000        0.000        4910225                     3709572                     0                           0                           
GPU 5           73.661            0.000        0.000        0.000        6231720                     3691549                     0                           0                           
GPU 6           73.524            0.000        0.000        0.000        4716394                     1513394                     0                           0                           
GPU 7           73.221            0.000        0.000        0.000        4174687                     3549480                     0                           0                           
GPU 0           105.396           0.000        0.000        0.000        460773                      3272723                     0                           0                           
GPU 1           106.787           0.000        0.000        0.000        504226                      298237                      0                           0                           
GPU 2           71.114            0.000        0.000        0.000        2254444                     3825266                     0                           0                           
GPU 3           71.212            0.000        0.000        0.000        2913539                     2442993                     0                           0                           
GPU 4           71.528            0.000        0.000        0.000        4323951                     1629422                     0                           0                           
GPU 5           73.659            0.000        0.000        0.000        4348733                     466399                      0                           0                           
GPU 6           73.494            0.000        0.000        0.000        1862773                     3490597                     0                           0                           
GPU 7           73.191            0.000        0.000        0.000        2116776                     1743104                     0                           0                           
GPU 0           105.302           0.000        0.000        0.000        4612392                     250161                      0                           0                           
GPU 1           106.679           0.000        0.000        0.000        4132389                     3453616                     0                           0                           
GPU 2           71.171            0.000        0.000        0.000        2475451                     1839954                     0                           0                           
GPU 3           71.343            0.000        0.000        0.000        4233125                     3590218                     0                           0                           
GPU 4           71.519            0.000        0.000        0.000        2026842                     2043868                     0                           0                           
GPU 5           73.653            0.000        0.000        0.000        711827                      4075934                     0                           0                           
GPU 6           73.536            0.000        0.000        0.000        4118391                     268324                      0                           0                           
GPU 7           73.207            0.000        0.000        0.000        4353534                     3725237                     0                           0                           
GPU 0           257.784           0.000        0.080        0.000        8419842026                  3868702                     0                           0                           
GPU 1           275.791           0.269        0.070        0.108        7340656070                  6797833914                  433357286                   433356762                   
GPU 2           71.144            0.000        0.000        0.000        3836710                     2058508                     0                           0                           
GPU 3           71.184            0.000        0.000        0.000        522989                      321759                      0                           0                           
GPU 4           71.587            0.000        0.000        0.000        2465452                     2453633                     0                           0                           
GPU 5           73.793            0.000        0.000        0.000        4772944                     1228894                     0                           0                           
GPU 6           73.457            0.000        0.000        0.000        462754                      3766704                     0                           0                           
GPU 7           73.105            0.000        0.000        0.000        204388                      20010                       0                           0                           
GPU 0           282.291           0.302        0.110        0.116        10497438757                 7797294433                  393931208                   393931684                   
GPU 1           296.508           0.310        0.107        0.099        10570290995                 9765120089                  1203894                     1203370                     
GPU 2           71.291            0.000        0.000        0.000        539806                      3235929                     0                           0                           
GPU 3           71.287            0.000        0.000        0.000        4246573                     3599501                     0                           0                           
GPU 4           71.625            0.000        0.000        0.000        2954107                     1359992                     0                           0                           
GPU 5           73.672            0.000        0.000        0.000        1583500                     2905919                     0                           0                           
GPU 6           73.361            0.000        0.000        0.000        4398680                     39068                       0                           0                           
GPU 7           73.128            0.000        0.000        0.000        4808748                     4118706                     0                           0                           
GPU 0           314.883           0.346        0.154        0.092        9756968206                  9012748168                  0                           0                           
GPU 1           334.380           0.345        0.151        0.093        9826359141                  9074243451                  0                           0                           
GPU 2           71.039            0.000        0.000        0.000        4357570                     353465                      0                           0                           
GPU 3           71.312            0.000        0.000        0.000        498878                      298174                      0                           0                           
GPU 4           71.636            0.000        0.000        0.000        1689639                     3660563                     0                           0                           
GPU 5           73.733            0.000        0.000        0.000        2405422                     1966961                     0                           0                           
GPU 6           73.430            0.000        0.000        0.000        220591                      4271089                     0                           0                           
GPU 7           73.122            0.000        0.000        0.000        717020                      478807                      0                           0                           
GPU 0           325.308           0.405        0.112        0.171        6638418233                  6165814890                  960196657                   960196075                   
GPU 1           329.411           0.390        0.127        0.147        7525281357                  2005323049                  670205663                   670206187                   
GPU 2           71.427            0.000        0.000        0.000        512542                      3722484                     0                           0                           
GPU 3           71.333            0.000        0.000        0.000        4654068                     4002677                     0                           0                           
GPU 4           71.613            0.000        0.000        0.000        438918                      248939                      0                           0                           
GPU 5           73.752            0.000        0.000        0.000        2104956                     1723560                     0                           0                           
GPU 6           73.587            0.000        0.000        0.000        4957608                     1293965                     0                           0                           
GPU 7           73.289            0.000        0.000        0.000        4307408                     3697721                     0                           0                           
#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID               W                                                                                                                                                                       
GPU 0           329.536           0.501        0.058        0.292        2121902079                  2022885537                  2354504180                  2354504180                  
GPU 1           333.553           0.501        0.056        0.288        2103242865                  2002427262                  2379102959                  2379102959                  
GPU 2           71.283            0.000        0.000        0.000        4396716                     327545                      0                           0                           
GPU 3           71.242            0.000        0.000        0.000        749700                      496783                      0                           0                           
GPU 4           71.626            0.000        0.000        0.000        5622400                     4853357                     0                           0                           
GPU 5           73.796            0.000        0.000        0.000        4161119                     3522277                     0                           0                           
GPU 6           73.439            0.000        0.000        0.000        1632414                     2938603                     0                           0                           
