#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID               W                                                                                                                                                                       
GPU 0           113.238           0.074        0.003        0.025        879147759                   2259088728                  0                           0                           
GPU 1           114.283           0.057        0.003        0.020        684144930                   1757440979                  0                           0                           
GPU 2           112.644           0.104        0.005        0.034        1185168771                  2606391852                  0                           0                           
GPU 3           109.863           0.103        0.005        0.034        1217769793                  3165705575                  0                           0                           
GPU 4           112.103           0.104        0.005        0.034        1179288015                  2539767904                  0                           0                           
GPU 5           114.617           0.101        0.005        0.033        1240444481                  3218495655                  0                           0                           
GPU 6           116.018           0.098        0.005        0.033        1183186044                  2697012214                  0                           0                           
GPU 7           116.355           0.094        0.004        0.030        1105191908                  2523789557                  0                           0                           
GPU 0           98.525            0.000        0.000        0.000        513662                      302574                      0                           0                           
GPU 1           100.506           0.000        0.000        0.000        476993                      274473                      0                           0                           
GPU 2           99.570            0.023        0.001        0.008        265221555                   579353882                   0                           0                           
GPU 3           98.877            0.004        0.000        0.001        52003832                    129458092                   0                           0                           
GPU 4           98.249            0.015        0.001        0.005        180285179                   389094078                   0                           0                           
GPU 5           101.132           0.027        0.001        0.009        334233961                   860534128                   0                           0                           
GPU 6           102.106           0.002        0.000        0.001        23093306                    50489746                    0                           0                           
GPU 7           103.130           0.000        0.000        0.000        3142502                     2585286                     0                           0                           
GPU 0           98.447            0.000        0.000        0.000        6165594                     302574                      0                           0                           
GPU 1           100.511           0.000        0.000        0.000        6605904                     5642797                     0                           0                           
GPU 2           99.570            0.000        0.000        0.000        6077235                     5183370                     0                           0                           
GPU 3           98.835            0.000        0.000        0.001        52003832                    4420155                     0                           0                           
GPU 4           98.249            0.015        0.001        0.000        4804846                     4063375                     0                           0                           
GPU 5           101.132           0.027        0.001        0.009        334233961                   3705468                     0                           0                           
GPU 6           102.106           0.000        0.000        0.000        5152700                     4369312                     0                           0                           
GPU 7           103.167           0.000        0.000        0.000        3956159                     2585286                     0                           0                           
GPU 0           98.447            0.000        0.000        0.000        6165594                     5246722                     0                           0                           
GPU 1           100.511           0.000        0.000        0.000        10254548                    5642797                     0                           0                           
GPU 2           99.500            0.000        0.000        0.000        6077235                     5183370                     0                           0                           
GPU 3           98.835            0.000        0.000        0.000        5203461                     6913718                     0                           0                           
GPU 4           98.191            0.000        0.000        0.000        4804846                     4063375                     0                           0                           
GPU 5           101.112           0.000        0.000        0.000        4390441                     3705468                     0                           0                           
GPU 6           102.073           0.000        0.000        0.000        5152700                     4369312                     0                           0                           
GPU 7           103.167           0.000        0.000        0.000        3956159                     3317496                     0                           0                           
GPU 0           98.447            0.000        0.000        0.000        8782420                     7502389                     0                           0                           
GPU 1           100.490           0.000        0.000        0.000        5085062                     8772118                     0                           0                           
GPU 2           99.356            0.000        0.000        0.000        8643435                     7362926                     0                           0                           
GPU 3           98.770            0.000        0.000        0.000        8088804                     8660685                     0                           0                           
