#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID               W                                                                                                                                                                       
GPU 0           145.930           0.241        0.019        0.131        529029446                   6218049731                  3698169294                  2282847                     
GPU 1           150.142           0.286        0.024        0.155        5923105790                  2158362207                  2480390                     5262177860                  
GPU 2           71.271            0.000        0.000        0.000        474389                      282012                      0                           0                           
GPU 3           71.412            0.000        0.000        0.000        715097                      461168                      0                           0                           
GPU 4           150.301           0.287        0.026        0.154        748620939                   8881109667                  6215301526                  2236594                     
GPU 5           153.849           0.188        0.014        0.099        3066879744                  1648169084                  1878216                     2683179598                  
GPU 6           73.492            0.000        0.000        0.000        2231767                     1813043                     0                           0                           
GPU 7           73.197            0.000        0.000        0.000        4130778                     3518132                     0                           0                           
GPU 0           145.930           0.241        0.019        0.131        529029446                   6218049731                  3698169294                  2282847                     
GPU 1           150.142           0.286        0.024        0.155        191160947                   2158362207                  2480390                     5262177860                  
GPU 2           71.271            0.000        0.000        0.000        474389                      282012                      0                           0                           
GPU 3           71.412            0.000        0.000        0.000        715097                      2406573                     0                           0                           
GPU 4           150.301           0.287        0.026        0.154        748620939                   8881109667                  6215301526                  2236594                     
GPU 5           153.849           0.188        0.014        0.099        3066879744                  1648169084                  1878216                     2683179598                  
GPU 6           73.492            0.000        0.000        0.000        2231767                     1813043                     0                           0                           
GPU 7           73.197            0.000        0.000        0.000        4130778                     3518132                     0                           0                           
GPU 0           101.334           0.000        0.000        0.000        2550042                     2067843                     0                           0                           
GPU 1           103.111           0.019        0.001        0.010        3641183                     194339225                   210487                      158244628                   
GPU 2           71.164            0.000        0.000        0.000        3774890                     3193244                     0                           0                           
GPU 3           71.418            0.000        0.000        0.000        2888993                     2827623                     0                           0                           
GPU 4           100.597           0.061        0.004        0.033        142250066                   1658955904                  777146506                   641956                      
GPU 5           104.603           0.000        0.000        0.000        1752400                     1369772                     0                           0                           
GPU 6           73.563            0.000        0.000        0.000        2717510                     2268651                     0                           0                           
GPU 7           73.207            0.000        0.000        0.000        2654964                     2194188                     0                           0                           
GPU 0           101.094           0.000        0.000        0.000        3542304                     2942602                     0                           0                           
GPU 1           102.934           0.000        0.000        0.000        5089576                     3039997                     0                           0                           
GPU 2           71.124            0.000        0.000        0.000        4166996                     3559051                     0                           0                           
GPU 3           71.353            0.000        0.000        0.000        3357737                     6639898                     0                           0                           
GPU 4           100.504           0.000        0.000        0.000        3494753                     2908145                     0                           0                           
GPU 5           104.475           0.000        0.000        0.000        3919074                     3284021                     0                           0                           
GPU 6           73.555            0.000        0.000        0.000        3602361                     3059291                     0                           0                           
GPU 7           73.195            0.000        0.000        0.000        3083314                     2608262                     0                           0                           
GPU 0           100.941           0.000        0.000        0.000        7305107                     6134365                     0                           0                           
GPU 1           102.851           0.000        0.000        0.000        7352333                     4256164                     0                           0                           
GPU 2           71.184            0.000        0.000        0.000        6952029                     6012719                     0                           0                           
GPU 3           71.423            0.000        0.000        0.000        7670468                     5374473                     0                           0                           
GPU 4           100.336           0.000        0.000        0.000        6787294                     5759525                     0                           0                           
GPU 5           104.354           0.000        0.000        0.000        6362033                     5373247                     0                           0                           
GPU 6           73.550            0.000        0.000        0.000        6649387                     6121982                     0                           0                           
GPU 7           73.197            0.000        0.000        0.000        6950808                     6015404                     0                           0                           
GPU 0           100.960           0.000        0.000        0.000        7822072                     6687861                     0                           0                           
GPU 1           102.851           0.000        0.000        0.000        7352333                     5462965                     0                           0                           
GPU 2           71.184            0.000        0.000        0.000        7339371                     6396455                     0                           0                           
GPU 3           71.400            0.000        0.000        0.000        8501429                     5374473                     0                           0                           
GPU 4           100.336           0.000        0.000        0.000        6546942                     5581767                     0                           0                           
GPU 5           104.354           0.000        0.000        0.000        6362033                     5361820                     0                           0                           
GPU 6           73.550            0.000        0.000        0.000        6649387                     6408398                     0                           0                           
GPU 7           73.195            0.000        0.000        0.000        7283805                     6015404                     0                           0                           
GPU 0           100.707           0.000        0.000        0.000        4198393                     3523820                     0                           0                           
GPU 1           102.457           0.000        0.000        0.000        556133                      360621                      0                           0                           
GPU 2           71.108            0.000        0.000        0.000        4692493                     4052441                     0                           0                           
GPU 3           71.326            0.000        0.000        0.000        635268                      440786                      0                           0                           
GPU 4           100.115           0.000        0.000        0.000        4642350                     3936475                     0                           0                           
GPU 5           103.926           0.000        0.000        0.000        6949463                     5957099                     0                           0                           
GPU 6           73.565            0.000        0.000        0.000        3171850                     2701925                     0                           0                           
GPU 7           73.182            0.000        0.000        0.000        7349532                     1396837                     0                           0                           
GPU 0           100.613           0.000        0.000        0.000        288275                      97489                       0                           0                           
GPU 1           102.413           0.000        0.000        0.000        4200586                     3529142                     0                           0                           
GPU 2           71.119            0.000        0.000        0.000        766074                      518226                      0                           0                           
GPU 3           71.375            0.000        0.000        0.000        4601753                     3946156                     0                           0                           
GPU 4           100.069           0.000        0.000        0.000        2065573                     1644835                     0                           0                           
