#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID               W                                                                                                                                                                       
GPU 0           182.891           0.366        0.032        0.192        3290725806                  3094523251                  5069982792                  5069983374                  
GPU 1           177.801           0.319        0.031        0.164        2827219014                  2663989311                  5612261783                  5612261259                  
GPU 2           170.115           0.352        0.030        0.192        3020004031                  2847748589                  4138777754                  4138777098                  
GPU 3           168.820           0.202        0.016        0.110        1610563881                  1522966773                  2239202381                  2239202381                  
GPU 4           71.408            0.000        0.000        0.000        520412                      329123                      0                           0                           
GPU 5           73.532            0.000        0.000        0.000        4486412                     3857639                     0                           0                           
GPU 6           73.505            0.000        0.000        0.000        4594489                     3957821                     0                           0                           
GPU 7           73.104            0.000        0.000        0.000        4506506                     3869233                     0                           0                           
GPU 0           101.445           0.037        0.003        0.020        199411338                   192554753                   273915613                   273915921                   
GPU 1           102.965           0.081        0.007        0.045        629766598                   596098257                   858463576                   858462528                   
GPU 2           102.526           0.008        0.000        0.004        31070324                    31310033                    35460920                    35461968                    
GPU 3           101.511           0.000        0.000        0.000        3743819                     3106269                     0                           0                           
GPU 4           71.508            0.000        0.000        0.000        3824135                     3254685                     0                           0                           
GPU 5           73.562            0.000        0.000        0.000        2731390                     2265935                     0                           0                           
GPU 6           73.566            0.000        0.000        0.000        2465917                     2038105                     0                           0                           
GPU 7           73.169            0.000        0.000        0.000        2432481                     2006059                     0                           0                           
GPU 0           101.445           0.037        0.003        0.020        199411338                   192554753                   273915613                   273915921                   
GPU 1           102.965           0.081        0.007        0.045        3803678                     596098257                   858463576                   858462528                   
GPU 2           102.526           0.008        0.000        0.004        31070324                    31310033                    35460920                    35461968                    
GPU 3           101.511           0.000        0.000        0.000        3743819                     2023650                     0                           0                           
GPU 4           71.508            0.000        0.000        0.000        3824135                     3254685                     0                           0                           
GPU 5           73.562            0.000        0.000        0.000        2731390                     2265935                     0                           0                           
GPU 6           73.566            0.000        0.000        0.000        2465917                     2038105                     0                           0                           
GPU 7           73.169            0.000        0.000        0.000        2432481                     2006059                     0                           0                           
GPU 0           101.160           0.000        0.000        0.000        4546348                     3793145                     0                           0                           
GPU 1           102.582           0.000        0.000        0.000        7501757                     3148094                     0                           0                           
GPU 2           102.159           0.000        0.000        0.000        4475144                     3740746                     0                           0                           
GPU 3           101.053           0.000        0.000        0.000        2518722                     5092360                     0                           0                           
GPU 4           71.516            0.000        0.000        0.000        4922533                     4200861                     0                           0                           
GPU 5           73.545            0.000        0.000        0.000        3854718                     3249615                     0                           0                           
GPU 6           73.558            0.000        0.000        0.000        7575196                     2804686                     0                           0                           
GPU 7           73.197            0.000        0.000        0.000        4017001                     3395978                     0                           0                           
GPU 0           100.905           0.000        0.000        0.000        6689659                     5700798                     0                           0                           
GPU 1           102.497           0.000        0.000        0.000        6565818                     6387646                     0                           0                           
GPU 2           102.037           0.000        0.000        0.000        6110938                     5202582                     0                           0                           
GPU 3           101.042           0.000        0.000        0.000        6003806                     6374407                     0                           0                           
GPU 4           71.515            0.000        0.000        0.000        6985550                     6097191                     0                           0                           
GPU 5           73.499            0.000        0.000        0.000        7332896                     6407517                     0                           0                           
GPU 6           73.572            0.000        0.000        0.000        6923896                     6611021                     0                           0                           
GPU 7           73.184            0.000        0.000        0.000        6595210                     5752468                     0                           0                           
GPU 0           100.852           0.000        0.000        0.000        7645036                     6503023                     0                           0                           
GPU 1           102.471           0.000        0.000        0.000        4906363                     5597145                     0                           0                           
GPU 2           101.891           0.000        0.000        0.000        6789485                     5762176                     0                           0                           
GPU 3           100.945           0.000        0.000        0.000        6780614                     5740888                     0                           0                           
GPU 4           71.523            0.000        0.000        0.000        7523390                     6512046                     0                           0                           
GPU 5           73.541            0.000        0.000        0.000        7201204                     6227559                     0                           0                           
GPU 6           73.541            0.000        0.000        0.000        7355580                     6026848                     0                           0                           
GPU 7           73.163            0.000        0.000        0.000        8269493                     7195193                     0                           0                           
GPU 0           100.650           0.000        0.000        0.000        557918                      355251                      0                           0                           
GPU 1           102.338           0.000        0.000        0.000        496384                      4124839                     0                           0                           
GPU 2           101.581           0.000        0.000        0.000        551906                      344351                      0                           0                           
GPU 3           100.612           0.000        0.000        0.000        556606                      345913                      0                           0                           
GPU 4           71.499            0.000        0.000        0.000        561817                      368430                      0                           0                           
GPU 5           73.504            0.000        0.000        0.000        3024767                     2524618                     0                           0                           
GPU 6           73.436            0.000        0.000        0.000        205344                      6363927                     0                           0                           
GPU 7           73.161            0.000        0.000        0.000        4769290                     4084552                     0                           0                           
GPU 0           100.583           0.000        0.000        0.000        3966485                     3303483                     0                           0                           
GPU 1           102.282           0.000        0.000        0.000        4714801                     290911                      0                           0                           
GPU 2           101.643           0.000        0.000        0.000        4116180                     3450504                     0                           0                           
GPU 3           100.628           0.000        0.000        0.000        4136485                     3468211                     0                           0                           
