#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID               W                                                                                                                                                                       
GPU 0           159.314           0.474        0.023        0.291        12691603                    79457605                    0                           0                           
GPU 1           72.566            0.000        0.000        0.000        508874                      327021                      0                           0                           
GPU 2           71.602            0.000        0.000        0.000        1182658                     896165                      0                           0                           
GPU 3           71.212            0.000        0.000        0.000        1514355                     1168113                     0                           0                           
GPU 4           71.966            0.000        0.000        0.000        2035372                     1632051                     0                           0                           
GPU 5           73.859            0.000        0.000        0.000        287264                      91943                       0                           0                           
GPU 6           73.667            0.000        0.000        0.000        2420749                     1977373                     0                           0                           
GPU 7           73.409            0.000        0.000        0.000        2433705                     2039632                     0                           0                           
GPU 0           109.833           0.064        0.003        0.041        3997831                     12836536                    0                           0                           
GPU 1           72.471            0.000        0.000        0.000        2610169                     2156556                     0                           0                           
GPU 2           71.589            0.000        0.000        0.000        2441909                     2010720                     0                           0                           
GPU 3           71.074            0.000        0.000        0.000        2535710                     2086886                     0                           0                           
GPU 4           71.999            0.000        0.000        0.000        1998446                     1618674                     0                           0                           
GPU 5           73.915            0.000        0.000        0.000        2953934                     2440009                     0                           0                           
GPU 6           73.603            0.000        0.000        0.000        1894284                     1530292                     0                           0                           
GPU 7           73.401            0.000        0.000        0.000        2228969                     1812102                     0                           0                           
GPU 0           109.396           0.000        0.000        0.000        4055314                     3360821                     0                           0                           
GPU 1           72.511            0.000        0.000        0.000        4196142                     3555218                     0                           0                           
GPU 2           71.567            0.000        0.000        0.000        4296421                     3643939                     0                           0                           
GPU 3           71.118            0.000        0.000        0.000        4104313                     3447162                     0                           0                           
GPU 4           71.997            0.000        0.000        0.000        4261337                     3617236                     0                           0                           
GPU 5           73.768            0.000        0.000        0.000        4014667                     3379173                     0                           0                           
GPU 6           73.640            0.000        0.000        0.000        4233923                     3586943                     0                           0                           
GPU 7           73.407            0.000        0.000        0.000        4198158                     3564582                     0                           0                           
GPU 0           109.396           0.000        0.000        0.000        2904545                     3360821                     0                           0                           
GPU 1           72.457            0.000        0.000        0.000        3333009                     3555218                     0                           0                           
GPU 2           71.567            0.000        0.000        0.000        3310818                     3643939                     0                           0                           
GPU 3           71.118            0.000        0.000        0.000        4104313                     2188406                     0                           0                           
GPU 4           71.997            0.000        0.000        0.000        4261337                     3041052                     0                           0                           
GPU 5           73.768            0.000        0.000        0.000        4014667                     2768200                     0                           0                           
GPU 6           73.640            0.000        0.000        0.000        2449053                     3586943                     0                           0                           
GPU 7           73.407            0.000        0.000        0.000        2427964                     3564582                     0                           0                           
GPU 0           108.721           0.000        0.000        0.000        6304223                     2376718                     0                           0                           
GPU 1           72.478            0.000        0.000        0.000        7665423                     2814566                     0                           0                           
GPU 2           71.578            0.000        0.000        0.000        7333873                     2785575                     0                           0                           
GPU 3           71.088            0.000        0.000        0.000        7584757                     6574903                     0                           0                           
GPU 4           72.002            0.000        0.000        0.000        6539963                     5691978                     0                           0                           
GPU 5           73.759            0.000        0.000        0.000        3284106                     5665825                     0                           0                           
GPU 6           73.598            0.000        0.000        0.000        6048213                     5226732                     0                           0                           
GPU 7           73.378            0.000        0.000        0.000        6020970                     2003887                     0                           0                           
GPU 0           107.826           0.000        0.000        0.000        6534682                     3705709                     0                           0                           
GPU 1           72.473            0.000        0.000        0.000        5958170                     4653389                     0                           0                           
GPU 2           71.593            0.000        0.000        0.000        5915061                     5118353                     0                           0                           
GPU 3           71.048            0.000        0.000        0.000        6761898                     4279716                     0                           0                           
GPU 4           71.972            0.000        0.000        0.000        6120889                     5279467                     0                           0                           
GPU 5           73.833            0.000        0.000        0.000        6561164                     4774049                     0                           0                           
GPU 6           73.617            0.000        0.000        0.000        6992341                     4802467                     0                           0                           
GPU 7           73.246            0.000        0.000        0.000        6345227                     5211037                     0                           0                           
GPU 0           107.505           0.000        0.000        0.000        548265                      338604                      0                           0                           
