#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID               W                                                                                                                                                                       
GPU 0           112.276           0.152        0.012        0.085        346253439                   4095418240                  2504100947                  1311317                     
GPU 1           116.784           0.174        0.014        0.096        3409657088                  1361778550                  1464365                     3025514702                  
GPU 2           71.195            0.000        0.000        0.000        3871029                     3269367                     0                           0                           
GPU 3           71.336            0.000        0.000        0.000        516664                      316496                      0                           0                           
GPU 4           116.255           0.301        0.027        0.164        849033313                   10188916265                 6747244035                  2117252                     
GPU 5           120.425           0.107        0.008        0.059        1904950646                  922382553                   962175                      1675158859                  
GPU 6           73.487            0.000        0.000        0.000        2427684                     2017150                     0                           0                           
GPU 7           73.181            0.000        0.000        0.000        458567                      264658                      0                           0                           
GPU 0           102.927           0.000        0.000        0.000        2704550                     2206245                     0                           0                           
GPU 1           105.173           0.000        0.000        0.000        2870594                     2350637                     0                           0                           
GPU 2           71.091            0.000        0.000        0.000        522494                      342739                      0                           0                           
GPU 3           71.298            0.000        0.000        0.000        2785682                     2328285                     0                           0                           
GPU 4           102.598           0.013        0.001        0.007        31571032                    351271372                   92885544                    120544                      
GPU 5           106.684           0.000        0.000        0.000        2371010                     1917392                     0                           0                           
GPU 6           73.473            0.000        0.000        0.000        2554875                     2116106                     0                           0                           
GPU 7           73.170            0.000        0.000        0.000        3020155                     2546432                     0                           0                           
GPU 0           102.824           0.000        0.000        0.000        4068763                     3370632                     0                           0                           
GPU 1           104.935           0.000        0.000        0.000        4043387                     3360492                     0                           0                           
GPU 2           71.114            0.000        0.000        0.000        4309731                     3651533                     0                           0                           
GPU 3           71.355            0.000        0.000        0.000        4323379                     3660985                     0                           0                           
GPU 4           102.455           0.000        0.000        0.000        4361310                     3570918                     0                           0                           
GPU 5           106.407           0.000        0.000        0.000        4119586                     3359184                     0                           0                           
GPU 6           73.551            0.000        0.000        0.000        4000331                     3371954                     0                           0                           
GPU 7           73.207            0.000        0.000        0.000        3965677                     3337311                     0                           0                           
GPU 0           102.824           0.000        0.000        0.000        4068763                     3370632                     0                           0                           
GPU 1           104.935           0.000        0.000        0.000        3019098                     3360492                     0                           0                           
GPU 2           71.114            0.000        0.000        0.000        4309731                     3651533                     0                           0                           
GPU 3           71.355            0.000        0.000        0.000        4323379                     91947                       0                           0                           
GPU 4           102.455           0.000        0.000        0.000        4361310                     3570918                     0                           0                           
GPU 5           106.407           0.000        0.000        0.000        4119586                     3359184                     0                           0                           
GPU 6           73.551            0.000        0.000        0.000        4000331                     3371954                     0                           0                           
GPU 7           73.207            0.000        0.000        0.000        3965677                     3337311                     0                           0                           
GPU 0           102.371           0.000        0.000        0.000        3648847                     2956116                     0                           0                           
GPU 1           104.610           0.000        0.000        0.000        4714525                     3829969                     0                           0                           
GPU 2           71.146            0.000        0.000        0.000        3576845                     2995135                     0                           0                           
GPU 3           71.427            0.000        0.000        0.000        7241006                     6220187                     0                           0                           
GPU 4           102.117           0.000        0.000        0.000        3538617                     2880830                     0                           0                           
GPU 5           106.046           0.000        0.000        0.000        2883791                     2314470                     0                           0                           
GPU 6           73.551            0.000        0.000        0.000        6892670                     1110695                     0                           0                           
GPU 7           73.204            0.000        0.000        0.000        2240298                     1825428                     0                           0                           
GPU 0           102.371           0.000        0.000        0.000        5707020                     2956116                     0                           0                           
GPU 1           104.610           0.000        0.000        0.000        4714525                     3829969                     0                           0                           
GPU 2           71.146            0.000        0.000        0.000        5418126                     2995135                     0                           0                           
GPU 3           71.427            0.000        0.000        0.000        7241006                     6220187                     0                           0                           
GPU 4           102.117           0.000        0.000        0.000        3538617                     3769223                     0                           0                           
GPU 5           106.046           0.000        0.000        0.000        2883791                     4484974                     0                           0                           
GPU 6           73.551            0.000        0.000        0.000        6892670                     1110695                     0                           0                           
GPU 7           73.204            0.000        0.000        0.000        5514604                     1825428                     0                           0                           
GPU 0           102.235           0.000        0.000        0.000        7180358                     4680642                     0                           0                           
GPU 1           104.422           0.000        0.000        0.000        5727862                     4757790                     0                           0                           
GPU 2           71.149            0.000        0.000        0.000        6224878                     4639991                     0                           0                           
GPU 3           71.297            0.000        0.000        0.000        4719432                     4024840                     0                           0                           
GPU 4           102.032           0.000        0.000        0.000        4501148                     4858421                     0                           0                           
GPU 5           105.776           0.000        0.000        0.000        5337591                     4337917                     0                           0                           
