#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID               W                                                                                                                                                                       
GPU 0           168.028           0.365        0.032        0.192        4342208417                  4066179462                  4374928810                  4374929334                  
GPU 1           164.361           0.368        0.033        0.192        4595489794                  4295680491                  4450829517                  4450830042                  
GPU 2           155.749           0.366        0.033        0.194        4391958145                  4111079009                  4414471975                  4414471975                  
GPU 3           157.933           0.356        0.031        0.185        4097264465                  3840024978                  4515088471                  4515088471                  
GPU 4           71.463            0.000        0.000        0.000        3606526                     3082512                     0                           0                           
GPU 5           73.491            0.000        0.000        0.000        609178                      408084                      0                           0                           
GPU 6           73.472            0.000        0.000        0.000        2321201                     1916229                     0                           0                           
GPU 7           73.079            0.000        0.000        0.000        4259090                     3634402                     0                           0                           
GPU 0           103.336           0.005        0.000        0.003        27173140                    26523867                    25699337                    25699009                    
GPU 1           104.507           0.019        0.001        0.011        103931689                   99910114                    143471009                   143471009                   
GPU 2           103.548           0.008        0.001        0.004        42784414                    41553915                    41703758                    41703758                    
GPU 3           102.796           0.003        0.000        0.002        14968476                    14587155                    14554723                    14554723                    
GPU 4           71.505            0.000        0.000        0.000        3636711                     3100193                     0                           0                           
GPU 5           73.528            0.000        0.000        0.000        4260884                     3652118                     0                           0                           
GPU 6           73.459            0.000        0.000        0.000        3445660                     2918825                     0                           0                           
GPU 7           73.133            0.000        0.000        0.000        2753694                     2309982                     0                           0                           
GPU 0           103.336           0.005        0.000        0.003        27173140                    26523867                    25699337                    25699009                    
GPU 1           104.507           0.019        0.001        0.011        3734482                     99910114                    143471009                   143471009                   
GPU 2           103.548           0.008        0.001        0.004        42784414                    41553915                    41703758                    41703758                    
GPU 3           102.796           0.003        0.000        0.002        14968476                    419314                      14554723                    14554723                    
GPU 4           71.505            0.000        0.000        0.000        3636711                     3100193                     0                           0                           
GPU 5           73.528            0.000        0.000        0.000        4260884                     3652118                     0                           0                           
GPU 6           73.459            0.000        0.000        0.000        3445660                     2918825                     0                           0                           
GPU 7           73.133            0.000        0.000        0.000        2753694                     2309982                     0                           0                           
GPU 0           102.917           0.000        0.000        0.000        3896408                     3224993                     0                           0                           
GPU 1           103.978           0.000        0.000        0.000        3845144                     3081182                     0                           0                           
GPU 2           103.116           0.000        0.000        0.000        3793198                     3144620                     0                           0                           
GPU 3           102.219           0.000        0.000        0.000        668044                      6430742                     0                           0                           
GPU 4           71.487            0.000        0.000        0.000        4168936                     3522764                     0                           0                           
GPU 5           73.503            0.000        0.000        0.000        4136964                     3484807                     0                           0                           
GPU 6           73.467            0.000        0.000        0.000        8484829                     1616029                     0                           0                           
GPU 7           73.173            0.000        0.000        0.000        2907195                     2415998                     0                           0                           
GPU 0           102.721           0.000        0.000        0.000        7260948                     6200869                     0                           0                           
GPU 1           104.132           0.000        0.000        0.000        7343948                     6253704                     0                           0                           
GPU 2           103.069           0.000        0.000        0.000        6591627                     5621075                     0                           0                           
GPU 3           102.295           0.000        0.000        0.000        6586849                     5614109                     0                           0                           
GPU 4           71.505            0.000        0.000        0.000        6432417                     5596710                     0                           0                           
GPU 5           73.507            0.000        0.000        0.000        6468694                     5624495                     0                           0                           
GPU 6           73.479            0.000        0.000        0.000        6920464                     7390820                     0                           0                           
GPU 7           73.157            0.000        0.000        0.000        8082890                     7075440                     0                           0                           
