#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID               W                                                                                                                                                                       
GPU 0           154.220           0.177        0.007        0.086        13790655                    75856726                    1168362976                  1168360880                  
GPU 1           154.739           0.174        0.008        0.083        13898623                    79100473                    1168551619                  1168549713                  
GPU 2           151.616           0.177        0.009        0.085        14385200                    79221381                    1169657176                  1169658341                  
GPU 3           150.033           0.105        0.006        0.056        7218381                     49881888                    778381787                   778382835                   
GPU 4           72.082            0.000        0.000        0.000        3760552                     3198042                     0                           0                           
GPU 5           73.789            0.000        0.000        0.000        4402170                     3754422                     0                           0                           
GPU 6           73.637            0.000        0.000        0.000        2871368                     2406685                     0                           0                           
GPU 7           73.081            0.000        0.000        0.000        4421163                     3790242                     0                           0                           
GPU 0           101.291           0.036        0.001        0.018        4426094                     16870117                    240858165                   240859330                   
GPU 1           103.573           0.044        0.002        0.022        5151133                     21516537                    298191220                   298191220                   
GPU 2           102.503           0.019        0.001        0.009        3939374                     10553568                    127086935                   127087284                   
GPU 3           101.916           0.000        0.000        0.000        4059311                     3387913                     0                           0                           
GPU 4           71.990            0.000        0.000        0.000        3525164                     2980970                     0                           0                           
GPU 5           73.784            0.000        0.000        0.000        2613658                     2168780                     0                           0                           
GPU 6           73.607            0.000        0.000        0.000        3753654                     3181107                     0                           0                           
GPU 7           73.193            0.000        0.000        0.000        2841911                     2372244                     0                           0                           
GPU 0           101.291           0.036        0.001        0.018        4426094                     16870117                    240858165                   240859330                   
GPU 1           103.573           0.044        0.002        0.022        2366027                     21516537                    298191220                   298191220                   
GPU 2           102.503           0.019        0.001        0.009        3939374                     10553568                    127086935                   127087284                   
GPU 3           101.916           0.000        0.000        0.000        4059311                     457928                      0                           0                           
GPU 4           71.990            0.000        0.000        0.000        3525164                     2980970                     0                           0                           
GPU 5           73.784            0.000        0.000        0.000        2613658                     2168780                     0                           0                           
GPU 6           73.607            0.000        0.000        0.000        3753654                     3181107                     0                           0                           
GPU 7           73.193            0.000        0.000        0.000        2841911                     2372244                     0                           0                           
GPU 0           101.052           0.000        0.000        0.000        3069504                     2507454                     0                           0                           
GPU 1           103.075           0.000        0.000        0.000        2060875                     1912652                     0                           0                           
GPU 2           102.229           0.000        0.000        0.000        2870771                     2343265                     0                           0                           
GPU 3           101.587           0.000        0.000        0.000        710956                      3412791                     0                           0                           
GPU 4           72.011            0.000        0.000        0.000        2231627                     1821760                     0                           0                           
GPU 5           73.739            0.000        0.000        0.000        2212325                     1801304                     0                           0                           
GPU 6           73.594            0.000        0.000        0.000        1519023                     1188047                     0                           0                           
GPU 7           73.228            0.000        0.000        0.000        2178216                     1781054                     0                           0                           
GPU 0           100.933           0.000        0.000        0.000        3547714                     2875587                     0                           0                           
GPU 1           103.158           0.000        0.000        0.000        7195083                     1651083                     0                           0                           
GPU 2           102.101           0.000        0.000        0.000        3224264                     2614824                     0                           0                           
GPU 3           101.368           0.000        0.000        0.000        4037110                     3999278                     0                           0                           
GPU 4           72.024            0.000        0.000        0.000        4191907                     3573847                     0                           0                           
GPU 5           73.798            0.000        0.000        0.000        3764056                     3192412                     0                           0                           
GPU 6           73.618            0.000        0.000        0.000        6791319                     3035309                     0                           0                           
GPU 7           73.219            0.000        0.000        0.000        2818207                     2364010                     0                           0                           
GPU 0           100.767           0.000        0.000        0.000        6880495                     5717367                     0                           0                           
GPU 1           103.112           0.000        0.000        0.000        4948106                     6025692                     0                           0                           
GPU 2           102.083           0.000        0.000        0.000        6575924                     5494130                     0                           0                           
GPU 3           101.367           0.000        0.000        0.000        4874984                     5850623                     0                           0                           
GPU 4           72.046            0.000        0.000        0.000        5758481                     4946796                     0                           0                           
GPU 5           73.751            0.000        0.000        0.000        5836238                     5002663                     0                           0                           
