#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID               W                                                                                                                                                                       
GPU 0           135.135           0.192        0.013        0.116        191322216                   225074815                   123219568                   123219568                   
GPU 1           137.347           0.127        0.009        0.076        129113628                   153574869                   81959569                    81959569                    
GPU 2           71.537            0.000        0.000        0.000        513076                      324406                      0                           0                           
GPU 3           71.643            0.000        0.000        0.000        526649                      329614                      0                           0                           
GPU 4           72.120            0.000        0.000        0.000        676056                      448798                      0                           0                           
GPU 5           74.075            0.000        0.000        0.000        991586                      742117                      0                           0                           
GPU 6           73.707            0.000        0.000        0.000        1623335                     1280500                     0                           0                           
GPU 7           73.636            0.000        0.000        0.000        2522300                     2103576                     0                           0                           
GPU 0           101.866           0.000        0.000        0.000        444765                      237358                      0                           0                           
GPU 1           103.336           0.000        0.000        0.000        500331                      290669                      0                           0                           
GPU 2           71.553            0.000        0.000        0.000        2555202                     2126301                     0                           0                           
GPU 3           71.557            0.000        0.000        0.000        2840351                     2375538                     0                           0                           
GPU 4           71.979            0.000        0.000        0.000        2817057                     2347489                     0                           0                           
GPU 5           74.153            0.000        0.000        0.000        2645015                     2187342                     0                           0                           
GPU 6           73.630            0.000        0.000        0.000        2408120                     2000652                     0                           0                           
GPU 7           73.622            0.000        0.000        0.000        2474119                     2050457                     0                           0                           
GPU 0           101.866           0.000        0.000        0.000        444765                      237358                      0                           0                           
GPU 1           103.336           0.000        0.000        0.000        4362115                     290669                      0                           0                           
GPU 2           71.553            0.000        0.000        0.000        2555202                     2126301                     0                           0                           
GPU 3           71.557            0.000        0.000        0.000        2840351                     3587675                     0                           0                           
GPU 4           71.979            0.000        0.000        0.000        2817057                     2347489                     0                           0                           
GPU 5           74.153            0.000        0.000        0.000        2645015                     2187342                     0                           0                           
GPU 6           73.630            0.000        0.000        0.000        2408120                     2000652                     0                           0                           
GPU 7           73.622            0.000        0.000        0.000        2474119                     2050457                     0                           0                           
GPU 0           101.748           0.000        0.000        0.000        5329810                     4504114                     0                           0                           
GPU 1           103.086           0.000        0.000        0.000        5958535                     3671567                     0                           0                           
GPU 2           71.560            0.000        0.000        0.000        5853266                     5059158                     0                           0                           
GPU 3           71.540            0.000        0.000        0.000        4198404                     6194373                     0                           0                           
GPU 4           71.972            0.000        0.000        0.000        4652604                     3998675                     0                           0                           
GPU 5           74.220            0.000        0.000        0.000        5473388                     4716179                     0                           0                           
GPU 6           73.683            0.000        0.000        0.000        4499859                     3862048                     0                           0                           
GPU 7           73.694            0.000        0.000        0.000        4564919                     3915433                     0                           0                           
GPU 0           101.482           0.000        0.000        0.000        5948504                     5031334                     0                           0                           
GPU 1           102.916           0.000        0.000        0.000        7371431                     5044861                     0                           0                           
GPU 2           71.588            0.000        0.000        0.000        6513522                     5619762                     0                           0                           
