#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID               W                                                                                                                                                                       
GPU 0           150.173           N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1           72.750            N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 2           71.641            N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3           71.718            N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 4           148.723           N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 5           74.041            N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 6           73.782            N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 7           73.704            N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0           150.173           N/A          0.000        N/A          4014938                     N/A                         N/A                         N/A                         
GPU 1           72.775            0.000        N/A          N/A          4360105                     N/A                         N/A                         N/A                         
GPU 2           71.641            0.000        0.000        0.000        4351600                     N/A                         N/A                         N/A                         
GPU 3           71.642            0.000        0.000        N/A          N/A                         3680403                     N/A                         N/A                         
GPU 4           148.723           N/A          N/A          0.000        3303679                     2728693                     N/A                         0                           
GPU 5           74.041            N/A          N/A          N/A          N/A                         2954505                     N/A                         N/A                         
GPU 6           73.782            N/A          N/A          0.000        2799243                     2322857                     N/A                         N/A                         
GPU 7           73.704            0.000        N/A          N/A          3056956                     N/A                         N/A                         N/A                         
GPU 0           98.199            0.000        0.000        0.000        4014938                     3354517                     0                           0                           
GPU 1           72.775            0.000        0.000        0.000        1917790                     3701372                     0                           0                           
GPU 2           71.567            0.000        0.000        0.000        4351600                     3708083                     0                           0                           
GPU 3           71.642            0.000        0.000        0.000        4339658                     755583                      0                           0                           
GPU 4           97.601            0.000        0.000        0.000        3303679                     2728693                     0                           0                           
GPU 5           74.053            0.000        0.000        0.000        3517318                     2954505                     0                           0                           
GPU 6           73.845            0.000        0.000        0.000        2799243                     2322857                     0                           0                           
GPU 7           73.690            0.000        0.000        0.000        3056956                     2552268                     0                           0                           
GPU 0           97.963            0.000        0.000        0.000        2717519                     2222561                     0                           0                           
GPU 1           72.778            0.000        0.000        0.000        7492572                     1558423                     0                           0                           
GPU 2           71.569            0.000        0.000        0.000        3137131                     2655681                     0                           0                           
GPU 3           71.631            0.000        0.000        0.000        1014749                     6217389                     0                           0                           
GPU 4           97.459            0.000        0.000        0.000        3015586                     2487363                     0                           0                           
GPU 5           74.060            0.000        0.000        0.000        3414029                     2874610                     0                           0                           
GPU 6           73.931            0.000        0.000        0.000        7380763                     2066831                     0                           0                           
GPU 7           73.691            0.000        0.000        0.000        2693974                     2249578                     0                           0                           
