#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID               W                                                                                                                                                                       
GPU 0           157.385           0.249        0.017        0.148        548316276                   619580297                   0                           0                           
GPU 1           72.623            0.000        0.000        0.000        4736579                     4055358                     0                           0                           
GPU 2           71.501            0.000        0.000        0.000        4509449                     3884705                     0                           0                           
GPU 3           71.597            0.000        0.000        0.000        567145                      365092                      0                           0                           
GPU 4           155.599           0.253        0.017        0.148        549375335                   624614226                   0                           0                           
GPU 5           73.898            0.000        0.000        0.000        4584875                     3931390                     0                           0                           
GPU 6           73.645            0.000        0.000        0.000        4217310                     3593280                     0                           0                           
GPU 7           73.260            0.000        0.000        0.000        3440502                     2934777                     0                           0                           
GPU 0           102.095           0.066        0.005        0.040        146623319                   165152257                   0                           0                           
GPU 1           72.594            0.000        0.000        0.000        2923487                     2436130                     0                           0                           
GPU 2           71.505            0.000        0.000        0.000        3042054                     2542090                     0                           0                           
GPU 3           71.487            0.000        0.000        0.000        4508922                     3827658                     0                           0                           
GPU 4           101.241           0.007        0.000        0.004        19060310                    20630793                    0                           0                           
GPU 5           73.814            0.000        0.000        0.000        2561580                     2105366                     0                           0                           
GPU 6           73.553            0.000        0.000        0.000        2598248                     2170172                     0                           0                           
GPU 7           73.236            0.000        0.000        0.000        3468425                     2915975                     0                           0                           
GPU 0           102.095           0.066        0.005        0.040        146623319                   165152257                   0                           0                           
GPU 1           72.594            0.000        0.000        0.000        3465876                     2436130                     0                           0                           
GPU 2           71.505            0.000        0.000        0.000        3042054                     2542090                     0                           0                           
GPU 3           71.487            0.000        0.000        0.000        4508922                     522148                      0                           0                           
GPU 4           101.241           0.007        0.000        0.004        19060310                    20630793                    0                           0                           
GPU 5           73.814            0.000        0.000        0.000        2561580                     2105366                     0                           0                           
GPU 6           73.553            0.000        0.000        0.000        2598248                     2170172                     0                           0                           
GPU 7           73.236            0.000        0.000        0.000        3468425                     2915975                     0                           0                           
GPU 0           101.827           0.000        0.000        0.000        4041140                     2247837                     0                           0                           
GPU 1           72.630            0.000        0.000        0.000        1624195                     2906370                     0                           0                           
