#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID               W                                                                                                                                                                       
GPU 0           134.947           0.260        0.018        0.155        10679289                    73726770                    454315534                   454315534                   
GPU 1           132.960           0.255        0.017        0.150        11485549                    77788199                    453642534                   453640568                   
GPU 2           71.217            0.000        0.000        0.000        743699                      508345                      0                           0                           
GPU 3           71.508            0.000        0.000        0.000        4040185                     3439539                     0                           0                           
GPU 4           71.394            0.000        0.000        0.000        1227740                     928070                      0                           0                           
GPU 5           73.765            0.000        0.000        0.000        1730328                     1397573                     0                           0                           
GPU 6           73.555            0.000        0.000        0.000        1780390                     1423073                     0                           0                           
GPU 7           73.165            0.000        0.000        0.000        2187487                     1810153                     0                           0                           
GPU 0           103.737           0.004        0.000        0.003        2804800                     3434701                     8207826                     8208443                     
GPU 1           104.678           0.039        0.003        0.024        3942075                     13948742                    71719993                    71719993                    
GPU 2           71.255            0.000        0.000        0.000        2991968                     2522940                     0                           0                           
GPU 3           71.517            0.000        0.000        0.000        552596                      357528                      0                           0                           
GPU 4           71.523            0.000        0.000        0.000        2722773                     2275293                     0                           0                           
GPU 5           73.708            0.000        0.000        0.000        2779267                     2311946                     0                           0                           
GPU 6           73.581            0.000        0.000        0.000        2371147                     1964752                     0                           0                           
GPU 7           73.188            0.000        0.000        0.000        2733955                     2284204                     0                           0                           
GPU 0           103.737           0.004        0.000        0.003        2804800                     3434701                     8207826                     8208443                     
GPU 1           104.678           0.039        0.003        0.024        6567794                     13948742                    71719993                    71719993                    
GPU 2           71.255            0.000        0.000        0.000        2991968                     2522940                     0                           0                           
GPU 3           71.517            0.000        0.000        0.000        552596                      4013267                     0                           0                           
GPU 4           71.523            0.000        0.000        0.000        2722773                     2275293                     0                           0                           
GPU 5           73.708            0.000        0.000        0.000        2779267                     2311946                     0                           0                           
GPU 6           73.581            0.000        0.000        0.000        2371147                     1964752                     0                           0                           
GPU 7           73.188            0.000        0.000        0.000        2733955                     2284204                     0                           0                           
GPU 0           103.376           0.000        0.000        0.000        6040569                     4511348                     0                           0                           
GPU 1           104.534           0.000        0.000        0.000        4445428                     5583738                     0                           0                           
GPU 2           71.335            0.000        0.000        0.000        6616348                     5006833                     0                           0                           
GPU 3           71.517            0.000        0.000        0.000        4688814                     5317202                     0                           0                           
GPU 4           71.524            0.000        0.000        0.000        5767997                     5467433                     0                           0                           
GPU 5           73.766            0.000        0.000        0.000        4902567                     5774348                     0                           0                           
GPU 6           73.556            0.000        0.000        0.000        6384894                     4362200                     0                           0                           
GPU 7           73.188            0.000        0.000        0.000        6602908                     3838392                     0                           0                           
GPU 0           103.057           0.000        0.000        0.000        7627381                     6407303                     0                           0                           
GPU 1           104.583           0.000        0.000        0.000        6440055                     4516084                     0                           0                           
GPU 2           71.359            0.000        0.000        0.000        7101493                     6167350                     0                           0                           
GPU 3           71.520            0.000        0.000        0.000        7246481                     5813236                     0                           0                           
GPU 4           71.523            0.000        0.000        0.000        7051431                     6105971                     0                           0                           
GPU 5           73.715            0.000        0.000        0.000        6662191                     5271460                     0                           0                           
GPU 6           73.584            0.000        0.000        0.000        7045482                     6119603                     0                           0                           
GPU 7           73.213            0.000        0.000        0.000        6499662                     5734907                     0                           0                           
GPU 0           102.858           0.000        0.000        0.000        1725616                     1365700                     0                           0                           
GPU 1           104.323           0.000        0.000        0.000        510521                      303482                      0                           0                           
GPU 2           71.280            0.000        0.000        0.000        590448                      391885                      0                           0                           
GPU 3           71.513            0.000        0.000        0.000        565463                      359506                      0                           0                           
GPU 4           71.521            0.000        0.000        0.000        617832                      416352                      0                           0                           
GPU 5           73.686            0.000        0.000        0.000        3864463                     3301417                     0                           0                           
GPU 6           73.571            0.000        0.000        0.000        5957041                     5182643                     0                           0                           
GPU 7           73.173            0.000        0.000        0.000        5772613                     5006949                     0                           0                           
GPU 0           102.858           0.000        0.000        0.000        3333976                     1365700                     0                           0                           
GPU 1           104.231           0.000        0.000        0.000        510521                      303482                      0                           0                           
GPU 2           71.280            0.000        0.000        0.000        4242151                     391885                      0                           0                           
GPU 3           71.513            0.000        0.000        0.000        565463                      359506                      0                           0                           
GPU 4           71.521            0.000        0.000        0.000        617832                      3806219                     0                           0                           
GPU 5           73.686            0.000        0.000        0.000        3864463                     2005556                     0                           0                           
GPU 6           73.571            0.000        0.000        0.000        205441                      5182643                     0                           0                           
GPU 7           73.173            0.000        0.000        0.000        1071494                     5006949                     0                           0                           
GPU 0           102.825           0.000        0.000        0.000        4661778                     3933830                     0                           0                           
GPU 1           104.251           0.000        0.000        0.000        5353054                     4538216                     0                           0                           
GPU 2           71.352            0.000        0.000        0.000        4652233                     3601767                     0                           0                           
GPU 3           71.510            0.000        0.000        0.000        4360069                     3727782                     0                           0                           
GPU 4           71.518            0.000        0.000        0.000        4461289                     3506419                     0                           0                           
GPU 5           73.713            0.000        0.000        0.000        2454147                     5564674                     0                           0                           
GPU 6           73.567            0.000        0.000        0.000        5150523                     4437330                     0                           0                           
GPU 7           73.180            0.000        0.000        0.000        5324754                     4595512                     0                           0                           
GPU 0           102.755           0.000        0.000        0.000        3998385                     3331289                     0                           0                           
GPU 1           104.254           0.000        0.000        0.000        3988827                     3336339                     0                           0                           
GPU 2           71.292            0.000        0.000        0.000        4650795                     4015551                     0                           0                           
GPU 3           71.525            0.000        0.000        0.000        4808506                     4110262                     0                           0                           
GPU 4           71.526            0.000        0.000        0.000        4094316                     4401649                     0                           0                           
GPU 5           73.709            0.000        0.000        0.000        6415174                     3876889                     0                           0                           
GPU 6           73.550            0.000        0.000        0.000        4863949                     2648609                     0                           0                           
GPU 7           73.190            0.000        0.000        0.000        5545248                     4775380                     0                           0                           
GPU 0           102.592           0.000        0.000        0.000        504232                      302434                      0                           0                           
GPU 1           104.074           0.000        0.000        0.000        529381                      327296                      0                           0                           
GPU 2           71.222            0.000        0.000        0.000        3260952                     4005113                     0                           0                           
GPU 3           71.501            0.000        0.000        0.000        4081513                     3488334                     0                           0                           
GPU 4           71.527            0.000        0.000        0.000        5096830                     2312323                     0                           0                           
GPU 5           73.678            0.000        0.000        0.000        4525046                     93374                       0                           0                           
