#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID               W                                                                                                                                                                       
GPU 0           131.623           0.182        0.018        0.121        606187493                   584918439                   405969980                   405969606                   
GPU 1           128.645           0.272        0.027        0.178        906993544                   875617498                   620070895                   620070418                   
GPU 2           71.540            0.000        0.000        0.000        3655415                     3083301                     0                           0                           
GPU 3           71.557            0.000        0.000        0.000        936698                      678615                      0                           0                           
GPU 4           71.833            0.000        0.000        0.000        3885738                     3283058                     0                           0                           
GPU 5           74.028            0.000        0.000        0.000        1892167                     1535275                     0                           0                           
GPU 6           73.621            0.000        0.000        0.000        510982                      318643                      0                           0                           
GPU 7           73.497            0.000        0.000        0.000        1493893                     1176473                     0                           0                           
GPU 0           105.369           0.000        0.000        0.000        513134                      304526                      0                           0                           
GPU 1           106.170           0.000        0.000        0.000        2715432                     2227605                     0                           0                           
GPU 2           71.555            0.000        0.000        0.000        514644                      325976                      0                           0                           
GPU 3           71.530            0.000        0.000        0.000        3187074                     2687670                     0                           0                           
GPU 4           71.782            0.000        0.000        0.000        546093                      351134                      0                           0                           
GPU 5           74.066            0.000        0.000        0.000        2504974                     2068631                     0                           0                           
GPU 6           73.565            0.000        0.000        0.000        2912842                     2440525                     0                           0                           
GPU 7           73.451            0.000        0.000        0.000        2766627                     2321682                     0                           0                           
GPU 0           105.011           0.000        0.000        0.000        5533500                     4666410                     0                           0                           
GPU 1           105.939           0.000        0.000        0.000        5911085                     5008820                     0                           0                           
GPU 2           71.555            0.000        0.000        0.000        6042471                     5206639                     0                           0                           
GPU 3           71.515            0.000        0.000        0.000        5520155                     4706924                     0                           0                           
GPU 4           71.782            0.000        0.000        0.000        5904374                     5103501                     0                           0                           
GPU 5           74.066            0.000        0.000        0.000        2504974                     4811186                     0                           0                           
GPU 6           73.565            0.000        0.000        0.000        5136641                     4415452                     0                           0                           
GPU 7           73.548            0.000        0.000        0.000        4711536                     2321682                     0                           0                           
GPU 0           105.011           0.000        0.000        0.000        5756522                     4666410                     0                           0                           
