#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID               W                                                                                                                                                                       
GPU 0           173.519           N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1           187.363           N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 2           71.618            N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3           71.553            N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 4           71.673            N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 5           73.915            N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 6           73.593            N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 7           73.283            N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0           98.359            0.000        0.000        0.000        4228371                     3544871                     0                           0                           
GPU 1           99.989            0.000        0.000        0.000        4204825                     3550147                     0                           0                           
GPU 2           71.573            0.000        0.000        0.000        4582429                     3937304                     0                           0                           
GPU 3           71.499            0.000        0.000        0.000        4574676                     3922273                     0                           0                           
GPU 4           71.605            0.000        0.000        0.000        4665781                     4030086                     0                           0                           
GPU 5           73.878            0.000        0.000        0.000        4642151                     3991788                     0                           0                           
GPU 6           73.553            0.000        0.000        0.000        4609319                     3977869                     0                           0                           
GPU 7           73.306            0.000        0.000        0.000        4544228                     3920130                     0                           0                           
GPU 0           97.995            0.000        0.000        0.000        4069083                     3369200                     0                           0                           
GPU 1           99.885            0.000        0.000        0.000        4741912                     3961365                     0                           0                           
GPU 2           71.594            0.000        0.000        0.000        4354520                     3687564                     0                           0                           
GPU 3           71.538            0.000        0.000        0.000        2403339                     1969996                     0                           0                           
GPU 4           71.640            0.000        0.000        0.000        4122868                     3487350                     0                           0                           
GPU 5           73.798            0.000        0.000        0.000        3809169                     3213745                     0                           0                           
GPU 6           73.594            0.000        0.000        0.000        2791474                     2323976                     0                           0                           
GPU 7           73.314            0.000        0.000        0.000        3251172                     2724342                     0                           0                           
GPU 0           98.239            0.000        0.000        0.000        6221252                     5275767                     0                           0                           
GPU 1           99.779            0.000        0.000        0.000        4136203                     3453213                     0                           0                           
GPU 2           71.567            0.000        0.000        0.000        5884741                     5083340                     0                           0                           
GPU 3           71.526            0.000        0.000        0.000        6775259                     6412245                     0                           0                           
GPU 4           71.575            0.000        0.000        0.000        5542516                     4785749                     0                           0                           
GPU 5           73.843            0.000        0.000        0.000        3809169                     5469101                     0                           0                           
GPU 6           73.576            0.000        0.000        0.000        7000133                     6070188                     0                           0                           
GPU 7           73.344            0.000        0.000        0.000        6625580                     2724342                     0                           0                           
GPU 0           98.270            0.000        0.000        0.000        7755527                     6559104                     0                           0                           
