#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID               W                                                                                                                                                                       
GPU 0           190.977           N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1           186.097           N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 2           172.957           N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3           176.115           N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 4           71.518            N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 5           73.610            N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 6           73.558            N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 7           73.198            N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0           100.340           0.002        0.000        0.001        8018855                     10055672                    4470410                     4470410                     
GPU 1           102.192           0.001        0.000        0.001        7504054                     7068990                     4471716                     4470143                     
GPU 2           100.512           0.002        0.000        0.001        7810960                     9024379                     4469471                     4471043                     
GPU 3           99.863            0.002        0.000        0.001        7972741                     9681447                     4470416                     4470416                     
GPU 4           71.518            0.000        0.000        0.000        4490293                     3845154                     0                           0                           
GPU 5           73.698            0.000        0.000        0.000        4482672                     3838174                     0                           0                           
GPU 6           73.579            0.000        0.000        0.000        4420579                     3775966                     0                           0                           
GPU 7           73.206            0.000        0.000        0.000        4371618                     3735946                     0                           0                           
GPU 0           100.340           0.002        0.000        0.001        8018855                     10055672                    4470410                     4470410                     
GPU 1           102.192           0.001        0.000        0.001        5014702                     7068990                     4471716                     4470143                     
GPU 2           100.512           0.002        0.000        0.001        7810960                     9024379                     4469471                     4471043                     
GPU 3           99.863            0.002        0.000        0.001        7972741                     2081218                     4470416                     4470416                     
GPU 4           71.518            0.000        0.000        0.000        4490293                     3845154                     0                           0                           
GPU 5           73.698            0.000        0.000        0.000        4482672                     3838174                     0                           0                           
GPU 6           73.579            0.000        0.000        0.000        4420579                     3775966                     0                           0                           
GPU 7           73.206            0.000        0.000        0.000        4371618                     3735946                     0                           0                           
GPU 0           97.702            0.000        0.000        0.000        4297625                     3579073                     0                           0                           
GPU 1           99.502            0.000        0.000        0.000        5146743                     4215360                     0                           0                           
GPU 2           98.191            0.000        0.000        0.000        4457753                     3718700                     0                           0                           
GPU 3           97.300            0.000        0.000        0.000        2581565                     5220900                     0                           0                           
GPU 4           71.548            0.000        0.000        0.000        4690613                     4014079                     0                           0                           
GPU 5           73.708            0.000        0.000        0.000        3875773                     3275327                     0                           0                           
GPU 6           73.595            0.000        0.000        0.000        7203711                     3234467                     0                           0                           
GPU 7           73.222            0.000        0.000        0.000        3809363                     3214439                     0                           0                           
