#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID               W                                                                                                                                                                       
GPU 0           106.191           N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1           111.419           N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 2           108.738           N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3           105.528           N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 4           107.622           N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 5           110.022           N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 6           111.448           N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 7           111.995           N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0           98.079            0.000        0.000        0.000        518360                      303992                      0                           0                           
GPU 1           99.915            0.000        0.000        0.000        564948                      364013                      0                           0                           
GPU 2           99.113            0.000        0.000        0.000        798278                      550880                      0                           0                           
GPU 3           98.304            0.000        0.000        0.000        4543108                     3829698                     0                           0                           
GPU 4           97.750            0.000        0.000        0.000        2087134                     1667820                     0                           0                           
GPU 5           100.221           0.000        0.000        0.000        2549447                     2069329                     0                           0                           
GPU 6           101.424           0.000        0.000        0.000        3349518                     2767499                     0                           0                           
GPU 7           102.665           0.000        0.000        0.000        2992202                     2456364                     0                           0                           
GPU 0           98.079            0.000        0.000        0.000        7618545                     6490434                     0                           0                           
GPU 1           99.964            0.000        0.000        0.000        4375757                     3657122                     0                           0                           
GPU 2           99.070            0.000        0.000        0.000        6832992                     5807162                     0                           0                           
GPU 3           98.387            0.000        0.000        0.000        3470695                     2854127                     0                           0                           
GPU 4           97.691            0.000        0.000        0.000        5859530                     4960160                     0                           0                           
GPU 5           100.253           0.000        0.000        0.000        5300292                     4465307                     0                           0                           
GPU 6           101.410           0.000        0.000        0.000        4369405                     3662295                     0                           0                           
GPU 7           102.644           0.000        0.000        0.000        4740184                     3984920                     0                           0                           
GPU 0           98.085            0.000        0.000        0.000        7967226                     6790410                     0                           0                           
GPU 1           99.980            0.000        0.000        0.000        10085859                    8673543                     0                           0                           
GPU 2           99.100            0.000        0.000        0.000        7833458                     6702337                     0                           0                           
GPU 3           98.314            0.000        0.000        0.000        7874102                     6747209                     0                           0                           
GPU 4           97.784            0.000        0.000        0.000        7962047                     6841983                     0                           0                           
GPU 5           100.206           0.000        0.000        0.000        7906230                     6791444                     0                           0                           
GPU 6           101.445           0.000        0.000        0.000        7860676                     6755317                     0                           0                           
GPU 7           102.459           0.000        0.000        0.000        7816114                     6726408                     0                           0                           
GPU 0           98.006            0.000        0.000        0.000        7954965                     6819215                     0                           0                           
GPU 1           99.959            0.000        0.000        0.000        8529946                     7302812                     0                           0                           
GPU 2           99.018            0.000        0.000        0.000        7822804                     6703239                     0                           0                           
GPU 3           98.294            0.000        0.000        0.000        8141995                     6977505                     0                           0                           
GPU 4           97.748            0.000        0.000        0.000        9387918                     8090593                     0                           0                           
GPU 5           100.135           0.000        0.000        0.000        8953247                     7710084                     0                           0                           
GPU 6           101.385           0.000        0.000        0.000        9163352                     7888597                     0                           0                           
GPU 7           102.564           0.000        0.000        0.000        9219314                     7934671                     0                           0                           
GPU 0           97.896            0.000        0.000        0.000        285127                      91198                       0                           0                           
GPU 1           99.896            0.000        0.000        0.000        499535                      311882                      0                           0                           
GPU 2           98.959            0.000        0.000        0.000        272564                      90156                       0                           0                           
GPU 3           98.279            0.000        0.000        0.000        3997364                     3359673                     0                           0                           
GPU 4           97.642            0.000        0.000        0.000        468061                      267313                      0                           0                           
GPU 5           100.112           0.000        0.000        0.000        451827                      247404                      0                           0                           
