#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID               W                                                                                                                                                                       
GPU 0           120.119           0.092        0.004        0.031        183737902                   2100475028                  817733247                   1964793                     
GPU 1           126.670           0.072        0.004        0.025        107484075                   1341001935                  629701579                   629703675                   
GPU 2           125.698           0.095        0.004        0.031        214200747                   2750339081                  820645059                   820644535                   
GPU 3           118.188           0.083        0.004        0.028        967989023                   2361078446                  1719077                     716651194                   
GPU 4           118.461           0.088        0.004        0.030        331795691                   4090841532                  774464544                   1851030                     
GPU 5           127.321           0.093        0.004        0.031        180629379                   2169325625                  812319099                   812216372                   
GPU 6           128.167           0.055        0.003        0.019        104540181                   1231820056                  486197923                   486200019                   
GPU 7           121.584           0.093        0.004        0.031        1045319465                  1899562991                  1945071                     811109520                   
GPU 0           98.363            0.028        0.001        0.010        58392193                    645315028                   248825674                   593339                      
GPU 1           101.040           0.000        0.000        0.000        476982                      272998                      0                           0                           
GPU 2           100.483           0.009        0.000        0.003        23799969                    279901149                   82901048                    82901375                    
GPU 3           98.839            0.000        0.000        0.000        2646069                     2154681                     0                           0                           
GPU 4           98.562            0.000        0.000        0.000        2645110                     2148286                     0                           0                           
GPU 5           101.840           0.016        0.001        0.005        32768658                    368587441                   139339099                   139401688                   
GPU 6           101.882           0.000        0.000        0.000        483773                      266258                      0                           0                           
GPU 7           103.105           0.020        0.001        0.007        229694660                   412081670                   422810                      177100999                   
GPU 0           98.354            0.000        0.000        0.000        4138430                     3450264                     0                           0                           
GPU 1           100.976           0.000        0.000        0.000        4099559                     3423462                     0                           0                           
GPU 2           100.466           0.000        0.000        0.000        4049881                     3384772                     0                           0                           
GPU 3           98.786            0.000        0.000        0.000        4047975                     3365537                     0                           0                           
GPU 4           98.560            0.000        0.000        0.000        4380127                     3619095                     0                           0                           
GPU 5           101.737           0.000        0.000        0.000        4340477                     3560019                     0                           0                           
GPU 6           101.873           0.000        0.000        0.000        4232070                     3485142                     0                           0                           
GPU 7           103.203           0.000        0.000        0.000        4389377                     3614843                     0                           0                           
GPU 0           98.354            0.000        0.000        0.000        4138430                     3450264                     0                           0                           
GPU 1           100.976           0.000        0.000        0.000        3451735                     3423462                     0                           0                           
GPU 2           100.466           0.000        0.000        0.000        4049881                     3384772                     0                           0                           
GPU 3           98.786            0.000        0.000        0.000        4047975                     419796                      0                           0                           
