#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID               W                                                                                                                                                                       
GPU 0           166.172           0.550        0.044        0.403        15359523                    70148141                    0                           0                           
GPU 1           72.268            0.000        0.000        0.000        3570516                     2984019                     0                           0                           
GPU 2           71.053            0.000        0.000        0.000        4210991                     3551255                     0                           0                           
GPU 3           71.003            0.000        0.000        0.000        3259962                     2721069                     0                           0                           
GPU 4           71.505            0.000        0.000        0.000        4150603                     3520152                     0                           0                           
GPU 5           73.121            0.000        0.000        0.000        4110187                     3482970                     0                           0                           
GPU 6           73.087            0.000        0.000        0.000        4062240                     3444939                     0                           0                           
GPU 7           72.700            0.000        0.000        0.000        4161432                     3564612                     0                           0                           
GPU 0           166.172           0.550        0.044        0.403        15359523                    70148141                    0                           0                           
GPU 1           72.268            0.000        0.000        0.000        2356918                     2984019                     0                           0                           
GPU 2           71.053            0.000        0.000        0.000        4210991                     3551255                     0                           0                           
GPU 3           71.003            0.000        0.000        0.000        3259962                     838059                      0                           0                           
GPU 4           71.505            0.000        0.000        0.000        4150603                     3520152                     0                           0                           
GPU 5           73.121            0.000        0.000        0.000        4110187                     3482970                     0                           0                           
GPU 6           73.087            0.000        0.000        0.000        4062240                     3444939                     0                           0                           
GPU 7           72.700            0.000        0.000        0.000        4161432                     3564612                     0                           0                           
GPU 0           112.320           0.000        0.000        0.000        2413676                     1939327                     0                           0                           
GPU 1           72.263            0.000        0.000        0.000        546768                      1926672                     0                           0                           
GPU 2           71.068            0.000        0.000        0.000        2406582                     1974787                     0                           0                           
GPU 3           71.011            0.000        0.000        0.000        1119705                     3022578                     0                           0                           
GPU 4           71.513            0.000        0.000        0.000        1760933                     1407240                     0                           0                           
GPU 5           73.122            0.000        0.000        0.000        2079188                     1671735                     0                           0                           
GPU 6           73.075            0.000        0.000        0.000        2171283                     1400261                     0                           0                           
GPU 7           72.669            0.000        0.000        0.000        1880622                     1497241                     0                           0                           
GPU 0           111.454           0.000        0.000        0.000        516288                      284614                      0                           0                           
GPU 1           72.263            0.000        0.000        0.000        3740627                     342385                      0                           0                           
GPU 2           71.078            0.000        0.000        0.000        498921                      305536                      0                           0                           
GPU 3           71.024            0.000        0.000        0.000        3597281                     2785678                     0                           0                           
GPU 4           71.507            0.000        0.000        0.000        2244851                     1850705                     0                           0                           
GPU 5           73.074            0.000        0.000        0.000        1657549                     1315872                     0                           0                           
GPU 6           73.065            0.000        0.000        0.000        2171283                     1779791                     0                           0                           
GPU 7           72.674            0.000        0.000        0.000        2121493                     1734719                     0                           0                           
GPU 0           110.644           0.000        0.000        0.000        5289493                     4316035                     0                           0                           
GPU 1           72.201            0.000        0.000        0.000        7018138                     3128541                     0                           0                           
GPU 2           71.068            0.000        0.000        0.000        5280316                     4485456                     0                           0                           
GPU 3           71.016            0.000        0.000        0.000        3365609                     3893805                     0                           0                           
GPU 4           71.507            0.000        0.000        0.000        4756823                     4054025                     0                           0                           
GPU 5           73.076            0.000        0.000        0.000        4689202                     3978468                     0                           0                           
GPU 6           73.064            0.000        0.000        0.000        5428797                     3238734                     0                           0                           
GPU 7           72.661            0.000        0.000        0.000        3817667                     3208699                     0                           0                           
GPU 0           110.286           0.000        0.000        0.000        7280309                     6216374                     0                           0                           
GPU 1           72.151            0.000        0.000        0.000        5433597                     4675676                     0                           0                           
GPU 2           71.070            0.000        0.000        0.000        6329093                     5484615                     0                           0                           
GPU 3           71.011            0.000        0.000        0.000        6533440                     5645196                     0                           0                           
GPU 4           71.502            0.000        0.000        0.000        6427919                     5581414                     0                           0                           
GPU 5           73.056            0.000        0.000        0.000        5560899                     4814743                     0                           0                           
GPU 6           73.050            0.000        0.000        0.000        6919130                     6022468                     0                           0                           
GPU 7           72.670            0.000        0.000        0.000        6175297                     5382013                     0                           0                           
GPU 0           109.578           0.000        0.000        0.000        6374292                     5388423                     0                           0                           
GPU 1           72.160            0.000        0.000        0.000        6034272                     5178222                     0                           0                           
GPU 2           71.020            0.000        0.000        0.000        6400683                     5516301                     0                           0                           
GPU 3           71.004            0.000        0.000        0.000        6557086                     5632177                     0                           0                           
GPU 4           71.513            0.000        0.000        0.000        5622631                     4844274                     0                           0                           
GPU 5           73.017            0.000        0.000        0.000        6560521                     5663979                     0                           0                           
GPU 6           73.061            0.000        0.000        0.000        5963361                     5139370                     0                           0                           
GPU 7           72.658            0.000        0.000        0.000        6146766                     5289468                     0                           0                           
GPU 0           109.140           0.000        0.000        0.000        610157                      409516                      0                           0                           
GPU 1           72.115            0.000        0.000        0.000        580656                      373129                      0                           0                           
GPU 2           70.995            0.000        0.000        0.000        611416                      414598                      0                           0                           
GPU 3           71.012            0.000        0.000        0.000        578522                      373104                      0                           0                           
GPU 4           71.487            0.000        0.000        0.000        1899475                     1556498                     0                           0                           
GPU 5           72.979            0.000        0.000        0.000        4150053                     3540907                     0                           0                           
GPU 6           73.081            0.000        0.000        0.000        1678649                     1352667                     0                           0                           
GPU 7           72.681            0.000        0.000        0.000        1819277                     1478687                     0                           0                           
GPU 0           108.676           0.000        0.000        0.000        273137                      66391                       0                           0                           
GPU 1           72.144            0.000        0.000        0.000        4491592                     3835487                     0                           0                           
GPU 2           70.999            0.000        0.000        0.000        4104252                     3460735                     0                           0                           
GPU 3           71.009            0.000        0.000        0.000        4197467                     3557184                     0                           0                           
GPU 4           71.492            0.000        0.000        0.000        4215942                     3576607                     0                           0                           
GPU 5           73.001            0.000        0.000        0.000        1366352                     1049061                     0                           0                           
GPU 6           73.065            0.000        0.000        0.000        4183616                     3558930                     0                           0                           
GPU 7           72.670            0.000        0.000        0.000        4118267                     3500448                     0                           0                           
GPU 0           108.676           0.000        0.000        0.000        5201980                     66391                       0                           0                           
GPU 1           72.144            0.000        0.000        0.000        4491592                     3835487                     0                           0                           
GPU 2           70.999            0.000        0.000        0.000        4402819                     3460735                     0                           0                           
GPU 3           71.009            0.000        0.000        0.000        4197467                     3557184                     0                           0                           
GPU 4           71.492            0.000        0.000        0.000        4215942                     3733827                     0                           0                           
GPU 5           73.001            0.000        0.000        0.000        1366352                     4095495                     0                           0                           
GPU 6           73.065            0.000        0.000        0.000        4183616                     3558930                     0                           0                           
GPU 7           72.670            0.000        0.000        0.000        3846784                     3500448                     0                           0                           
GPU 0           107.625           0.000        0.000        0.000        5322675                     4397638                     0                           0                           
GPU 1           72.197            0.000        0.000        0.000        5135917                     314427                      0                           0                           
GPU 2           71.044            0.000        0.000        0.000        4278376                     3746668                     0                           0                           
GPU 3           70.995            0.000        0.000        0.000        4053561                     3424133                     0                           0                           
GPU 4           71.512            0.000        0.000        0.000        4376500                     3736087                     0                           0                           
GPU 5           73.023            0.000        0.000        0.000        4870092                     4135360                     0                           0                           
GPU 6           73.097            0.000        0.000        0.000        3724421                     3996156                     0                           0                           
GPU 7           72.691            0.000        0.000        0.000        4752782                     3249803                     0                           0                           
GPU 0           107.319           0.000        0.000        0.000        528231                      317987                      0                           0                           
GPU 1           72.144            0.000        0.000        0.000        517233                      3503930                     0                           0                           
GPU 2           70.989            0.000        0.000        0.000        280383                      3636410                     0                           0                           
GPU 3           71.000            0.000        0.000        0.000        3006022                     2511618                     0                           0                           
GPU 4           71.500            0.000        0.000        0.000        264417                      79563                       0                           0                           
GPU 5           72.984            0.000        0.000        0.000        1928509                     1553288                     0                           0                           
GPU 6           73.067            0.000        0.000        0.000        4659951                     842803                      0                           0                           
GPU 7           72.684            0.000        0.000        0.000        669940                      4063914                     0                           0                           
GPU 0           106.943           0.000        0.000        0.000        3572068                     2868836                     0                           0                           
GPU 1           72.144            0.000        0.000        0.000        4150012                     221148                      0                           0                           
GPU 2           71.047            0.000        0.000        0.000        4297912                     99051                       0                           0                           
GPU 3           71.011            0.000        0.000        0.000        3668040                     3057811                     0                           0                           
GPU 4           71.500            0.000        0.000        0.000        4871415                     4170341                     0                           0                           
GPU 5           72.972            0.000        0.000        0.000        4062995                     3421028                     0                           0                           
GPU 6           73.103            0.000        0.000        0.000        1129269                     2716313                     0                           0                           
GPU 7           72.683            0.000        0.000        0.000        4141066                     431923                      0                           0                           
GPU 0           106.780           0.000        0.000        0.000        520587                      306296                      0                           0                           
GPU 1           72.126            0.000        0.000        0.000        430768                      4025416                     0                           0                           
GPU 2           70.986            0.000        0.000        0.000        1234443                     3641774                     0                           0                           
GPU 3           70.999            0.000        0.000        0.000        513043                      313381                      0                           0                           
GPU 4           71.516            0.000        0.000        0.000        1119759                     828028                      0                           0                           
GPU 5           72.968            0.000        0.000        0.000        514611                      306041                      0                           0                           
GPU 6           73.097            0.000        0.000        0.000        3234630                     2034377                     0                           0                           
GPU 7           72.708            0.000        0.000        0.000        1741348                     3539587                     0                           0                           
GPU 0           106.780           0.000        0.000        0.000        3970803                     3306731                     0                           0                           
GPU 1           72.133            0.000        0.000        0.000        4683044                     4025416                     0                           0                           
GPU 2           71.027            0.000        0.000        0.000        3826426                     933336                      0                           0                           
GPU 3           70.999            0.000        0.000        0.000        4354875                     3709766                     0                           0                           
GPU 4           71.515            0.000        0.000        0.000        1119759                     3173030                     0                           0                           
GPU 5           72.924            0.000        0.000        0.000        4474521                     3825273                     0                           0                           
GPU 6           73.088            0.000        0.000        0.000        2480118                     2034377                     0                           0                           
GPU 7           72.694            0.000        0.000        0.000        3025114                     1390696                     0                           0                           
#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID               W                                                                                                                                                                       
GPU 0           525.073           0.000        0.181        0.000        478540                      275173                      0                           0                           
GPU 1           72.178            0.000        0.000        0.000        3696357                     405468                      0                           0                           
GPU 2           70.992            0.000        0.000        0.000        3629321                     3069486                     0                           0                           
GPU 3           70.930            0.000        0.000        0.000        456365                      260576                      0                           0                           
GPU 4           71.469            0.000        0.000        0.000        2763753                     2294472                     0                           0                           
GPU 5           72.914            0.000        0.000        0.000        2086452                     1682578                     0                           0                           
GPU 6           73.060            0.000        0.000        0.000        2153539                     3782073                     0                           0                           
GPU 7           72.682            0.000        0.000        0.000        2517116                     2558099                     0                           0                           
GPU 0           525.073           0.562        0.427        0.242        11971477                    53611970                    0                           0                           
GPU 1           72.146            0.000        0.000        0.000        603289                      405468                      0                           0                           
GPU 2           70.937            0.000        0.000        0.000        545625                      358121                      0                           0                           
GPU 3           70.930            0.000        0.000        0.000        5123499                     4423014                     0                           0                           
GPU 4           71.473            0.000        0.000        0.000        2763753                     1411833                     0                           0                           
GPU 5           72.965            0.000        0.000        0.000        1715726                     1378765                     0                           0                           
GPU 6           73.064            0.000        0.000        0.000        4420366                     3782073                     0                           0                           
GPU 7           72.717            0.000        0.000        0.000        2185398                     2089038                     0                           0                           
GPU 0           481.297           0.880        0.338        0.252        10825926                    46291269                    0                           0                           
