#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID               W                                                                                                                                                                       
GPU 0           104.152           N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1           109.032           N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 2           108.060           N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3           104.203           N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 4           103.526           N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 5           108.542           N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 6           109.723           N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 7           108.323           N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0           97.710            0.000        0.000        0.000        514182                      304526                      0                           0                           
GPU 1           99.451            0.000        0.000        0.000        528821                      330222                      0                           0                           
GPU 2           98.515            0.000        0.000        0.000        519961                      313968                      0                           0                           
GPU 3           97.752            0.000        0.000        0.000        4004470                     3345794                     0                           0                           
GPU 4           97.591            0.000        0.000        0.000        1594995                     1244337                     0                           0                           
GPU 5           99.589            0.000        0.000        0.000        2398532                     1943041                     0                           0                           
GPU 6           100.345           0.000        0.000        0.000        1033609                     756338                      0                           0                           
GPU 7           101.918           0.000        0.000        0.000        1346562                     1029970                     0                           0                           
GPU 0           97.710            0.000        0.000        0.000        7231412                     304526                      0                           0                           
GPU 1           99.489            0.000        0.000        0.000        5829370                     330222                      0                           0                           
GPU 2           98.515            0.000        0.000        0.000        7090111                     313968                      0                           0                           
GPU 3           97.752            0.000        0.000        0.000        4004470                     3155767                     0                           0                           
GPU 4           97.591            0.000        0.000        0.000        1594995                     4772375                     0                           0                           
GPU 5           99.589            0.000        0.000        0.000        2398532                     4285477                     0                           0                           
GPU 6           100.345           0.000        0.000        0.000        6084311                     756338                      0                           0                           
GPU 7           101.918           0.000        0.000        0.000        5901975                     1029970                     0                           0                           
GPU 0           97.774            0.000        0.000        0.000        10111925                    8680265                     0                           0                           
GPU 1           99.482            0.000        0.000        0.000        9770068                     8401976                     0                           0                           
GPU 2           98.532            0.000        0.000        0.000        7801404                     6678119                     0                           0                           
GPU 3           97.706            0.000        0.000        0.000        10093241                    7014161                     0                           0                           
GPU 4           97.617            0.000        0.000        0.000        9093976                     7798164                     0                           0                           
GPU 5           99.603            0.000        0.000        0.000        5066989                     7212077                     0                           0                           
GPU 6           100.345           0.000        0.000        0.000        9226601                     7938242                     0                           0                           
GPU 7           101.719           0.000        0.000        0.000        8496495                     5023493                     0                           0                           
GPU 0           97.627            0.000        0.000        0.000        3254267                     2692124                     0                           0                           
GPU 1           99.418            0.000        0.000        0.000        7572004                     6461835                     0                           0                           
GPU 2           98.382            0.000        0.000        0.000        3517657                     2937011                     0                           0                           
GPU 3           97.651            0.000        0.000        0.000        1093898                     817148                      0                           0                           
GPU 4           97.499            0.000        0.000        0.000        1799981                     1445342                     0                           0                           
GPU 5           99.522            0.000        0.000        0.000        6334805                     5385487                     0                           0                           
GPU 6           100.164           0.000        0.000        0.000        7799762                     6677573                     0                           0                           
GPU 7           101.724           0.000        0.000        0.000        8534958                     7325329                     0                           0                           
GPU 0           97.441            0.000        0.000        0.000        3632739                     3007111                     0                           0                           
GPU 1           99.392            0.000        0.000        0.000        539374                      340713                      0                           0                           
GPU 2           98.410            0.000        0.000        0.000        4193767                     3530187                     0                           0                           
GPU 3           97.658            0.000        0.000        0.000        4139728                     3473010                     0                           0                           
GPU 4           97.531            0.000        0.000        0.000        4107537                     3445572                     0                           0                           
GPU 5           99.487            0.000        0.000        0.000        2716711                     2210374                     0                           0                           
GPU 6           100.089           0.000        0.000        0.000        208617                      20966                       0                           0                           
GPU 7           101.669           0.000        0.000        0.000        670926                      424570                      0                           0                           
GPU 0           97.441            0.000        0.000        0.000        4644509                     3007111                     0                           0                           
GPU 1           99.415            0.000        0.000        0.000        4312182                     340713                      0                           0                           
GPU 2           98.410            0.000        0.000        0.000        4004503                     3530187                     0                           0                           
GPU 3           97.658            0.000        0.000        0.000        4139728                     3473010                     0                           0                           
GPU 4           97.531            0.000        0.000        0.000        4107537                     3726174                     0                           0                           
GPU 5           99.487            0.000        0.000        0.000        2716711                     4463440                     0                           0                           
GPU 6           100.089           0.000        0.000        0.000        4825128                     20966                       0                           0                           
GPU 7           101.669           0.000        0.000        0.000        5037919                     424570                      0                           0                           
GPU 0           97.392            0.000        0.000        0.000        4283218                     3612852                     0                           0                           
GPU 1           99.391            0.000        0.000        0.000        7905863                     295109                      0                           0                           
GPU 2           98.380            0.000        0.000        0.000        4044697                     3397662                     0                           0                           
GPU 3           97.545            0.000        0.000        0.000        550354                      5859976                     0                           0                           
GPU 4           97.563            0.000        0.000        0.000        3627742                     3028622                     0                           0                           
GPU 5           99.484            0.000        0.000        0.000        5239143                     3440519                     0                           0                           
GPU 6           100.147           0.000        0.000        0.000        6731800                     5763226                     0                           0                           
GPU 7           101.639           0.000        0.000        0.000        6524594                     4269547                     0                           0                           
GPU 0           100.305           0.000        0.000        0.000        3612207                     2999452                     0                           0                           
GPU 1           99.364            0.000        0.000        0.001        9477840                     79329869                    93089562                    93088514                    
GPU 2           102.304           0.000        0.000        0.000        4111243                     3461851                     0                           0                           
GPU 3           100.387           0.000        0.000        0.000        4172917                     3519359                     0                           0                           
GPU 4           98.190            0.000        0.000        0.000        4142777                     3501234                     0                           0                           
GPU 5           104.561           0.000        0.000        0.000        1709690                     1348569                     0                           0                           
GPU 6           104.706           0.000        0.000        0.000        462822                      259977                      0                           0                           
GPU 7           102.247           0.000        0.000        0.000        435045                      233962                      0                           0                           
GPU 0           100.305           0.000        0.001        0.000        105155025                   2999452                     0                           0                           
GPU 1           106.287           0.004        0.000        0.001        9477840                     79329869                    93089562                    93088514                    
GPU 2           102.304           0.069        0.000        0.023        112080763                   3461851                     0                           0                           
GPU 3           100.387           0.000        0.004        0.000        4172917                     3519359                     0                           0                           
GPU 4           98.190            0.000        0.000        0.026        4142777                     2579410605                  0                           0                           
GPU 5           104.561           0.000        0.000        0.000        1709690                     694102603                   0                           0                           
GPU 6           104.706           0.000        0.000        0.006        29029917                    259977                      0                           0                           
GPU 7           102.247           0.022        0.000        0.000        317370754                   233962                      0                           0                           
GPU 0           130.967           0.032        0.004        0.010        176464618                   1208395305                  362835270                   738994                      
GPU 1           145.011           0.092        0.005        0.031        98535754                    1281121867                  800340021                   800340458                   
GPU 2           138.750           0.094        0.004        0.032        144029542                   1501886422                  664587643                   664588120                   
GPU 3           129.387           0.085        0.004        0.027        1012310791                  1683093602                  1834302                     810049691                   
GPU 4           130.630           0.077        0.004        0.032        244469555                   2876787431                  753996250                   1937960                     
GPU 5           141.339           0.047        0.002        0.015        57141553                    1267061792                  480126690                   480126690                   
GPU 6           142.940           0.089        0.004        0.030        113909255                   1360445715                  801621032                   801622605                   
GPU 7           132.377           0.088        0.001        0.007        976398918                   346224282                   500828                      261999537                   
GPU 0           130.507           0.088        0.004        0.029        186462245                   1973161309                  799260633                   1918156                     
GPU 1           145.599           0.095        0.005        0.033        96159566                    1266949434                  812296740                   812297322                   
GPU 2           140.693           0.092        0.004        0.031        140976565                   1874100153                  811340936                   811335695                   
GPU 3           128.427           0.093        0.004        0.031        1010265091                  1636711339                  1939585                     808452831                   
GPU 4           132.289           0.092        0.005        0.030        238388037                   2811177196                  807646306                   1922923                     
GPU 5           142.803           0.091        0.004        0.030        104605486                   1333711678                  804744747                   804746319                   
GPU 6           145.273           0.094        0.005        0.033        114377055                   1375550739                  812343801                   812348518                   
GPU 7           134.890           0.093        0.004        0.028        984610881                   1226179469                  1917627                     801180485                   
GPU 0           134.244           0.103        0.004        0.035        187147450                   2581515499                  850796591                   1919687                     
GPU 1           143.979           0.089        0.006        0.033        98276063                    1351312839                  853313237                   853313237                   
GPU 2           139.199           0.096        0.004        0.031        150550045                   1964778003                  852658980                   852662649                   
GPU 3           131.087           0.090        0.005        0.030        1174536186                  2522033189                  1921756                     851299360                   
GPU 4           129.997           0.088        0.004        0.031        247911390                   2941771488                  851528703                   2066535                     
GPU 5           141.544           0.091        0.004        0.030        106031182                   1594667282                  852503957                   852502909                   
GPU 6           141.884           0.100        0.004        0.028        101542940                   1249023342                  854012363                   854012888                   
GPU 7           136.456           0.089        0.004        0.032        1088393338                  1256860151                  2159489                     807761143                   
GPU 0           134.871           0.104        0.005        0.036        228533615                   2624192515                  991083518                   2243810                     
GPU 1           148.191           0.100        0.006        0.034        106698078                   1394347245                  923034117                   923032370                   
GPU 2           142.781           0.105        0.005        0.035        160373732                   2095964769                  918502865                   918502341                   
GPU 3           131.937           0.100        0.005        0.035        1210242921                  2560076384                  2204808                     921351140                   
GPU 4           134.642           0.102        0.005        0.034        277242816                   3270870691                  917337913                   2203338                     
GPU 5           146.456           0.104        0.005        0.035        135353786                   1627922498                  917584728                   917584728                   
GPU 6           146.184           0.102        0.005        0.032        108367268                   1358484999                  992810513                   992813424                   
GPU 7           136.955           0.102        0.005        0.035        1143315322                  1945415431                  2211097                     920885222                   
GPU 0           134.789           0.103        0.005        0.036        220141524                   2478899037                  913538925                   2191200                     
GPU 1           149.379           0.104        0.006        0.036        111852328                   1359175219                  974001381                   974001381                   
GPU 2           142.403           0.104        0.005        0.035        143998803                   1861763780                  978480723                   978480723                   
GPU 3           131.292           0.103        0.005        0.034        1220823638                  1872834579                  2227654                     978528651                   
GPU 4           134.675           0.102        0.005        0.034        264684644                   3140249156                  974900255                   2227900                     
GPU 5           146.390           0.105        0.005        0.035        132632115                   1576975720                  984024560                   984025084                   
GPU 6           147.270           0.103        0.005        0.033        134125862                   1381741535                  915961125                   915957456                   
GPU 7           136.814           0.102        0.005        0.034        1171318680                  1593692824                  2222232                     977061597                   
#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID               W                                                                                                                                                                       
GPU 0           134.876           0.098        0.005        0.034        220141524                   2829353096                  916622897                   2098498                     
GPU 1           149.379           0.104        0.006        0.036        111852328                   1371837086                  913930106                   913928359                   
GPU 2           141.305           0.106        0.005        0.036        146403565                   1764575362                  908737250                   908737250                   
GPU 3           131.530           0.103        0.005        0.034        1122717206                  1872834579                  2187148                     909348923                   
GPU 4           132.644           0.103        0.005        0.035        257742230                   3053973161                  909973566                   2182000                     
GPU 5           143.605           0.097        0.005        0.035        149620380                   1734668255                  986156973                   986152606                   
GPU 6           145.655           0.099        0.005        0.035        134125862                   1499864683                  926307939                   926311274                   
GPU 7           137.164           0.102        0.005        0.035        1208223556                  1521322152                  2188110                     909582036                   
GPU 0           131.958           0.097        0.005        0.033        253887706                   2913828742                  852456729                   2041659                     
GPU 1           145.256           0.091        0.005        0.030        93552811                    1105044886                  889853399                   889857592                   
GPU 2           140.182           0.095        0.004        0.032        166673129                   2069257759                  854127884                   854121478                   
GPU 3           129.263           0.095        0.005        0.031        1151536528                  2120176399                  2023928                     895314137                   
GPU 4           132.040           0.094        0.005        0.031        291518647                   3440995979                  899534529                   2050502                     
GPU 5           143.150           0.094        0.004        0.030        129063750                   1545000509                  852803223                   852809047                   
GPU 6           145.892           0.096        0.005        0.033        127099802                   1455623902                  851962977                   851961230                   
GPU 7           133.664           0.091        0.004        0.029        1127977991                  1798483821                  1996843                     883303061                   
GPU 0           132.949           0.095        0.004        0.033        228757069                   2584432258                  836949814                   2007266                     
GPU 1           144.943           0.094        0.005        0.031        95375860                    1177216912                  849229133                   849228657                   
GPU 2           140.186           0.093        0.004        0.030        203951865                   2634964599                  829957238                   829958286                   
GPU 3           130.343           0.097        0.005        0.032        1134102443                  2594079308                  2040786                     850157433                   
GPU 4           131.792           0.095        0.005        0.031        271281214                   3238727691                  852309020                   2041626                     
GPU 5           142.665           0.093        0.004        0.030        130658969                   1548423264                  832346103                   832345579                   
GPU 6           145.527           0.096        0.005        0.032        123882970                   1504603752                  843466839                   843465267                   
GPU 7           134.472           0.093        0.004        0.030        1118547506                  1876063827                  2027762                     845567160                   
GPU 0           132.273           0.091        0.004        0.031        180405130                   2068291803                  863973410                   1956436                     
