#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID               W                                                                                                                                                                       
GPU 0           193.034           0.165        0.012        0.090        6389993                     40679214                    2122664162                  2122664162                  
GPU 1           195.952           0.405        0.032        0.201        15473675                    80219648                    7424272112                  7424271064                  
GPU 2           184.499           0.419        0.034        0.200        14410604                    82623504                    8401866513                  8401866950                  
GPU 3           183.170           0.247        0.019        0.135        11891700                    59979708                    3886628625                  3886629207                  
GPU 4           72.106            0.000        0.000        0.000        3832099                     3237635                     0                           0                           
GPU 5           73.826            0.000        0.000        0.000        4382873                     3740876                     0                           0                           
GPU 6           73.798            0.000        0.000        0.000        4152303                     3537555                     0                           0                           
GPU 7           73.064            0.000        0.000        0.000        4890833                     4225833                     0                           0                           
GPU 0           193.034           0.165        0.000        0.090        3866615                     40679214                    2122664162                  2122664162                  
GPU 1           105.516           0.024        0.032        0.201        3733446                     80219648                    7424272112                  7424271064                  
GPU 2           184.499           0.055        0.034        0.030        4617682                     82623504                    8401866513                  8401866950                  
GPU 3           183.170           0.000        0.000        0.135        11891700                    2658689                     3886628625                  3886629207                  
GPU 4           72.106            0.000        0.000        0.000        3832099                     2180174                     0                           0                           
GPU 5           73.826            0.000        0.000        0.000        4382873                     2267941                     0                           0                           
GPU 6           73.798            0.000        0.000        0.000        2701140                     3537555                     0                           0                           
GPU 7           73.064            0.000        0.000        0.000        2994189                     4225833                     0                           0                           
GPU 0           104.388           0.000        0.000        0.000        472262                      258931                      0                           0                           
GPU 1           105.223           0.000        0.000        0.000        471192                      256823                      0                           0                           
GPU 2           104.710           0.000        0.000        0.000        291193                      91434                       0                           0                           
GPU 3           104.003           0.000        0.000        0.000        465451                      255788                      0                           0                           
GPU 4           72.027            0.000        0.000        0.000        468535                      272001                      0                           0                           
GPU 5           73.911            0.000        0.000        0.000        514650                      315498                      0                           0                           
GPU 6           73.628            0.000        0.000        0.000        510445                      313394                      0                           0                           
GPU 7           73.194            0.000        0.000        0.000        499944                      306569                      0                           0                           
GPU 0           104.293           0.000        0.000        0.000        4422177                     3607759                     0                           0                           
GPU 1           105.091           0.000        0.000        0.000        4372593                     3585390                     0                           0                           
GPU 2           104.595           0.000        0.000        0.000        4395103                     3593134                     0                           0                           
GPU 3           103.925           0.000        0.000        0.000        4370575                     3585454                     0                           0                           
GPU 4           72.018            0.000        0.000        0.000        4335306                     3696590                     0                           0                           
GPU 5           73.753            0.000        0.000        0.000        4236656                     3593611                     0                           0                           
GPU 6           73.647            0.000        0.000        0.000        4075624                     3459487                     0                           0                           
GPU 7           73.208            0.000        0.000        0.000        4018019                     3395427                     0                           0                           
GPU 0           104.293           0.000        0.000        0.000        4422177                     3607759                     0                           0                           
GPU 1           105.091           0.000        0.000        0.000        6192221                     3585390                     0                           0                           
GPU 2           104.595           0.000        0.000        0.000        4395103                     3593134                     0                           0                           
GPU 3           103.925           0.000        0.000        0.000        4370575                     3979298                     0                           0                           
GPU 4           72.018            0.000        0.000        0.000        4335306                     3696590                     0                           0                           
GPU 5           73.753            0.000        0.000        0.000        4236656                     3593611                     0                           0                           
GPU 6           73.647            0.000        0.000        0.000        4075624                     3459487                     0                           0                           
GPU 7           73.208            0.000        0.000        0.000        4018019                     3395427                     0                           0                           
GPU 0           103.917           0.000        0.000        0.000        6908973                     5729768                     0                           0                           
GPU 1           104.800           0.000        0.000        0.000        5302413                     5164081                     0                           0                           
GPU 2           104.256           0.000        0.000        0.000        6170731                     5163839                     0                           0                           
GPU 3           103.655           0.000        0.000        0.000        4830813                     5987464                     0                           0                           
GPU 4           72.052            0.000        0.000        0.000        6499808                     5596168                     0                           0                           
GPU 5           73.866            0.000        0.000        0.000        5865797                     5040829                     0                           0                           
GPU 6           73.648            0.000        0.000        0.000        5937269                     4863679                     0                           0                           
GPU 7           73.195            0.000        0.000        0.000        5596306                     4808952                     0                           0                           
GPU 0           103.741           0.000        0.000        0.000        4798519                     3984984                     0                           0                           
GPU 1           104.703           0.000        0.000        0.000        6540823                     5552099                     0                           0                           
GPU 2           104.087           0.000        0.000        0.000        6545730                     5566884                     0                           0                           
GPU 3           103.448           0.000        0.000        0.000        6128628                     5200060                     0                           0                           
GPU 4           72.013            0.000        0.000        0.000        6385334                     5541266                     0                           0                           
GPU 5           73.880            0.000        0.000        0.000        6291421                     5465036                     0                           0                           
GPU 6           73.685            0.000        0.000        0.000        7002192                     5102814                     0                           0                           
GPU 7           73.181            0.000        0.000        0.000        5817074                     5005377                     0                           0                           
