#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID               W                                                                                                                                                                       
GPU 0           129.310           0.334        0.031        0.211        1970746529                  2076774194                  0                           0                           
GPU 1           72.656            0.000        0.000        0.000        546176                      341797                      0                           0                           
GPU 2           71.517            0.000        0.000        0.000        220637                      36161                       0                           0                           
GPU 3           71.489            0.000        0.000        0.000        3860465                     3247307                     0                           0                           
GPU 4           126.315           0.218        0.020        0.138        1209629979                  1279634671                  0                           0                           
GPU 5           73.856            0.000        0.000        0.000        1724578                     1377147                     0                           0                           
GPU 6           73.596            0.000        0.000        0.000        2059179                     1659571                     0                           0                           
GPU 7           73.393            0.000        0.000        0.000        2161286                     1778187                     0                           0                           
GPU 0           107.118           0.000        0.000        0.000        2708189                     2205665                     0                           0                           
GPU 1           72.670            0.000        0.000        0.000        2518707                     2073272                     0                           0                           
GPU 2           71.543            0.000        0.000        0.000        3083203                     2588842                     0                           0                           
GPU 3           71.504            0.000        0.000        0.000        517210                      325418                      0                           0                           
GPU 4           106.297           0.000        0.000        0.000        2610248                     2119735                     0                           0                           
GPU 5           73.895            0.000        0.000        0.000        2709835                     2246225                     0                           0                           
GPU 6           73.591            0.000        0.000        0.000        2169190                     1783463                     0                           0                           
GPU 7           73.297            0.000        0.000        0.000        2528328                     2094518                     0                           0                           
GPU 0           106.814           0.000        0.000        0.000        4087687                     3395311                     0                           0                           
GPU 1           72.694            0.000        0.000        0.000        4442329                     3772600                     0                           0                           
GPU 2           71.541            0.000        0.000        0.000        4320622                     3677114                     0                           0                           
GPU 3           71.518            0.000        0.000        0.000        4361889                     3699980                     0                           0                           
GPU 4           106.046           0.000        0.000        0.000        4093673                     3347367                     0                           0                           
GPU 5           73.941            0.000        0.000        0.000        4231469                     3552862                     0                           0                           
GPU 6           73.590            0.000        0.000        0.000        3997578                     3369222                     0                           0                           
GPU 7           73.285            0.000        0.000        0.000        3982009                     3367860                     0                           0                           
GPU 0           106.814           0.000        0.000        0.000        4087687                     3395311                     0                           0                           
GPU 1           72.694            0.000        0.000        0.000        3437366                     3772600                     0                           0                           
GPU 2           71.541            0.000        0.000        0.000        4320622                     3677114                     0                           0                           
GPU 3           71.518            0.000        0.000        0.000        4361889                     995170                      0                           0                           
