#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID               W                                                                                                                                                                       
GPU 0           193.824           0.331        0.029        0.178        11973215                    61717568                    7821820372                  7821818942                  
GPU 1           194.778           0.518        0.045        0.262        12743884                    86111618                    12069193695                 12069194743                 
GPU 2           187.234           0.250        0.021        0.137        10670600                    51513857                    5371389626                  5371390674                  
GPU 3           184.531           0.465        0.040        0.245        12021617                    82222830                    10949206107                 10949206107                 
GPU 4           72.029            0.000        0.000        0.000        4186254                     3540078                     0                           0                           
GPU 5           73.632            0.000        0.000        0.000        2229328                     1844379                     0                           0                           
GPU 6           73.704            0.000        0.000        0.000        1115755                     856862                      0                           0                           
GPU 7           73.061            0.000        0.000        0.000        251031                      66033                       0                           0                           
GPU 0           107.336           0.000        0.000        0.000        468901                      258843                      0                           0                           
GPU 1           108.180           0.032        0.002        0.017        3685611                     9990677                     447269645                   447270570                   
GPU 2           107.530           0.000        0.000        0.000        512230                      304955                      0                           0                           
GPU 3           106.754           0.000        0.000        0.000        2802670                     2286582                     0                           0                           
GPU 4           72.008            0.000        0.000        0.000        506930                      318737                      0                           0                           
GPU 5           73.534            0.000        0.000        0.000        2470438                     2047068                     0                           0                           
GPU 6           73.575            0.000        0.000        0.000        2575863                     2136508                     0                           0                           
GPU 7           73.160            0.000        0.000        0.000        3186645                     2679806                     0                           0                           
GPU 0           107.336           0.000        0.000        0.000        5676834                     258843                      0                           0                           
GPU 1           107.746           0.000        0.002        0.017        4867017                     9990677                     447269645                   447270570                   
GPU 2           107.530           0.000        0.000        0.000        5215085                     304955                      0                           0                           
GPU 3           106.754           0.000        0.000        0.000        2802670                     3456064                     0                           0                           
GPU 4           72.008            0.000        0.000        0.000        506930                      4976224                     0                           0                           
GPU 5           73.534            0.000        0.000        0.000        2470438                     4215454                     0                           0                           
GPU 6           73.575            0.000        0.000        0.000        4757228                     2136508                     0                           0                           
GPU 7           73.160            0.000        0.000        0.000        4474869                     2679806                     0                           0                           
GPU 0           106.873           0.000        0.000        0.000        6997865                     4803763                     0                           0                           
GPU 1           107.394           0.000        0.000        0.000        8059154                     4100471                     0                           0                           
GPU 2           106.958           0.000        0.000        0.000        6903004                     4396395                     0                           0                           
GPU 3           105.974           0.000        0.000        0.000        4129837                     5894590                     0                           0                           
GPU 4           72.013            0.000        0.000        0.000        7682002                     6661483                     0                           0                           
GPU 5           73.575            0.000        0.000        0.000        4919777                     6644760                     0                           0                           
GPU 6           73.560            0.000        0.000        0.000        7510657                     6530607                     0                           0                           
GPU 7           73.194            0.000        0.000        0.000        7525208                     3816636                     0                           0                           
GPU 0           106.572           0.000        0.000        0.000        6719496                     5941466                     0                           0                           
GPU 1           107.272           0.000        0.000        0.000        4622119                     6861048                     0                           0                           
GPU 2           106.634           0.000        0.000        0.000        6102942                     5879013                     0                           0                           
GPU 3           105.595           0.000        0.000        0.000        6924273                     4860376                     0                           0                           
GPU 4           72.018            0.000        0.000        0.000        6955303                     6079542                     0                           0                           
GPU 5           73.601            0.000        0.000        0.000        7657173                     5874060                     0                           0                           
GPU 6           73.578            0.000        0.000        0.000        7123887                     6215643                     0                           0                           
GPU 7           73.149            0.000        0.000        0.000        6927108                     6537218                     0                           0                           
GPU 0           105.873           0.000        0.000        0.000        3673244                     3058098                     0                           0                           
GPU 1           106.889           0.000        0.000        0.000        4509448                     3804755                     0                           0                           
GPU 2           106.111           0.000        0.000        0.000        3951042                     3312627                     0                           0                           
GPU 3           105.469           0.000        0.000        0.000        6738920                     5729042                     0                           0                           
GPU 4           72.004            0.000        0.000        0.000        4341842                     3710873                     0                           0                           
GPU 5           73.512            0.000        0.000        0.000        4577485                     3912031                     0                           0                           
GPU 6           73.572            0.000        0.000        0.000        4322048                     3699748                     0                           0                           
GPU 7           73.051            0.000        0.000        0.000        4315103                     3706146                     0                           0                           
GPU 0           105.873           0.000        0.000        0.000        584418                      3058098                     0                           0                           
GPU 1           107.002           0.000        0.000        0.000        4221917                     3804755                     0                           0                           
GPU 2           106.111           0.000        0.000        0.000        2412713                     3312627                     0                           0                           
GPU 3           105.469           0.000        0.000        0.000        6738920                     3321607                     0                           0                           
GPU 4           72.004            0.000        0.000        0.000        4341842                     1673726                     0                           0                           
GPU 5           73.512            0.000        0.000        0.000        4577485                     1731544                     0                           0                           
GPU 6           73.572            0.000        0.000        0.000        4991014                     3699748                     0                           0                           
GPU 7           73.051            0.000        0.000        0.000        3896211                     3706146                     0                           0                           
GPU 0           105.449           0.000        0.000        0.000        6417266                     5433186                     0                           0                           
GPU 1           106.854           0.000        0.000        0.000        4546409                     3798437                     0                           0                           
GPU 2           105.642           0.000        0.000        0.000        6169308                     1957507                     0                           0                           
GPU 3           104.694           0.000        0.000        0.000        3392840                     2807325                     0                           0                           
GPU 4           72.002            0.000        0.000        0.000        2043502                     6192656                     0                           0                           
GPU 5           73.518            0.000        0.000        0.000        7211831                     6234459                     0                           0                           
GPU 6           73.565            0.000        0.000        0.000        4317214                     2636659                     0                           0                           
GPU 7           73.064            0.000        0.000        0.000        5303008                     4563803                     0                           0                           
GPU 0           105.227           0.000        0.000        0.000        524669                      322349                      0                           0                           
GPU 1           106.356           0.000        0.000        0.000        529378                      325489                      0                           0                           
GPU 2           105.507           0.000        0.000        0.000        439334                      5247450                     0                           0                           
GPU 3           104.531           0.000        0.000        0.000        3672051                     3087997                     0                           0                           
GPU 4           72.009            0.000        0.000        0.000        7112006                     954772                      0                           0                           
GPU 5           73.481            0.000        0.000        0.000        2301254                     1910811                     0                           0                           
GPU 6           73.582            0.000        0.000        0.000        3116475                     3631669                     0                           0                           
GPU 7           73.009            0.000        0.000        0.000        1900846                     1552855                     0                           0                           
GPU 0           104.984           0.000        0.000        0.000        4242427                     3560514                     0                           0                           
GPU 1           106.048           0.000        0.000        0.000        4227574                     3557745                     0                           0                           
GPU 2           105.253           0.000        0.000        0.000        4606101                     240633                      0                           0                           
GPU 3           104.530           0.000        0.000        0.000        3541362                     2932869                     0                           0                           
GPU 4           72.022            0.000        0.000        0.000        1247778                     3234771                     0                           0                           
GPU 5           73.516            0.000        0.000        0.000        4538007                     3903346                     0                           0                           
GPU 6           73.564            0.000        0.000        0.000        4257386                     286151                      0                           0                           
GPU 7           73.025            0.000        0.000        0.000        4466888                     3827039                     0                           0                           
GPU 0           104.823           0.048        0.006        0.020        4649421                     16439933                    1480874284                  1479734015                  
GPU 1           123.191           0.000        0.000        0.000        722738                      472741                      0                           0                           
GPU 2           120.888           0.034        0.000        0.012        4802862                     14017230                    274123513                   274123076                   
GPU 3           262.607           0.000        0.025        0.000        527079                      334884                      0                           0                           
GPU 4           72.022            0.000        0.000        0.000        3788554                     3240360                     0                           0                           
GPU 5           73.542            0.000        0.000        0.000        1824410                     1461325                     0                           0                           
GPU 6           73.545            0.000        0.000        0.000        469581                      3892483                     0                           0                           
GPU 7           72.941            0.000        0.000        0.000        1156470                     872593                      0                           0                           
GPU 0           344.198           0.583        0.210        0.194        8876330                     65135987                    41570064032                 41571841162                 
GPU 1           462.292           0.425        0.124        0.152        11771527                    65376525                    28777494189                 28779998914                 
GPU 2           441.360           0.595        0.002        0.187        9051843                     66212138                    39414177301                 39414177301                 
GPU 3           384.306           0.118        0.205        0.050        7463462                     30642014                    7143637169                  7143638741                  
GPU 4           72.694            0.000        0.000        0.000        3834662                     690461                      0                           0                           
GPU 5           73.505            0.000        0.000        0.000        2267957                     1884286                     0                           0                           
GPU 6           73.368            0.000        0.000        0.000        4528129                     924058                      0                           0                           
GPU 7           72.925            0.000        0.000        0.000        3678941                     3140318                     0                           0                           
GPU 0           371.700           0.481        0.067        0.220        14154503                    73939447                    12401400057                 12401399008                 
GPU 1           330.507           0.519        0.121        0.204        13219890                    71707671                    19549460196                 19547183747                 
GPU 2           302.471           0.491        0.200        0.221        14428440                    75460433                    12197362663                 12197363187                 
GPU 3           280.986           0.577        0.042        0.192        8716155                     64340339                    37925888640                 37925889164                 
GPU 4           72.235            0.000        0.000        0.000        934062                      3777366                     0                           0                           
GPU 5           73.759            0.000        0.000        0.000        4223383                     3606196                     0                           0                           
GPU 6           73.830            0.000        0.000        0.000        1217947                     3111522                     0                           0                           
GPU 7           73.258            0.000        0.000        0.000        2407395                     1975070                     0                           0                           
GPU 0           307.338           0.473        0.046        0.231        10181375                    69860441                    8508605778                  8508606302                  
GPU 1           308.619           0.477        0.045        0.226        10847169                    72336592                    8521784352                  8521782605                  
GPU 2           289.588           0.478        0.065        0.231        10943180                    72190796                    8509639172                  8509637743                  
GPU 3           273.790           0.458        0.042        0.219        14375176                    73118817                    8338129455                  8338162396                  
GPU 4           72.096            0.000        0.000        0.000        4414260                     467735                      0                           0                           
GPU 5           73.676            0.000        0.000        0.000        1514891                     1191475                     0                           0                           
