#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID               W                                                                                                                                                                       
GPU 0           153.219           N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1           153.322           N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 2           71.948            N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3           71.992            N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 4           71.981            N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 5           74.454            N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 6           74.129            N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 7           73.859            N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0           98.710            0.000        0.000        0.000        4006614                     3336224                     0                           0                           
GPU 1           100.405           0.000        0.000        0.000        3938577                     3286516                     0                           0                           
GPU 2           71.807            0.000        0.000        0.000        4321541                     3690028                     0                           0                           
GPU 3           71.997            0.000        0.000        0.000        4329294                     3679088                     0                           0                           
GPU 4           72.048            0.000        0.000        0.000        4314925                     3684508                     0                           0                           
GPU 5           74.449            0.000        0.000        0.000        4205440                     3575095                     0                           0                           
GPU 6           74.091            0.000        0.000        0.000        4120212                     3486092                     0                           0                           
GPU 7           73.740            0.000        0.000        0.000        4127366                     3514759                     0                           0                           
GPU 0           98.710            0.000        0.000        0.000        4006614                     3336224                     0                           0                           
GPU 1           100.405           0.000        0.000        0.000        3045229                     3286516                     0                           0                           
GPU 2           71.807            0.000        0.000        0.000        4321541                     3690028                     0                           0                           
GPU 3           71.997            0.000        0.000        0.000        4329294                     772450                      0                           0                           
GPU 4           72.048            0.000        0.000        0.000        4314925                     3684508                     0                           0                           
GPU 5           74.449            0.000        0.000        0.000        4205440                     3575095                     0                           0                           
GPU 6           74.091            0.000        0.000        0.000        4120212                     3486092                     0                           0                           
GPU 7           73.740            0.000        0.000        0.000        4127366                     3514759                     0                           0                           
GPU 0           98.361            0.000        0.000        0.000        4808852                     3610946                     0                           0                           
GPU 1           100.079           0.000        0.000        0.000        5549444                     2523339                     0                           0                           
GPU 2           71.770            0.000        0.000        0.000        4117550                     3492393                     0                           0                           
GPU 3           72.019            0.000        0.000        0.000        7676326                     6643035                     0                           0                           
GPU 4           72.044            0.000        0.000        0.000        4307215                     3668585                     0                           0                           
GPU 5           74.477            0.000        0.000        0.000        3515380                     2962581                     0                           0                           
GPU 6           74.106            0.000        0.000        0.000        5852997                     1696000                     0                           0                           
GPU 7           73.746            0.000        0.000        0.000        2901035                     2433306                     0                           0                           
GPU 0           98.333            0.000        0.000        0.000        7119730                     3958073                     0                           0                           
GPU 1           99.993            0.000        0.000        0.000        5781890                     4888193                     0                           0                           
GPU 2           71.716            0.000        0.000        0.000        5289414                     4560940                     0                           0                           
