#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       
ID               W                                                                                                               
GPU 0           150.338           0.176        0.008        0.085        13836605                    75588825                    
GPU 1           153.717           0.175        0.008        0.084        14352112                    78679281                    
GPU 2           142.387           0.176        0.009        0.084        14557026                    80158503                    
GPU 3           144.862           0.167        0.008        0.081        14297102                    78038417                    
GPU 4           72.024            0.000        0.000        0.000        4602080                     3925362                     
GPU 5           73.972            0.000        0.000        0.000        3419715                     2886551                     
GPU 6           73.639            0.000        0.000        0.000        2174506                     1778808                     
GPU 7           73.392            0.000        0.000        0.000        1573251                     1249901                     
GPU 0           101.366           0.038        0.002        0.019        4564212                     17668962                    
GPU 1           102.828           0.039        0.002        0.019        4796986                     19312575                    
GPU 2           102.605           0.029        0.001        0.014        4134742                     14560700                    
GPU 3           101.796           0.032        0.002        0.016        4342141                     16189271                    
GPU 4           72.079            0.000        0.000        0.000        3050187                     2554458                     
GPU 5           73.977            0.000        0.000        0.000        3244248                     2708967                     
GPU 6           73.627            0.000        0.000        0.000        4032750                     3425336                     
GPU 7           73.369            0.000        0.000        0.000        4330465                     3693863                     
GPU 0           101.366           0.038        0.002        0.019        4564212                     17668962                    
GPU 1           102.636           0.039        0.002        0.019        4818582                     19312575                    
GPU 2           102.605           0.029        0.001        0.014        4134742                     14560700                    
GPU 3           101.796           0.032        0.002        0.016        4342141                     1518282                     
GPU 4           72.079            0.000        0.000        0.000        3050187                     2554458                     
GPU 5           73.977            0.000        0.000        0.000        3244248                     2708967                     
GPU 6           73.627            0.000        0.000        0.000        4032750                     3425336                     
GPU 7           73.369            0.000        0.000        0.000        4330465                     3693863                     
GPU 0           101.078           0.000        0.000        0.000        4361445                     3636091                     
GPU 1           102.456           0.000        0.000        0.000        5001054                     4043167                     
GPU 2           102.352           0.000        0.000        0.000        4263838                     3556547                     
GPU 3           101.538           0.000        0.000        0.000        1927991                     5706053                     
GPU 4           72.078            0.000        0.000        0.000        4485604                     3820334                     
GPU 5           74.004            0.000        0.000        0.000        4041133                     3421033                     
GPU 6           73.654            0.000        0.000        0.000        7151955                     3132903                     
GPU 7           73.290            0.000        0.000        0.000        3661826                     3086263                     
GPU 0           100.926           0.000        0.000        0.000        6149701                     5210012                     
GPU 1           102.460           0.000        0.000        0.000        6807762                     4212862                     
GPU 2           102.244           0.000        0.000        0.000        6062853                     5143164                     
GPU 3           101.297           0.000        0.000        0.000        7229033                     6140983                     
GPU 4           72.088            0.000        0.000        0.000        5982346                     5197712                     
GPU 5           74.008            0.000        0.000        0.000        6588101                     5725233                     
GPU 6           73.653            0.000        0.000        0.000        7621790                     6236635                     
