#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID               W                                                                                                                                                                       
GPU 0           103.716           0.000        0.000        0.000        2644853                     2133164                     0                           0                           
GPU 1           104.989           0.000        0.000        0.000        2884091                     5425862                     3407005                     3405270                     
GPU 2           104.179           0.000        0.000        0.000        2596317                     2094740                     0                           0                           
GPU 3           103.455           0.001        0.000        0.000        3298738                     12058562                    3453487                     3454000                     
GPU 4           71.517            0.000        0.000        0.000        2716879                     2239306                     0                           0                           
GPU 5           73.410            0.000        0.000        0.000        2701394                     2215562                     0                           0                           
GPU 6           73.232            0.000        0.000        0.000        2637204                     2171673                     0                           0                           
GPU 7           73.105            0.000        0.000        0.000        2548673                     2092605                     0                           0                           
GPU 0           103.521           0.000        0.000        0.000        502653                      283561                      0                           0                           
GPU 1           104.889           0.000        0.000        0.000        529948                      313310                      0                           0                           
GPU 2           104.034           0.000        0.000        0.000        495852                      279899                      0                           0                           
GPU 3           103.247           0.000        0.000        0.000        3375614                     2774573                     0                           0                           
GPU 4           71.496            0.000        0.000        0.000        498929                      298728                      0                           0                           
GPU 5           73.362            0.000        0.000        0.000        1634607                     1293321                     0                           0                           
GPU 6           73.168            0.000        0.000        0.000        1586423                     1253625                     0                           0                           
GPU 7           73.113            0.000        0.000        0.000        2072459                     1686690                     0                           0                           
GPU 0           103.369           0.000        0.000        0.000        4079440                     3386517                     0                           0                           
GPU 1           105.235           0.000        0.000        0.000        4023964                     3331550                     0                           0                           
GPU 2           104.064           0.000        0.000        0.000        4041784                     3356709                     0                           0                           
GPU 3           103.241           0.000        0.000        0.000        3738193                     3083013                     0                           0                           
GPU 4           71.566            0.000        0.000        0.000        4305771                     3642821                     0                           0                           
GPU 5           73.433            0.000        0.000        0.000        4207017                     3542006                     0                           0                           
GPU 6           73.197            0.000        0.000        0.000        4244326                     3596593                     0                           0                           
GPU 7           73.124            0.000        0.000        0.000        4226280                     3579106                     0                           0                           
GPU 0           103.369           0.000        0.000        0.000        4079440                     3386517                     0                           0                           
GPU 1           105.235           0.000        0.000        0.000        762386                      3331550                     0                           0                           
GPU 2           104.064           0.000        0.000        0.000        4041784                     3356709                     0                           0                           
GPU 3           103.241           0.000        0.000        0.000        3738193                     296680                      0                           0                           
GPU 4           71.566            0.000        0.000        0.000        4305771                     3642821                     0                           0                           
GPU 5           73.433            0.000        0.000        0.000        4207017                     3542006                     0                           0                           
GPU 6           73.197            0.000        0.000        0.000        4244326                     3596593                     0                           0                           
GPU 7           73.124            0.000        0.000        0.000        4226280                     3579106                     0                           0                           
GPU 0           103.261           0.000        0.000        0.000        4229525                     3424812                     0                           0                           
GPU 1           105.145           0.000        0.000        0.000        762386                      5570304                     0                           0                           
GPU 2           104.064           0.000        0.000        0.000        3862269                     3136487                     0                           0                           
GPU 3           103.018           0.000        0.000        0.000        5643865                     296680                      0                           0                           
GPU 4           71.566            0.000        0.000        0.000        3866147                     3237761                     0                           0                           
GPU 5           73.433            0.000        0.000        0.000        4207017                     2541937                     0                           0                           
GPU 6           73.197            0.000        0.000        0.000        977777                      6132490                     0                           0                           
GPU 7           73.187            0.000        0.000        0.000        2003445                     3579106                     0                           0                           
GPU 0           103.103           0.000        0.000        0.000        5020177                     3424812                     0                           0                           
GPU 1           104.984           0.000        0.000        0.000        6705234                     5570304                     0                           0                           
GPU 2           103.730           0.000        0.000        0.000        5311686                     3136487                     0                           0                           
GPU 3           102.903           0.000        0.000        0.000        5643865                     4664472                     0                           0                           
GPU 4           71.545            0.000        0.000        0.000        5334405                     4566406                     0                           0                           
GPU 5           73.399            0.000        0.000        0.000        3071184                     4568476                     0                           0                           
GPU 6           73.266            0.000        0.000        0.000        7149207                     4767032                     0                           0                           
GPU 7           73.187            0.000        0.000        0.000        5400106                     1610733                     0                           0                           
GPU 0           102.884           0.000        0.000        0.000        7038909                     3537878                     0                           0                           
GPU 1           104.263           0.000        0.000        0.000        5430568                     5368644                     0                           0                           
GPU 2           103.635           0.000        0.000        0.000        5827750                     4813254                     0                           0                           
GPU 3           102.728           0.000        0.000        0.000        6084759                     4439618                     0                           0                           
GPU 4           71.509            0.000        0.000        0.000        5719063                     4882929                     0                           0                           
GPU 5           73.398            0.000        0.000        0.000        5347501                     4726303                     0                           0                           
GPU 6           73.211            0.000        0.000        0.000        5562902                     5265734                     0                           0                           
GPU 7           73.171            0.000        0.000        0.000        6442581                     4616481                     0                           0                           
GPU 0           102.825           0.000        0.000        0.000        533040                      316050                      0                           0                           
GPU 1           103.929           0.000        0.000        0.000        548262                      332836                      0                           0                           
GPU 2           103.501           0.000        0.000        0.000        3832244                     3184910                     0                           0                           
GPU 3           102.593           0.000        0.000        0.000        555077                      340174                      0                           0                           
GPU 4           71.544            0.000        0.000        0.000        2484574                     2054955                     0                           0                           
GPU 5           73.373            0.000        0.000        0.000        7717266                     6626590                     0                           0                           
GPU 6           73.270            0.000        0.000        0.000        2194819                     1794951                     0                           0                           
GPU 7           73.145            0.000        0.000        0.000        2280280                     1868351                     0                           0                           
GPU 0           102.806           0.000        0.000        0.000        4123480                     3425837                     0                           0                           
GPU 1           103.910           0.000        0.000        0.000        4045909                     3363991                     0                           0                           
GPU 2           103.367           0.000        0.000        0.000        3162129                     2586045                     0                           0                           
GPU 3           102.636           0.000        0.000        0.000        4019672                     3330420                     0                           0                           
GPU 4           71.551            0.000        0.000        0.000        4002407                     3362588                     0                           0                           
GPU 5           73.439            0.000        0.000        0.000        565912                      350551                      0                           0                           
GPU 6           73.293            0.000        0.000        0.000        3992496                     3365164                     0                           0                           
GPU 7           73.196            0.000        0.000        0.000        3974877                     3355456                     0                           0                           
GPU 0           102.806           0.000        0.000        0.000        4123480                     3425837                     0                           0                           
GPU 1           103.910           0.000        0.000        0.000        4045909                     3363991                     0                           0                           
GPU 2           103.367           0.000        0.000        0.000        572647                      2586045                     0                           0                           
GPU 3           102.636           0.000        0.000        0.000        4019672                     3330420                     0                           0                           
GPU 4           71.551            0.000        0.000        0.000        4002407                     295583                      0                           0                           
GPU 5           73.439            0.000        0.000        0.000        565912                      3621678                     0                           0                           
GPU 6           73.293            0.000        0.000        0.000        3992496                     3365164                     0                           0                           
GPU 7           73.196            0.000        0.000        0.000        428317                      3355456                     0                           0                           
GPU 0           102.642           0.000        0.000        0.000        4576386                     3825691                     0                           0                           
GPU 1           103.972           0.000        0.000        0.000        4114633                     3424318                     0                           0                           
GPU 2           103.139           0.000        0.000        0.000        3816893                     3158031                     0                           0                           
GPU 3           102.353           0.000        0.000        0.000        4130939                     3435373                     0                           0                           
GPU 4           71.554            0.000        0.000        0.000        5016954                     4287588                     0                           0                           
GPU 5           73.422            0.000        0.000        0.000        6234067                     5372678                     0                           0                           
GPU 6           73.423            0.000        0.000        0.000        6680990                     5774235                     0                           0                           
GPU 7           73.265            0.000        0.000        0.000        5828754                     5000717                     0                           0                           
GPU 0           102.642           0.000        0.000        0.000        4576386                     3825691                     0                           0                           
GPU 1           103.972           0.000        0.000        0.000        4114633                     3424318                     0                           0                           
GPU 2           103.139           0.000        0.000        0.000        2946500                     3158031                     0                           0                           
GPU 3           102.353           0.000        0.000        0.000        4130939                     3435373                     0                           0                           
GPU 4           71.554            0.000        0.000        0.000        5016954                     2889463                     0                           0                           
GPU 5           73.422            0.000        0.000        0.000        6234067                     5372678                     0                           0                           
GPU 6           73.423            0.000        0.000        0.000        6680990                     5774235                     0                           0                           
GPU 7           73.265            0.000        0.000        0.000        2834030                     5000717                     0                           0                           
GPU 0           102.390           0.000        0.000        0.000        3501379                     313321                      0                           0                           
GPU 1           104.075           0.000        0.000        0.000        2966851                     280422                      0                           0                           
GPU 2           103.067           0.000        0.000        0.000        538721                      321485                      0                           0                           
GPU 3           102.146           0.000        0.000        0.000        496906                      2388515                     0                           0                           
GPU 4           71.564            0.000        0.000        0.000        4022702                     3380201                     0                           0                           
GPU 5           73.463            0.000        0.000        0.000        1626300                     1796450                     0                           0                           
GPU 6           73.339            0.000        0.000        0.000        1398271                     3580917                     0                           0                           
GPU 7           73.227            0.000        0.000        0.000        3943125                     3317382                     0                           0                           
GPU 0           102.356           0.000        0.000        0.000        3834974                     3160958                     0                           0                           
GPU 1           103.784           0.000        0.000        0.000        4095756                     3400725                     0                           0                           
GPU 2           103.047           0.000        0.000        0.000        3979390                     3294318                     0                           0                           
GPU 3           102.165           0.000        0.000        0.000        3994360                     3318238                     0                           0                           
GPU 4           71.557            0.000        0.000        0.000        499978                      299253                      0                           0                           
GPU 5           73.480            0.000        0.000        0.000        4199029                     3538313                     0                           0                           
GPU 6           73.400            0.000        0.000        0.000        1528124                     1184853                     0                           0                           
GPU 7           73.259            0.000        0.000        0.000        428311                      223922                      0                           0                           
GPU 0           102.356           0.000        0.000        0.000        3834974                     3160958                     0                           0                           
GPU 1           103.784           0.000        0.000        0.000        4095756                     3400725                     0                           0                           
GPU 2           103.047           0.000        0.000        0.000        262074                      3294318                     0                           0                           
GPU 3           102.165           0.000        0.000        0.000        3994360                     3318238                     0                           0                           
GPU 4           71.557            0.000        0.000        0.000        499978                      3665965                     0                           0                           
GPU 5           73.480            0.000        0.000        0.000        4199029                     3538313                     0                           0                           
GPU 6           73.400            0.000        0.000        0.000        1528124                     1184853                     0                           0                           
GPU 7           73.259            0.000        0.000        0.000        4664734                     223922                      0                           0                           
#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID               W                                                                                                                                                                       
GPU 0           121.253           0.000        0.002        0.000        501079                      282512                      0                           0                           
GPU 1           119.121           0.016        0.001        0.008        12287616                    117624854                   149245754                   149246129                   
GPU 2           116.570           0.000        0.000        0.041        119651068                   69711                       0                           0                           
GPU 3           167.782           0.000        0.006        0.000        709995                      460305                      0                           0                           
GPU 4           71.540            0.000        0.000        0.000        1874996                     1493627                     0                           0                           
GPU 5           73.496            0.000        0.000        0.000        2070293                     1660147                     0                           0                           
GPU 6           73.485            0.000        0.000        0.000        2384045                     1942768                     0                           0                           
GPU 7           73.156            0.000        0.000        0.000        1658268                     1307136                     0                           0                           
GPU 0           174.832           0.063        0.005        0.029        104170316                   1595670384                  469501496                   469501496                   
GPU 1           178.148           0.135        0.006        0.064        93907448                    1129479509                  956434397                   956435445                   
GPU 2           171.302           0.091        0.004        0.064        132779391                   1848785098                  674137597                   674129735                   
