#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID               W                                                                                                                                                                       
GPU 0           97.874            N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 1           99.716            N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 2           100.072           N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 3           98.747            N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 4           98.159            N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 5           100.125           N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 6           101.575           N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 7           102.755           N/A          N/A          N/A          N/A                         N/A                         N/A                         N/A                         
GPU 0           97.814            0.000        0.000        0.000        258397                      60275                       0                           0                           
GPU 1           99.786            0.000        0.000        0.000        273615                      93301                       0                           0                           
GPU 2           100.037           0.000        0.000        0.000        279921                      94355                       0                           0                           
GPU 3           98.724            0.000        0.000        0.000        266790                      72332                       0                           0                           
GPU 4           98.196            0.000        0.000        0.000        263130                      74955                       0                           0                           
GPU 5           100.061           0.000        0.000        0.000        264171                      73380                       0                           0                           
GPU 6           101.502           0.000        0.000        0.000        281473                      94872                       0                           0                           
GPU 7           102.721           0.000        0.000        0.000        263622                      70753                       0                           0                           
GPU 0           97.921            0.000        0.000        0.000        4145962                     3446757                     0                           0                           
GPU 1           99.782            0.000        0.000        0.000        4099529                     3426496                     0                           0                           
GPU 2           100.024           0.000        0.000        0.000        4054884                     3372430                     0                           0                           
GPU 3           98.766            0.000        0.000        0.000        4065701                     3383804                     0                           0                           
GPU 4           98.226            0.000        0.000        0.000        4335737                     3575201                     0                           0                           
GPU 5           100.161           0.000        0.000        0.000        4294985                     3533902                     0                           0                           
GPU 6           101.607           0.000        0.000        0.000        4188951                     3455767                     0                           0                           
GPU 7           102.754           0.000        0.000        0.000        4358945                     3584324                     0                           0                           
GPU 0           97.921            0.000        0.000        0.000        4145962                     3446757                     0                           0                           
GPU 1           99.782            0.000        0.000        0.000        3056712                     3426496                     0                           0                           
GPU 2           100.024           0.000        0.000        0.000        4054884                     3372430                     0                           0                           
GPU 3           98.766            0.000        0.000        0.000        4065701                     460765                      0                           0                           
GPU 4           98.226            0.000        0.000        0.000        4335737                     3575201                     0                           0                           
GPU 5           100.161           0.000        0.000        0.000        4294985                     3533902                     0                           0                           
GPU 6           101.607           0.000        0.000        0.000        4188951                     3455767                     0                           0                           
GPU 7           102.754           0.000        0.000        0.000        4358945                     3584324                     0                           0                           
GPU 0           97.912            0.000        0.000        0.000        4612988                     3895334                     0                           0                           
GPU 1           99.825            0.000        0.000        0.000        5105939                     2442375                     0                           0                           
GPU 2           100.113           0.000        0.000        0.000        4170426                     3422022                     0                           0                           
GPU 3           98.712            0.000        0.000        0.000        738559                      6701386                     0                           0                           
GPU 4           98.276            0.000        0.000        0.000        4010171                     3285488                     0                           0                           
GPU 5           100.148           0.000        0.000        0.000        3548578                     2891219                     0                           0                           
GPU 6           101.587           0.000        0.000        0.000        6697631                     1144148                     0                           0                           
GPU 7           102.701           0.000        0.000        0.000        2524004                     2032410                     0                           0                           
GPU 0           97.883            0.000        0.000        0.000        6411084                     3823870                     0                           0                           
GPU 1           99.855            0.000        0.000        0.000        7037365                     5968603                     0                           0                           
GPU 2           100.205           0.000        0.000        0.000        4352399                     3636535                     0                           0                           
GPU 3           98.749            0.000        0.000        0.000        5993409                     5060897                     0                           0                           
GPU 4           98.245            0.000        0.000        0.000        6251197                     5203715                     0                           0                           
GPU 5           100.164           0.000        0.000        0.000        5593836                     5964652                     0                           0                           
GPU 6           101.582           0.000        0.000        0.000        6441384                     5617568                     0                           0                           
GPU 7           102.763           0.000        0.000        0.000        6157432                     5092408                     0                           0                           
GPU 0           97.950            0.000        0.000        0.000        4589482                     5419153                     0                           0                           
GPU 1           99.756            0.000        0.000        0.000        7087910                     5960992                     0                           0                           
GPU 2           100.154           0.000        0.000        0.000        6919779                     5839513                     0                           0                           
GPU 3           98.736            0.000        0.000        0.000        6550795                     5474004                     0                           0                           
GPU 4           98.214            0.000        0.000        0.000        6128374                     5116411                     0                           0                           
GPU 5           100.230           0.000        0.000        0.000        7152925                     4699474                     0                           0                           
GPU 6           101.595           0.000        0.000        0.000        6509696                     5393591                     0                           0                           
GPU 7           102.705           0.000        0.000        0.000        6897619                     5715769                     0                           0                           
GPU 0           97.827            0.000        0.000        0.000        3849998                     3763942                     0                           0                           
GPU 1           99.751            0.000        0.000        0.000        529943                      332328                      0                           0                           
