#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       
ID               W                                                                                                               
GPU 0           96.164            N/A          N/A          N/A          N/A                         N/A                         
GPU 1           97.306            N/A          N/A          N/A          N/A                         N/A                         
GPU 2           70.192            N/A          N/A          N/A          N/A                         N/A                         
GPU 3           70.008            N/A          N/A          N/A          N/A                         N/A                         
GPU 4           71.571            N/A          N/A          N/A          N/A                         N/A                         
GPU 5           72.583            N/A          N/A          N/A          N/A                         N/A                         
GPU 6           72.566            N/A          N/A          N/A          N/A                         N/A                         
GPU 7           71.965            N/A          N/A          N/A          N/A                         N/A                         
GPU 0           96.097            0.000        0.000        0.000        483266                      267840                      
GPU 1           97.362            0.000        0.000        0.000        474903                      269950                      
GPU 2           70.167            0.000        0.000        0.000        505925                      311097                      
GPU 3           70.065            0.000        0.000        0.000        505206                      300293                      
GPU 4           71.659            0.000        0.000        0.000        499975                      302920                      
GPU 5           72.565            0.000        0.000        0.000        515139                      307092                      
GPU 6           72.598            0.000        0.000        0.000        498923                      302393                      
GPU 7           71.941            0.000        0.000        0.000        502584                      305533                      
GPU 0           96.171            0.000        0.000        0.000        481569                      267247                      
GPU 1           97.361            0.000        0.000        0.000        477523                      272571                      
GPU 2           70.177            0.000        0.000        0.000        497357                      299252                      
GPU 3           70.028            0.000        0.000        0.000        508333                      305000                      
GPU 4           71.605            0.000        0.000        0.000        507299                      309724                      
GPU 5           72.592            0.000        0.000        0.000        512532                      304479                      
GPU 6           72.444            0.000        0.000        0.000        507309                      309731                      
GPU 7           71.934            0.000        0.000        0.000        498397                      301344                      
GPU 0           96.144            0.000        0.000        0.000        686112                      492177                      
GPU 1           97.343            0.000        0.000        0.000        445539                      286717                      
GPU 2           70.214            0.000        0.000        0.000        591168                      429225                      
GPU 3           70.055            0.000        0.000        0.000        426061                      251549                      
GPU 4           71.605            0.000        0.000        0.000        453326                      299247                      
GPU 5           72.568            0.000        0.000        0.000        498897                      334869                      
GPU 6           72.577            0.000        0.000        0.000        492107                      342221                      
GPU 7           71.925            0.000        0.000        0.000        378909                      220637                      
GPU 0           96.122            0.000        0.000        0.000        267312                      67614                       
GPU 1           97.335            0.000        0.000        0.000        484862                      274143                      
GPU 2           70.196            0.000        0.000        0.000        392014                      196007                      
GPU 3           70.078            0.000        0.000        0.000        572282                      374184                      
GPU 4           71.608            0.000        0.000        0.000        513610                      310262                      
GPU 5           72.605            0.000        0.000        0.000        491562                      275128                      
GPU 6           72.601            0.000        0.000        0.000        480578                      273568                      
GPU 7           71.893            0.000        0.000        0.000        592204                      390960                      
GPU 0           96.123            0.000        0.000        0.000        537777                      329165                      
GPU 1           97.321            0.000        0.000        0.000        495859                      290911                      
GPU 2           70.200            0.000        0.000        0.000        501025                      313402                      
GPU 3           70.061            0.000        0.000        0.000        497876                      302918                      
GPU 4           71.633            0.000        0.000        0.000        500486                      305532                      
GPU 5           72.567            0.000        0.000        0.000        504147                      308148                      
GPU 6           72.566            0.000        0.000        0.000        495249                      311299                      
GPU 7           71.935            0.000        0.000        0.000        500504                      306591                      
GPU 0           96.138            0.000        0.000        0.000        483258                      277270                      
GPU 1           97.271            0.000        0.000        0.000        524695                      324461                      
