#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       
ID               W                                                                                                               
GPU 0           95.965            N/A          N/A          N/A          N/A                         N/A                         
GPU 1           97.341            N/A          N/A          N/A          N/A                         N/A                         
GPU 2           97.595            N/A          N/A          N/A          N/A                         N/A                         
GPU 3           96.023            N/A          N/A          N/A          N/A                         N/A                         
GPU 4           96.666            N/A          N/A          N/A          N/A                         N/A                         
GPU 5           97.084            N/A          N/A          N/A          N/A                         N/A                         
GPU 6           97.894            N/A          N/A          N/A          N/A                         N/A                         
GPU 7           99.481            N/A          N/A          N/A          N/A                         N/A                         
GPU 0           96.020            0.000        0.000        0.000        491652                      276226                      
GPU 1           97.340            0.000        0.000        0.000        481713                      277810                      
GPU 2           97.604            0.000        0.000        0.000        488521                      277807                      
GPU 3           96.090            0.000        0.000        0.000        492695                      276748                      
GPU 4           96.742            0.000        0.000        0.000        482226                      269941                      
GPU 5           97.084            0.000        0.000        0.000        470644                      268340                      
GPU 6           97.870            0.000        0.000        0.000        475942                      268896                      
GPU 7           99.503            0.000        0.000        0.000        480650                      272561                      
GPU 0           95.931            0.000        0.000        0.000        239535                      46649                       
GPU 1           97.328            0.000        0.000        0.000        351177                      163009                      
GPU 2           97.534            0.000        0.000        0.000        381064                      175593                      
GPU 3           95.984            0.000        0.000        0.000        439238                      225908                      
GPU 4           96.714            0.000        0.000        0.000        244256                      56608                       
GPU 5           97.092            0.000        0.000        0.000        235876                      58707                       
GPU 6           97.907            0.000        0.000        0.000        236924                      59755                       
GPU 7           99.474            0.000        0.000        0.000        244781                      61850                       
GPU 0           95.962            0.000        0.000        0.000        466494                      246875                      
GPU 1           97.341            0.000        0.000        0.000        326037                      131043                      
GPU 2           97.594            0.000        0.000        0.000        317648                      117414                      
GPU 3           96.051            0.000        0.000        0.000        265219                      66042                       
GPU 4           96.716            0.000        0.000        0.000        444488                      228534                      
GPU 5           97.052            0.000        0.000        0.000        438200                      224341                      
GPU 6           97.938            0.000        0.000        0.000        443963                      226437                      
GPU 7           99.603            0.000        0.000        0.000        448687                      225916                      
GPU 0           95.974            0.000        0.000        0.000        734335                      538827                      
GPU 1           97.332            0.000        0.000        0.000        717566                      543023                      
GPU 2           97.557            0.000        0.000        0.000        738007                      544595                      
GPU 3           96.168            0.000        0.000        0.000        741146                      545639                      
GPU 4           96.716            0.000        0.000        0.000        741158                      546172                      
GPU 5           97.058            0.000        0.000        0.000        737500                      548801                      
GPU 6           97.965            0.000        0.000        0.000        744312                      550895                      
GPU 7           99.538            0.000        0.000        0.000        741597                      548205                      
GPU 0           95.975            0.000        0.000        0.000        498998                      287238                      
GPU 1           97.316            0.000        0.000        0.000        495852                      291431                      
GPU 2           97.585            0.000        0.000        0.000        502685                      293539                      
GPU 3           96.223            0.000        0.000        0.000        503188                      288809                      
GPU 4           96.798            0.000        0.000        0.000        499519                      288284                      
GPU 5           97.075            0.000        0.000        0.000        492193                      286720                      
GPU 6           97.935            0.000        0.000        0.000        498476                      286191                      
GPU 7           99.514            0.000        0.000        0.000        498479                      284620                      
GPU 0           95.966            0.000        0.000        0.000        536211                      327597                      
GPU 1           97.305            0.000        0.000        0.000        529935                      330226                      
GPU 2           97.545            0.000        0.000        0.000        535690                      329171                      
GPU 3           96.128            0.000        0.000        0.000        533055                      326018                      
GPU 4           96.740            0.000        0.000        0.000        529402                      325504                      
GPU 5           97.047            0.000        0.000        0.000        520486                      322879                      
GPU 6           97.993            0.000        0.000        0.000        527830                      324455                      
GPU 7           99.613            0.000        0.000        0.000        527834                      324982                      
GPU 0           96.012            0.000        0.000        0.000        506323                      289851                      
GPU 1           97.343            0.000        0.000        0.000        496699                      293408                      
GPU 2           97.588            0.000        0.000        0.000        505818                      294580                      
GPU 3           96.281            0.000        0.000        0.000        509472                      292999                      
GPU 4           96.804            0.000        0.000        0.000        495850                      285140                      
GPU 5           97.085            0.000        0.000        0.000        493767                      287245                      
