#Entity         POWER             SMACT        TENSO        DRAMA        PCITX                       PCIRX                       
ID               W                                                                                                               
GPU 0           96.568            0.000        0.000        0.000        502135                      286710                      
GPU 1           97.857            0.000        0.000        0.000        490104                      285151                      
GPU 2           69.765            0.000        0.000        0.000        501572                      306079                      
GPU 3           69.849            0.000        0.000        0.000        507815                      301859                      
GPU 4           71.244            0.000        0.000        0.000        490708                      298423                      
GPU 5           72.183            0.000        0.000        0.000        485445                      280596                      
GPU 6           72.035            0.000        0.000        0.000        498929                      305017                      
GPU 7           71.811            0.000        0.000        0.000        507313                      312354                      
GPU 0           96.540            0.000        0.000        0.000        540488                      319421                      
GPU 1           97.857            0.000        0.000        0.000        530023                      320665                      
GPU 2           69.769            0.000        0.000        0.000        556144                      353601                      
GPU 3           69.838            0.000        0.000        0.000        571214                      359436                      
GPU 4           71.215            0.000        0.000        0.000        583664                      379283                      
GPU 5           72.204            0.000        0.000        0.000        432342                      230582                      
GPU 6           72.132            0.000        0.000        0.000        406309                      216410                      
GPU 7           71.797            0.000        0.000        0.000        401383                      213022                      
GPU 0           96.540            0.000        0.000        0.000        238984                      319421                      
GPU 1           97.852            0.000        0.000        0.000        199709                      320665                      
GPU 2           69.769            0.000        0.000        0.000        198111                      353601                      
GPU 3           69.838            0.000        0.000        0.000        571214                      52405                       
GPU 4           71.215            0.000        0.000        0.000        583664                      60030                       
GPU 5           72.204            0.000        0.000        0.000        432342                      237719                      
GPU 6           72.132            0.000        0.000        0.000        453325                      216410                      
GPU 7           71.797            0.000        0.000        0.000        451242                      213022                      
GPU 0           96.526            0.000        0.000        0.000        446597                      237975                      
GPU 1           97.856            0.000        0.000        0.000        482239                      277812                      
GPU 2           69.848            0.000        0.000        0.000        509414                      305544                      
GPU 3           69.898            0.000        0.000        0.000        475305                      262544                      
GPU 4           71.219            0.000        0.000        0.000        468528                      259944                      
GPU 5           72.188            0.000        0.000        0.000        508847                      291892                      
GPU 6           72.062            0.000        0.000        0.000        497879                      299251                      
GPU 7           71.810            0.000        0.000        0.000        499442                      300818                      
GPU 0           96.571            0.000        0.000        0.000        727004                      528349                      
GPU 1           97.851            0.000        0.000        0.000        715471                      529396                      
GPU 2           69.822            0.000        0.000        0.000        752557                      585905                      
GPU 3           69.823            0.000        0.000        0.000        774047                      590099                      
GPU 4           71.225            0.000        0.000        0.000        761984                      586947                      
GPU 5           72.199            0.000        0.000        0.000        787069                      607332                      
GPU 6           72.049            0.000        0.000        0.000        771424                      594290                      
GPU 7           71.817            0.000        0.000        0.000        786233                      610234                      
GPU 0           96.478            0.000        0.000        0.000        500559                      285659                      
GPU 1           97.838            0.000        0.000        0.000        496913                      291963                      
GPU 2           69.743            0.000        0.000        0.000        500505                      308164                      
GPU 3           69.852            0.000        0.000        0.000        509369                      304468                      
GPU 4           71.194            0.000        0.000        0.000        493682                      300297                      
GPU 5           72.172            0.000        0.000        0.000        511463                      306039                      
GPU 6           72.080            0.000        0.000        0.000        484239                      297671                      
GPU 7           71.831            0.000        0.000        0.000        504156                      308153                      
GPU 0           96.514            0.000        0.000        0.000        536199                      327066                      
GPU 1           97.850            0.000        0.000        0.000        525213                      327603                      
GPU 2           69.772            0.000        0.000        0.000        534577                      348523                      
GPU 3           69.887            0.000        0.000        0.000        546076                      349027                      
GPU 4           71.210            0.000        0.000        0.000        540834                      354267                      
GPU 5           72.138            0.000        0.000        0.000        546576                      349012                      
GPU 6           72.075            0.000        0.000        0.000        532988                      346416                      
GPU 7           71.807            0.000        0.000        0.000        542423                      359519                      
GPU 0           96.524            0.000        0.000        0.000        504756                      288806                      
GPU 1           97.839            0.000        0.000        0.000        495342                      291439                      
GPU 2           69.776            0.000        0.000        0.000        499990                      306598                      
GPU 3           69.925            0.000        0.000        0.000        510430                      305000                      
GPU 4           71.251            0.000        0.000        0.000        497351                      302917                      
GPU 5           72.165            0.000        0.000        0.000        503601                      298702                      
GPU 6           72.126            0.000        0.000        0.000        495243                      305007                      
GPU 7           71.810            0.000        0.000        0.000        506256                      310776                      
GPU 0           96.522            0.000        0.000        0.000        503699                      287753                      
GPU 1           97.396            0.000        0.000        0.000        495864                      290389                      
GPU 2           69.763            0.000        0.000        0.000        503111                      308679                      
GPU 3           69.848            0.000        0.000        0.000        513044                      307093                      
GPU 4           71.212            0.000        0.000        0.000        494208                      300298                      
GPU 5           72.167            0.000        0.000        0.000        505174                      299750                      
GPU 6           72.092            0.000        0.000        0.000        489495                      299252                      
GPU 7           71.811            0.000        0.000        0.000        497340                      300814                      
GPU 0           96.511            0.000        0.000        0.000        3979278                     387864                      
GPU 1           97.354            0.000        0.000        0.000        231678                      87010                       
GPU 2           69.804            0.000        0.000        0.000        232168                      53456                       
GPU 3           69.840            0.000        0.000        0.000        323868                      132062                      
GPU 4           71.194            0.000        0.000        0.000        438120                      241595                      
GPU 5           72.164            0.000        0.000        0.000        254160                      62885                       
GPU 6           72.051            0.000        0.000        0.000        195482                      13626                       
GPU 7           71.821            0.000        0.000        0.000        236313                      60031                       
GPU 0           98.476            0.013        0.001        0.003        31983169                    69624795                    
GPU 1           99.718            0.005        0.001        0.003        30426507                    37524697                    
GPU 2           69.807            0.000        0.000        0.000        464329                      263609                      
GPU 3           69.837            0.000        0.000        0.000        395130                      183940                      
GPU 4           71.256            0.000        0.000        0.000        260995                      74420                       
GPU 5           72.228            0.000        0.000        0.000        464288                      250485                      
GPU 6           72.084            0.000        0.000        0.000        498915                      301865                      
GPU 7           71.802            0.000        0.000        0.000        492634                      283584                      
GPU 0           96.916            0.000        0.000        0.000        1268934                     1253734                     
GPU 1           97.821            0.000        0.000        0.000        2616592                     19095044                    
GPU 2           69.770            0.000        0.000        0.000        504162                      308681                      
GPU 3           69.911            0.000        0.000        0.000        517682                      312810                      
GPU 4           71.224            0.000        0.000        0.000        494193                      300289                      
GPU 5           72.189            0.000        0.000        0.000        512511                      305515                      
GPU 6           72.089            0.000        0.000        0.000        507306                      319687                      
GPU 7           71.819            0.000        0.000        0.000        497877                      302395                      
GPU 0           109.944           0.037        0.002        0.021        68813619                    98192783                    
GPU 1           110.488           0.024        0.001        0.014        43569013                    56045454                    
GPU 2           69.831            0.000        0.000        0.000        499975                      311829                      
GPU 3           69.852            0.000        0.000        0.000        513056                      308672                      
GPU 4           71.221            0.000        0.000        0.000        492630                      298722                      
